ReportTitle,Textbox95,Textbox80,Textbox81,Textbox82,Textbox83
QPR for FY 2023-24 National Institutions Oversight Performance  Report as of ( FY 2023-24),Location/s: National,InstitutionType:   National,"Institution:   National Treasury, Office of the Chief Justice, Office of the Public Service Commision, Planning, Monitoring and Evaluation, Public Enterprises",FinancialYear:   FY 2023-24,"Report Printed On:   Monday, September 11, 2023 1:47:53 PM"

Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,OTP_Q1,National_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,National_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,National_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,National_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,OTP_Summary,National_Summary,ValidatedAudited_Summary2,UID
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 1 : ADMINISTRATION,1.4 Chief Financial Officer,Quarterly,Turnaround times for payment of suppliers with valid invoices,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster","Pay suppliers 30
working days on
average",All valid invoices paid within 30 days from the date of receipt,None,None,,,"Pay suppliers 30
working days on
average",,,,,,"Pay suppliers 30
working days on
average",,,,,,"Pay suppliers 30
working days on
average",,,,,,"Valid invoices
paid within 30
working days on
average",-,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 1 : ADMINISTRATION,1.4 Chief Financial Officer,Quarterly,Percentage of procurement spent on PDIs,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster","Report on
procurement
showing % spent
to PDIs","Report on procurement
Showing women were awarded 17.81%, people with disability 0% and 5.55% on youth was developed
",None,None,,,"Report on
procurement
showing % spent
to PDIs",,,,,,"Report on
procurement
showing % spent
to PDIs",,,,,,"Report on
procurement
showing % spent
to PDIs",,,,,,"Women 40%,
Youth 30% and
People with
Disabilities 7%",-,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 2: INSTITUTIONALISING NATIONAL PLANNING IN GOVERNMENT ,2.1 National Planning Commission (Secretariat),Annually,Number of NDP monitoring progress report,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,"1 report
produced on
monitoring NDP
Indicators and
Targets",,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 2: INSTITUTIONALISING NATIONAL PLANNING IN GOVERNMENT ,2.1 National Planning Commission (Secretariat),Annually,Number of reports on research projects completed in support of the implementation of the NDP,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,"1 Synthesis
report produced
on all research
projects to
review and
support implementation
of the
NDP produced",,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 2: INSTITUTIONALISING NATIONAL PLANNING IN GOVERNMENT ,2.1 National Planning Commission (Secretariat),Annually,Number of stakeholder engagements report,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,"1 stakeholder
engagements
report on NDP
implementation
produced",,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 2: INSTITUTIONALISING NATIONAL PLANNING IN GOVERNMENT ,2.1 National Planning Commission (Secretariat),Annually,Annual report on the activities of the NPC,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,"NPC Annual Report
for 2022/23
produced by 30
June 2023",,,None,None,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 2: INSTITUTIONALISING NATIONAL PLANNING IN GOVERNMENT ,National Planning Coordination,Annually,Number of guidelines on the development of institutional Strategic Plans for 2024-2029,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 2: INSTITUTIONALISING NATIONAL PLANNING IN GOVERNMENT ,National Planning Coordination,Annually,Number of Quarterly Performance Reporting Guidelines issued to all National Departments,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,"1 Guideline for
National QPRs
issued by 15
May 2023",,,None,None,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 2: INSTITUTIONALISING NATIONAL PLANNING IN GOVERNMENT ,National Planning Coordination,Annually,Number of Quarterly Performance Reporting Guidelines issued to all Offices of the Premier,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,"1 Guideline for
Provincial QPRs
issued by 15
May 2023",,,None,None,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 2: INSTITUTIONALISING NATIONAL PLANNING IN GOVERNMENT ,National Planning Coordination,Annually,Level of development of automated planning system,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,"Business case
on the automation
of the planning
system developed",,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 2: INSTITUTIONALISING NATIONAL PLANNING IN GOVERNMENT ,National Planning Coordination,Annually,Number of reports on the development planning legal framework.,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,"1 report on the
Development
planning legal
framework",,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 2: INSTITUTIONALISING NATIONAL PLANNING IN GOVERNMENT ,National Planning Coordination,Annually,Number of consolidated reports on initiatives to spatialise government planning,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,"1 consolidated
report on initiatives
to spatialise
government
planning",,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 2: INSTITUTIONALISING NATIONAL PLANNING IN GOVERNMENT ,National Planning Coordination,Annually,Number of draft medium- term plans for 2024-2029 developed,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,"1 draft medium-
term plan
for 2024-2029
developed",,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 2: INSTITUTIONALISING NATIONAL PLANNING IN GOVERNMENT ,National Planning Coordination,Quarterly,Number of Budget Prioritisation Frameworks,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster","Draft Budget
Prioritisation
Framework","Draft Budget Prioritisation
Framework was developed
",None,None,,,"Budget
Prioritisation
Framework
developed",,,,,,-,,,,,,-,,,,,,"1 Budget
Prioritisation
Framework
2024 developed",-,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 2: INSTITUTIONALISING NATIONAL PLANNING IN GOVERNMENT ,National Planning Coordination,Quarterly,Number of assessment reports on Strategic plans and APP received from National departments,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",-,-,-,-,,,-,,,,,,"Feedback
provided on
first draft APP
and or Strategic
Plan",,,,,,"42 assessment
reports produced",,,,,,"42 assessment
reports on received
national
institution’s
Strategic Plans
and Annual Performance
Plans
produced",-,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 2: INSTITUTIONALISING NATIONAL PLANNING IN GOVERNMENT ,National Planning Coordination,Quarterly,Number of assessment reports on Strategic plans and APP received from Provincial departments,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",-,-,-,-,,,-,,,,,,"Feedback
provided on
first draft APP
and or Strategic
Plan for relevant
provinces",,,,,,"6 consolidated
assessment
reports",,,,,,6 reports produced,-,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Annually,Number of consolidated LGMIM reports,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Annually,Number of strategy/ framework for monitoring municipalities,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Annually,Number of pilot dashboards for the master plan,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Annually,"Number of progress reports on intervention designed to increase Artisans, encompassing the role of private sector, trade, centres and TVET colleges",Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Annually,"Number of progress reports on addressing the Network, Infrastructure challenges",Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Annually,Number of Industrial Park & Township and Rural Entrepreneurial Programme (TREP) monitoring reports,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,1,,,None,None,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Annually,Government wide Electronic Monitoring and Reporting System,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,"1 Business case
and Technical
design of the
Electronic system
developed",,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Annually,Develop Government wide interventions strategy (which includes the early warning system and rapid response),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Annually,Number of concept notes on the development of Operation Phakisa (OP) Electronic Monitoring and Reporting System,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Quarterly,Number of MTSF Monitoring reports,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",1,1 MTSF Monitoring Report was produced ,None,None,,,-,,,,,,1,,,,,,-,,,,,,"2 reports
produced",-,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Quarterly,Percentage of required Briefing notes produced,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster","90% of required
briefing notes produced
","100% of required briefing notes were produced 

(11x100/11=100%)
",10% more briefing notes were compiled,None,,,"90% of
required
briefing notes
produced",,,,,,"90% of
required
briefing notes
produced",,,,,,"90% of
required
briefing notes
produced",,,,,,"90% of
required
briefing notes
produced",-,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Quarterly,Number of Operation Phakisa assessment reports,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",-,-,-,-,,,1,,,,,,-,,,,,,1,,,,,,2,-,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Quarterly,Number of Reports on Food and Nutrition Security,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",1,1 progress report on National Food and Nutrition Security Plan 2018-2023 plan was produced,None,None,,,1,,,,,,1,,,,,,1,,,,,,4,-,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Quarterly,Number of Gender Based Violence – Femicide (GBV-F) Reports,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",1,1 progress report on National Strategic Plan on GBV-F was produced ,None,None,,,-,,,,,,1,,,,,,-,,,,,,2,-,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Quarterly,Number of progress reports on the Cannabis regulations and legislation framework,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",1,"1 progress report on
the Cannabis
Regulations and Legislation Framework was produced
",None,None,,,-,,,,,,1,,,,,,-,,,,,,2,-,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Quarterly,Number of progress reports on Climate change and just transition,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",1,1 progress report on Climate change and just transition was produced,None,None,,,-,,,,,,1,,,,,,-,,,,,,2,-,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,Quarterly,Number of status reports on performance agreements signed and assessed in the implementation of the Ministerial PMDS,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",1,1 status report on performance agreements signed and assessed ,None,None,,,-,,,,,,1,,,,,,-,,,,,,"2 reports
produced",-,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,Quarterly,Number of reports on performance agreements signed and assessed in the implementation of the Heads of Departments (HOD) Performance Management Development System (PMDS),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",1,1 report on performance agreements signed and assessed in the implementation of HODs PMDS was produced ,None,None,,,-,,,,,,1,,,,,,-,,,,,,"2 reports
produced",-,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,Quarterly,Number of reports developed on the monitoring of National and Provincial departments performance and capability monitored,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,-,-,-,-,,,1,,,,,,-,,,,,,1,,,,,,"2 reports
produced",-,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,Quarterly,Number of monitoring reports on the SOEs contributing towards the MTSF,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",-,-,-,-,,,1,,,,,,-,,,,,,1,,,,,,"2 reports
produced",-,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,Quarterly,Number of frontline service delivery monitoring reports on the implementation of MTSF priorities at district level,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,-,-,-,-,,,1,,,,,,-,,,,,,1,,,,,,"2 reports
produced",-,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,Quarterly,Number of Performance Reports for the Presidential Hotline (PH) Performance,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",1,1 Presidential Hotline Performance Report was produced,None,None,,,1,,,,,,1,,,,,,1,,,,,,"4 reports
produced",-,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,Quarterly,Number of targets in the PM&E Capacity Development Implementation Plan achieved,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",-,-,-,-,,,"4 reports
produced",,,,,,-,,,,,,"4 reports
produced",,,,,,"8 reports
produced",-,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,Quarterly,Number of monitoring reports on the institutionalization of the National Anti-Corruption Strategy (NACS),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,1,1 Monitoring report of the institutionalisation of the NACS was produced,None,None,,,-,,,,,,1,,,,,,-,,,,,,"2 reports
produced",-,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,Quarterly,Number of reports on Socio-economic impact analysis of the DDM,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",-,-,-,-,,,"1st bi-annual
report",,,,,,-,,,,,,"2nd bi-annual
report",,,,,,"2 reports
produced",-,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,"PROGRAMME 5: EVALUATION, EVIDENCE AND KNOWLEDGE SYSTEMS","PROGRAMME 5: EVALUATION, EVIDENCE AND KNOWLEDGE SYSTEMS",Quarterly,Number of evidence plans produced,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",-,-,-,-,,,-,,,,,,"Draft evidence
plan produced",,,,,,"1 evidence plan
produced",,,,,,"1 evidence
plan produced",-,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,"PROGRAMME 5: EVALUATION, EVIDENCE AND KNOWLEDGE SYSTEMS","PROGRAMME 5: EVALUATION, EVIDENCE AND KNOWLEDGE SYSTEMS",Quarterly,Number of evaluation reports produced,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",-,-,-,-,,,"Progress report
on evaluation
reports",,,,,,"2 evaluation
reports
produced",,,,,,"2 evaluation
reports
produced",,,,,,"4 evaluation
reports
produced",-,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,"PROGRAMME 5: EVALUATION, EVIDENCE AND KNOWLEDGE SYSTEMS","PROGRAMME 5: EVALUATION, EVIDENCE AND KNOWLEDGE SYSTEMS",Quarterly,Number of research assignments produced,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",-,-,-,-,,,"Progress report
on research
assignments",,,,,,"Progress report
on research
assignments",,,,,,"2 research
assignments
produced",,,,,,"2 research
assignments
produced",-,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,"PROGRAMME 5: EVALUATION, EVIDENCE AND KNOWLEDGE SYSTEMS","PROGRAMME 5: EVALUATION, EVIDENCE AND KNOWLEDGE SYSTEMS",Quarterly,Number of development indicators reports produced,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",-,-,-,-,,,"Project
progress report",,,,,,"Database
updated

1 Draft
Development
Indicators
Report
produced",,,,,,"1 final
development
indicators
report
produced",,,,,,"1 development
indicators
report
produced",-,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,"PROGRAMME 5: EVALUATION, EVIDENCE AND KNOWLEDGE SYSTEMS","PROGRAMME 5: EVALUATION, EVIDENCE AND KNOWLEDGE SYSTEMS",Quarterly,Number of reports produced on the technical support provided to the DPME and other government institutions,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",-,-,-,-,,,"Progress report
on technical
evidence
support",,,,,,"1st draft report
on technical
evidence
support
produced",,,,,,"1 report on
technical
evidence
support
produced",,,,,,"1 report on
technical
evidence
support
produced",-,,,,,,,178
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,"PROGRAMME 5: EVALUATION, EVIDENCE AND KNOWLEDGE SYSTEMS","PROGRAMME 5: EVALUATION, EVIDENCE AND KNOWLEDGE SYSTEMS",Quarterly,"Number of CDMAS software solution packages developed, piloted and deployed for use",Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",-,-,-,-,,,"1 functioning phase 1
software
solution
packages
developed, piloted and
deployed for use",,,,,,-,,,,,,"1 functioning phase 2
software
solution
packages
developed, piloted and
deployed for use",,,,,,"1 functioning
phase 1
and phase
2 software
solution
packages
developed,
piloted and
deployed for use",-,,,,,,,178
Public Enterprises,Public Enterprises,National,Pfrogramme 1: Administration and Corporate Management,Pfrogramme 1: Administration and Corporate Management,Quarterly,Number of reports on the interventions to reduce loss of SOEs' infrastructure through theft and vandalism ,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,Quarterly report on the interventions to reduce loss of SOEs infrastructure through theft and vandalism by 30 June 2023 ,Not achieved ,There were delays in finalising the report to address the interventions to reduce infrastructure theft and vandalism  ,Catch up plans in place to finalise the report in quarter 2  ,,,Quarterly report on the interventions to reduce loss of SOEs infrastructure through theft and vandalism by 30 September 2023 ,,,,,,Quarterly report on the interventions to reduce loss of SOEs infrastructure through theft and vandalism by 31 December 2023 ,,,,,,Quarterly report on the interventions to reduce loss of SOEs infrastructure through theft and vandalism by 31 March 2024,,,,,,Four reports on the interventions to reduce loss of SOEs infrastructure through theft and vandalism,-,,,,,,,178
Public Enterprises,Public Enterprises,National,Programme 2: SOC Governance and Performance,Financial Assessment and Investment Support,Quarterly,Percentage on compliance with conditions of the Eskom debt relief package,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,100% on compliance with conditions of the Eskom debt relief package,Achieved ,None,None,,,100% on compliance with conditions of the Eskom debt relief package,,,,,,100% on compliance with conditions of the Eskom debt relief package,,,,,,100% on compliance with conditions of the Eskom debt relief package,,,,,,100% on compliance with conditions of the Eskom debt relief package,-,,,,,,,178
Public Enterprises,Public Enterprises,National,Programme 2: SOC Governance and Performance,Financial Assessment and Investment Support,Quarterly,SOEs engagements on implementation plans in addressing audit recommendations,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,None,None,None,None,,,Report on SOEs engagements on implementation plans in addressing audit recommendations ,,,,,,None,,,,,,Report on SOEs engagements on implementation plans in addressing audit recommendations ,,,,,,Two reports on SOEs engagements on implementation plans in addressing audit recommendations,-,,,,,,,178
Public Enterprises,Public Enterprises,National,Programme 2: SOC Governance and Performance,"Governance, Legal Assurance, Risk Profiling and Mitigation",Annually,Business case for the NSEHC in pursuit of a centralised Shareholder Model,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,Draft Business case for the NSEHC,,,,,,,,178
Public Enterprises,Public Enterprises,National,Programme 2: SOC Governance and Performance,"Governance, Legal Assurance, Risk Profiling and Mitigation",Quarterly,PSEC Strategic and Secretariat support provided,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,Quarterly report on PSECs strategic and secretariat support ,Achieved,None,None,,,Quarterly report on PSECs strategic and secretariat support,,,,,,Quarterly report on PSECs strategic and secretariat support,,,,,,Quarterly report on PSECs strategic and secretariat support,,,,,,Four quarterly reports on PSECs Strategic and Secretariat support ,-,,,,,,,178
