Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Priority,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,OTP_Q1,National_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,National_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,National_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,National_Q4,DesiredPerformance,UID
,"Sport, Arts and Culture",Western Cape,Programme 1: Administration,Sub-Programme 1.2: Financial Management Services,Annually,1.2.1 Number of plans implemented for improving audit outcomes and reducing the audit findings raised by the Auditor-General and Internal Auditor to achieve service excellence.,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",,,,,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,159
,"Sport, Arts and Culture",Western Cape,Programme 1: Administration,Sub-Programme 1.3: Management  Services,Annually,1.3.4 Departmental Business Continuity Plan annually reviewed and adjusted as necessary,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,159
,"Sport, Arts and Culture",Western Cape,Programme 1: Administration,Sub-Programme 1.3: Management  Services,Quarterly,1.3.1 Number of Batho Pele documents compiled,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",0,,1,1,0,,1,1,2,2,2,,,,,,Due Q2 and Q4.,No reporting required for the quarter under review.,,,Target achieved. Data accepted.,Achieved.,,,Due Q4.,No reporting required for the quarter under review.,,,Target achieved. Data Accepted.,,,159
,"Sport, Arts and Culture",Western Cape,Programme 1: Administration,Sub-Programme 1.3: Management  Services,Quarterly,1.3.2 Number of quarterly performance monitoring reports compiled,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",1,1,1,1,1,1,1,1,4,4,4,,,,,,The PDO notes the target has been achieved and is on track.,Achieved as planned.,,,Target achieved. Data accepted.,Achieved.,,,Target achieved. Data accepted.,Achieved.,,,Target achieved. Data Accepted.,,,159
,"Sport, Arts and Culture",Western Cape,Programme 1: Administration,Sub-Programme 1.3: Management  Services,Quarterly,1.3.3 Number of quarterly verification reports compiled,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",1,1,1,1,1,1,1,1,4,4,4,,,,,,The PDO notes the target has been achieved and is on track.,Achieved as planned.,,,Target achieved. Data accepted.,Achieved.,,,Target achieved. Data accepted.,Achieved.,,,Target achieved. Data Accepted.,,,159
,"Sport, Arts and Culture",Western Cape,Programme 2: Cultural Affairs ,Sub-Programme 2.1 Management,Annually,2.1.1 Number of EPWP job opportunities created,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 2: Growth and Jobs,"The Social Protection, Community and Human Development cluster",,,,,,,425,426,425,426,426,One additional work opportunity became available due to a beneficiary finding employment (beneficiary turnover).,,,,,,,,,,,,,,,,,,,,159
,"Sport, Arts and Culture",Western Cape,Programme 2: Cultural Affairs ,Sub-Programme 2.2: Arts and Culture,Annually,2.2.6 Number of Cultural Commissions supported,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",,,,,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,159
,"Sport, Arts and Culture",Western Cape,Programme 2: Cultural Affairs ,Sub-Programme 2.2: Arts and Culture,Quarterly,2.2.1 Number of practitioners participating in capacity building opportunities,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",100,120,80,85,70,80,20,30,270,315,315,"Collaborations and
partnering with
municipalities and
community art centres and high demand for some of the opportunities
resulted in more
attendees at workshops. ",,,The project (percussion workshop) had more practitioners joining than anticipated because the event was moved to  the Cape Metro which was more accessible. Some practitioners were in close proximity to the cultural facility and could walk there. Others needed to be driven as they were some distance away.,,The PDO notes the target has been over achieved and the reason for deviation.,"Over-achieved, reason for deviation provided.",Individuals from the surrounding areas of Paarl joined the sessions without confirming attendance and could be accommodated at the sessions.,,The PDO notes the target is overachieved and the reason for deviation.,"Achieved, reason for deviation provided.",The was an increased number of groups shortlisted by the adjudicators to participate in the DCAS Drama finalists' workshop. This was made possible by the partnership of Knysna and Overberg Municipalities who provided transport for the participants to attend the workshop.,,The PDO notes the target is overachieved and that the reason for deviation is to be confirmed.,"Over-achieved, no reason for deviation and corrective action provided.",The project was in partnership with National Library and had a bigger turnout than was anticipated as a result.,,The PDO notes the target is over-achieved. Kindly provide a reason for deviation and corrective action?,Provide reason for overachievement,,159
,"Sport, Arts and Culture",Western Cape,Programme 2: Cultural Affairs ,Sub-Programme 2.2: Arts and Culture,Quarterly,2.2.2 Number of community conversations/dialogues implemented to foster social interaction per year,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",1,1,1,1,1,1,0,,3,3,3,,,,,,The PDO notes the target has been achieved and is on track.,Achieved as planned.,,,Target achieved. Data accepted,Achieved.,,,Target achieved. Data accepted.,Achieved.,,The annual target was achieved.,,Not achieved provide reason for deviation and corrective action,,159
,"Sport, Arts and Culture",Western Cape,Programme 2: Cultural Affairs ,Sub-Programme 2.2: Arts and Culture,Quarterly,2.2.3 Number of national and historical/significant days commemorated,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",1,2,2,2,1,1,0,,4,5,5,TBC,,,A dance organisation approached the Department for a collaboration regarding the hosting of an Africa Day celebration which took place place on 25 May 2024.,,The PDO notes the performance data was not available at the date of submission and is to be confirmed.,"Not achieved, no reason for deviation provided.",,,Target achieved. Data accepted,Achieved.,,,Target achieved. Data accepted.,Achieved.,,The annual target was achieved.,,Not achieved provide reason for deviation and corrective action,,159
,"Sport, Arts and Culture",Western Cape,Programme 2: Cultural Affairs ,Sub-Programme 2.2: Arts and Culture,Quarterly,"2.2.4 Number of Arts and Culture organisations, individuals and companies supported",Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",0,,20,48,35,25,15,17,70,90,90,Additional organisations could be funded due the reprioritization of funds during the Adjusted Estimates process.,,,,,Due Q2.,No reporting required for the quarter under review.,"Compliance capacity amongst applicants has improved, allowing for quicker processing and concluding of the application process. ",,The PDO notes the target is overachieved and the reason for deviation.,"Achieved, reason for deviation provided.",More payments were processed in Q2 than initially planned thus fewer remained to be processed in Q3.  This was due to earlier deadlines.,The annual target has been achieved.,The PDO notes the target has been partially achieved due to an overachievement in Q2 - reason for deviation.,"Not achieved, reason for deviation provided.",Additional funding was received due to the 	reprioritisation of funds.,,The PDO notes the target is over-achieved and that the reason for deviation is TBC.,Provide reason for overachievement,,159
,"Sport, Arts and Culture",Western Cape,Programme 2: Cultural Affairs ,Sub-Programme 2.2: Arts and Culture,Quarterly,2.2.5 Number of projects to develop and promote arts and culture,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",2,3,4,5,6,6,3,3,15,17,17,Partnerships with National Lottery and DSAC enabled more projects to be facilitated. ,,,An additional project was held in collaboration with National Lottery and National Arts Council at no cost to the Department.,,The PDO notes the performance data was not available at the date of submission and is to be confirmed.,"Not achieved, no reason for deviation provided.",A need was identified to host an additional information session with the creative sector.,,The PDO notes the target is overachieved and the reason for deviation.,"Achieved, reason for deviation provided.",,,Target achieved. Data accepted.,Achieved.,,,Target achieved. Data accepted.,Achievement,,159
,"Sport, Arts and Culture",Western Cape,Programme 2: Cultural Affairs ,Sub-Programme 2.3: Museum Services,Annually,2.3.3 Number of Museum Knowledge Sharing Platforms hosted,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",,,,,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,159
,"Sport, Arts and Culture",Western Cape,Programme 2: Cultural Affairs ,Sub-Programme 2.3: Museum Services,Quarterly,2.3.1 Number of initiatives implemented to raise awareness on the national symbols,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",0,,3,3,2,2,2,2,7,7,7,,,,,,Due Q2.,No reporting required for the quarter under review.,,,Target achieved. Data accepted,Achieved.,,,The PDO notes the validated performance was not available at the submission date and will be confirmed.,"Not achieved, no reason for deviation and corrective action provided.",,,Target achieved. Data accepted.,Achieved,,159
,"Sport, Arts and Culture",Western Cape,Programme 2: Cultural Affairs ,Sub-Programme 2.3: Museum Services,Quarterly,2.3.2 Number of affiliated museums supported,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",24,24,2,1,0,1,6,6,32,32,32,,,,,,The PDO notes the target has been achieved and is on track.,Achieved as planned.,The transfer payment to one museum could not be concluded due to outstanding compliance documents. ,The Department is liaising with the governing body and museum management to obtain the outstanding documents.,The PDO notes the target has been partially achieved and the reason for deviation.,"Not achieved, reason for deviation provided.",The outstanding target from Q2 has been achieved. ,,The PDO notes the delivery of performance has been recorded against the target due to partial achieved in Q2. Reason for deviation was not available at the time of OTP comments.,"No reporting required for the quarter under review, the progress reported is noted. However, reason for deviation should be provided.",,,Target achieved. Data accepted.,Achieved,,159
,"Sport, Arts and Culture",Western Cape,Programme 2: Cultural Affairs ,Sub-Programme 2.3: Museum Services,Quarterly,2.3.4 Number of museum education programmes delivered,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",0,,1,1,1,1,1,1,3,3,3,,,,,,Due Q2.,No reporting required for the quarter under review.,,,Target achieved. Data accepted,Achieved.,,,Target achieved. Data accepted.,Achieved.,,,Target achieved. Data accepted.,Achieved,,159
,"Sport, Arts and Culture",Western Cape,Programme 2: Cultural Affairs ,Sub-Programme 2.4: Heritage Resource Management Services ,Annually,2.4.1 Number of provincial heritage resource management authorities supported through transfer payments,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",1,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,159
,"Sport, Arts and Culture",Western Cape,Programme 2: Cultural Affairs ,Sub-Programme 2.5: Language Services,Annually,2.5.1 Number of language coordinating structures supported,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",,,1,1,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,159
,"Sport, Arts and Culture",Western Cape,Programme 2: Cultural Affairs ,Sub-Programme 2.5: Language Services,Quarterly,"2.5.2 Number of projects addressing the legislative mandate to promote multilingualism, previously marginalised indigenous languages and SA Sign Language",Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",1,1,2,4,2,2,1,2,6,9,9,"Through the collaboration and pooling of resources with other organisations, additional projects were possible.",,,,,The PDO notes the target has been achieved and is on track.,Achieved as planned.,"Through the collaboration with other organisations, two additional projects were possible without any cost incurred. ",,The PDO notes the target is overachieved and the reason for deviation.,"Achieved, reason for deviation provided.",,,Target achieved. Data accepted.,Achieved.,"Through the collaboration and pooling of resources with other organisations, an additional project was possible.",,The PDO notes the target is overachieved and the reason for deviation.,,,159
,"Sport, Arts and Culture",Western Cape,Programme 2: Cultural Affairs ,Sub-Programme 2.5: Language Services,Quarterly,2.5.3 Number of language support services provided in the 3 official languages of the Western Cape and SA Sign Language,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",112,153,112,170,112,153,112,182,448,658,658,This is a demand-driven service based on the amount of language support requests from WCG departments and thus cannot be accurately forecasted.,,,This is a demand-driven service based on the amount of language support requests received from WCG departments and thus cannot be accurately forecast. ,,The PDO notes the target is over achieved and the reason for deviation.,"Over-achieved, reason for deviation provided.","This is a demand-driven service based on the amount of language support requests from WCG departments and thus cannot be accurately forecasted. The majority of the requests were for Parliamentary Responses, Vesting and Proclamations Notices and Gazette Notices.",,The PDO notes the target is overachieved and the reason for deviation.,"Achieved, reason for deviation provided.",This is a demand-driven service based on the amount of language support requests from WCG departments and thus cannot be accurately forecasted.,,The PDO notes the target is overachieved and the reason for deviation.,"Over-achieved, reason for deviation provided.",This is a demand-driven service based on the amount of language support requests from WCG departments and thus cannot be accurately forecasted.,,The PDO notes the target is overachieved and the reason for deviation.,,,159
,"Sport, Arts and Culture",Western Cape,Programme 3: Library and Archives Services ,Sub-Programme 3.2 Library Service,Annually,3.2.1 Number of libraries established per year,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 2: Growth and Jobs,"The Social Protection, Community and Human Development cluster",,,,,,,0,1,0,1,1,A new depot library was established in partnership with the De Novo Community Trust.,,,,,,,,,,,,,,,,,,,,159
,"Sport, Arts and Culture",Western Cape,Programme 3: Library and Archives Services ,Sub-Programme 3.2 Library Service,Annually,3.2.10 Number of library staff posts funded through replacement funding,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",,,,,,,242,274,242,274,274,More staff were funded through the Municipal Replacement Funding due to uncertainty of the Conditional Grant for Community Libraries.,,,,,,,,,,,,,,,,,,,,159
,"Sport, Arts and Culture",Western Cape,Programme 3: Library and Archives Services ,Sub-Programme 3.2 Library Service,Annually,3.2.6 Number of libraries with public internet access,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",,,,,,,232,229,232,229,229,"232 sites on the RLCP project list
of which three are currently
inactive due to construction.",The implementation of infrastructure to enable free internet access is a collaborative effort. The department will continue to support the implementing agents (municipalities and CeI).,,,,,,,,,,,,,,,,,,,159
,"Sport, Arts and Culture",Western Cape,Programme 3: Library and Archives Services ,Sub-Programme 3.2 Library Service,Annually,3.2.7 Number of library service points,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",,,,,,,377,375,377,375,375,Service points were closed to accommodate changes in delivery model.,The Department works closely with library service administrators to continue the provision of services. ,,,,,,,,,,,,,,,,,,,159
,"Sport, Arts and Culture",Western Cape,Programme 3: Library and Archives Services ,Sub-Programme 3.2 Library Service,Annually,"3.2.8 Number of B3 municipalities receiving funding through transfer payments for personnel, operational and/or capital expenditure on libraries",Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",,,,,,,15,15,15,15,15,,,,,,,,,,,,,,,,,,,,,159
,"Sport, Arts and Culture",Western Cape,Programme 3: Library and Archives Services ,Sub-Programme 3.2 Library Service,Annually,"3.2.8 Number of B3 municipalities receiving replacement funding transfer payments for personnel, operational and/or capital expenditure on libraries",Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 1: Safe and Cohesive Communities,"The Social Protection, Community and Human Development cluster",,,,,,,15,15,15,15,15,,,,,,,,,,,,,,,,,,,,On target,159
,"Sport, Arts and Culture",Western Cape,Programme 3: Library and Archives Services ,Sub-Programme 3.2 Library Service,Annually,3.2.9 Number of municipalities receiving Metro Library Grant transfer payments for upgrading and maintenance of libraries,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,159
,"Sport, Arts and Culture",Western Cape,Programme 3: Library and Archives Services ,Sub-Programme 3.2 Library Service,Quarterly,3.2.11 Number of monitoring visits and online meetings to B3 municipalities,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",15,15,15,0,15,15,0,15,45,45,45,,,,,,The PDO notes the target has been achieved and is on track.,Achieved as planned.,"Due to road shows to municipalities to discuss the draft legislation, the monitoring visits were not conducted.",The monitoring visits have been rescheduled to Q3.,The PDO notes that no performance has been recorded against the target for Q2 and notes the reason for deviation and corrective action.,"Not achieved, reason for deviation and corrective action provided.",,,Target achieved. Data accepted.,Achieved.,The overperformance made up for the underperformance in Q2 and the annual target has therefore been achieved.,The annual target was achieved.,The PDO notes the target has been achieved due to the reason for deviation.,,,159
,"Sport, Arts and Culture",Western Cape,Programme 3: Library and Archives Services ,Sub-Programme 3.2 Library Service,Quarterly,3.2.2 Number of library books procured,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",10000,30746,20000,33355,20000,32993,30000,40444,80000,137538,134410,Additional funds were received during the Adjusted Estimates process which allowed for more books to be procured than planned.,,,The books were procured in 2023/24 but were not delivered by 31 March 2024.  This lead to more books delivered than originally planned.   ,,The PDO notes the target is over achieved and the reason for deviation.,"Over-achieved, reason for deviation provided.",More books were delivered than originally anticipated due to the delivery backlog from the previous financial year.,,The PDO notes the target is overachieved and the reason for deviation.,"Achieved, reason for deviation provided.",The roll-over request approved in November 2024 enabled the department to procure additional books. ,,The PDO notes the validated performance was not available at the submission date and will be confirmed.,"Not achieved, no reason for deviation and corrective action provided. ",A roll-over request from 2023/24 and funds returned from municipalities during the Adjustment Estimates enabled the department to procure more books than planned.,,The PDO notes the validated performance was not available at the submission date and is to be confirmed.,,,159
,"Sport, Arts and Culture",Western Cape,Programme 3: Library and Archives Services ,Sub-Programme 3.2 Library Service,Quarterly,3.2.3 Number of monitoring visits done,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",391,416,286,321,329,306,173,178,1179,1221,1221,Libraries requested additional monitoring visits relating to delivery and returns of material and newly appointed regional librarians had to conduct introductory visits.,,,The new Regional Librarian was appointed in Van Rhynsdorp and the person went out on additional monitoring visits.,,The PDO notes the target is over achieved and the reason for deviation.,"Over-achieved, reason for deviation provided.",Libraries requested additional monitoring visits relating to delivery and returns of material.,,The PDO notes the target is overachieved and the reason for deviation.,"Achieved, reason for deviation provided.","Some libraries are closed for renovations or due to damage, and the Cape Town Region finished library visits in Q2 rather than Q3 as planned due to logistical concerns.",Annual target on track to be achieved. ,The PDO notes the validated performance was not available by the submission date and will be confirmed.,"Not achieved, no reason for deviation and corrective action provided. ",Some regions had special ad hoc visits as requested.,,The PDO notes the target is overachieved and the reason for deviation.,,,159
,"Sport, Arts and Culture",Western Cape,Programme 3: Library and Archives Services ,Sub-Programme 3.2 Library Service,Quarterly,3.2.4 Number of Public Awareness Programmes conducted,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",2,4,3,2,3,3,3,2,11,11,11,,,,"Two programmes were completed earlier than originally anticipated, i.e. a poster awareness programme and the launch of the Minister's book club which were originally planned for Q2.",,The PDO notes the target is over achieved and the reason for deviation.,"Over-achieved, reason for deviation provided.",The planned programme for Q2 was achieved in Q1.,The planned programme for Q2 was achieved in Q1.,The PDO notes the target is partially achieved due to  performance recorded against the target in Q1.,"Not achieved, reason for deviation  provide.",,,Target achieved. Data accepted.,Achieved.,The annual target was achieved due to overperformance in Q1.,The annual target was achieved.,The PDO notes the target has been achieved due to an over achievement in Q1 as reason for deviation.,,,159
,"Sport, Arts and Culture",Western Cape,Programme 3: Library and Archives Services ,Sub-Programme 3.2 Library Service,Quarterly,3.2.5 Number of training programmes provided to public library staff,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",3,4,8,11,5,7,2,4,18,26,26,Additional training sessions were conducted to meet demand for training on library membership for public library staff.,,,There was an additional training session on Library Membership for Public Library staff.,,The PDO notes the target is over achieved and the reason for deviation.,"Over-achieved, reason for deviation provided.",Library membership training was presented to Public Library staff of three additional municipalities to address issues on the library membership register.,,The PDO notes the target is overachieved and the reason for deviation.,"Achieved, reason for deviation provided.",Two additional Library Membership training sessions were provided as requested by Mossel Bay and Oudtshoorn public libraries.,,The PDO notes the target is overachieved and the reason for deviation.,"Over-achieved, reason for deviation provided.",Special Library Membership administration training was held on request.,,The PDO notes the target is overachieved and the reason for deviation.,,,159
,"Sport, Arts and Culture",Western Cape,Programme 3: Library and Archives Services ,Sub-Programme 3.3 Archives,Annually,3.3.8 Number of Departments to receive ECM rollout,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",,,,,,,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,159
,"Sport, Arts and Culture",Western Cape,Programme 3: Library and Archives Services ,Sub-Programme 3.3: Archives,Quarterly,3.3.1 Number of public awareness programmes conducted about archival services,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",6,18,5,25,4,4,5,16,20,63,63,"Additional programmes were conducted on request from the National Archives of South Africa, schools, and in partnership with private and other public sector organisations.",,,"More outreach programmes were done on request by institutions. Requests were received from churches, schools, WCED and UCT.",,The PDO notes that the performance data was not available at the time of submission and is to be confirmed.,"Not achieved, no reason for deviation provided.",A special request was received from the National Archives of South Africa to conduct outreach programmes in schools in the Western Cape. These programmes were conducted jointly with the Western Cape Archives and Records Service and contributed to the increase of public awareness programmes conducted.,,The PDO notes the target is overachieved and the reason for deviation.,"Achieved, reason for deviation provided.",,,The PDO notes the validated performance was not available at the submission date and will be confirmed.,"Not achieved, no reason for deviation and corrective action provided. ","Extra programmes were conducted on request by schools, and other organisations  as well as through partnership with other entities.",,The PDO notes the target is overachieved and the reason for deviation.,Overachieved,,159
,"Sport, Arts and Culture",Western Cape,Programme 3: Library and Archives Services ,Sub-Programme 3.3: Archives,Quarterly,3.3.10 Number of inspections conducted,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",7,7,7,7,10,11,7,10,31,35,35,One request was received from a private company and three additional inspections were done at municipalities to follow up on previous recommendations.,,,,,The PDO notes the target has been achieved and is on track.,Achieved as planned.,,,Target achieved. Data accepted.,Achieved.,Management identified an urgent need to conduct an extra inspection.,,The PDO notes the validated performance was not available at the submission date and will be confirmed.,"Not achieved, no reason for deviation and corrective action provided. ","Additional inspections to three municipalities to follow up on recommendations made previously, i.e. Knysna, Bitou and Garden Route Municipalities.",,The PDO notes the target is overachieved and the reason for deviation., Overachieved,,159
,"Sport, Arts and Culture",Western Cape,Programme 3: Library and Archives Services ,Sub-Programme 3.3: Archives,Quarterly,3.3.11 Number of disposal authorities issued,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",1,1,1,1,1,2,1,2,4,6,6,Additional requests for disposal were received on demand from client offices.,,,,,The PDO notes the target has been achieved and is on track.,Achieved as planned.,,,Target achieved. Data accepted.,Achieved.,"An extra request was received from the Ministry of Local Government, Environmental Affairs and Development Planning. ",,The PDO notes the validated performance was not available at the submission date and will be confirmed.,"Not achieved, no reason for deviation and corrective action provided. ",This indicator is demand driven from client offices.,,The PDO notes the target is overachieved and the reason for deviation.,Not achieved provide corrective action,,159
,"Sport, Arts and Culture",Western Cape,Programme 3: Library and Archives Services ,Sub-Programme 3.3: Archives,Quarterly,3.3.12 Number of inventories compiled and updated,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",2,2,3,3,2,2,3,3,10,10,10,,,,,,The PDO notes that the performance data was not available at the time of submission and is to be confirmed.,"Not achieved, no reason for deviation provided.",,,Target achieved. Data accepted.,Achieved.,,,The PDO notes the validated performance was not available at the submission date and will be confirmed.,"Not achieved, no reason for deviation and corrective action provided. ",,,Target achieved. Data accepted.,Achieved,,159
,"Sport, Arts and Culture",Western Cape,Programme 3: Library and Archives Services ,Sub-Programme 3.3: Archives,Quarterly,3.3.2 Number of oral history recordings collected,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",6,10,6,9,6,10,4,9,22,38,38,"Additional recordings were collected from government offices. This is a demand driven indicator and is difficult to forecast accurately. The nature of the recordings differs; therefore, the predicted total may vary.",,,"Recordings received from governmental bodies are reported after processing by the  Archivists.  The length of the recordings differ, therefore the predicted total may vary. ",,The PDO notes that the performance data was not available at the time of submission and is to be confirmed.,"Over-achieved, no reason for deviation provided.","Recordings received from governmental bodies are reported after they have been processed by an Archivist. Due to the dependency of the process on the availability of staff and equipment, it is difficult to accurately forecast.",,The PDO notes the target is overachieved and the reason for deviation.,"Achieved, reason for deviation provided.","Recordings are collected from the government offices and are reported as received after they have been processed by the archivist. This is a demand driven indicator and is difficult to forecast accurately. The nature of the recordings differs; therefore, the predicted total may vary.",,The PDO notes the validated performance was not available at the submission date and will be confirmed.,"Not achieved, no reason for deviation and corrective action provided. ","Recordings are collected from the government offices and are reported as received after they have been attended by the archivist. This is a demand driven indicator and is difficult to forecast accurately. The nature of the recordings differs; therefore, the predicted total may vary.",,The PDO notes the target is overachieved and the reason for deviation.,Overachieved,,159
,"Sport, Arts and Culture",Western Cape,Programme 3: Library and Archives Services ,Sub-Programme 3.3: Archives,Quarterly,3.3.3 Number of training interventions,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",2,2,2,2,2,2,1,1,7,7,7,,,,,,The PDO notes the target has been achieved and is on track.,Achieved as planned.,,,Target achieved. Data accepted.,Achieved.,,,The PDO notes the validated performance was not available at the submission date and will be confirmed.,"Not achieved, no reason for deviation and corrective action provided. ",,,Target achieved. Data accepted.,Achieved,,159
