Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Priority,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,OTP_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,National_Q1,National_Q2,National_Q3,National_Q4,UID
Public Works,Public Works,Limpopo,Programme 4: Roads Infrastructure,Sub Programme 2.1:Road Maintenance,Quarterly,Number of square metres of blacktop patching.,Standardized,Not  Applicable,Priority 7: A better Africa and the World,4. Integrated and sustainable socio-economic infrastructure development (2019-2024),"The Economic Sectors, Employment and Infrastructure Development cluster",50 000,"101 578,4",125 000,"135 165,21

",100 000,"
116 215,4",50 000,"
166 643,7",325 000,-,"519 715,36",more defects developed due to backlog in rehabilitation and were repaired to keep the road network safe,None,,More potholes developed due to backlog in rehabilitation and were repaired to keep the road network safe. ,"Fast-track implementation of road rehabilitation projects. 

Revise target upwards
",target met ,More potholes developed due to backlog in rehabilitation and were repaired to keep the road network safe. ,"Fast-track implementation of road rehabilitation projects. 



",target achieved ,More defects than planned developed due to high rate of degeneration of roads. ,Fast-track implementation of road rehabilitation projects. ,target achieved ,More defects  developed due to backlog in rehabilitation and were repaired to keep the road network safe. ,Fast-track implementation of road rehabilitation projects.,target achieved ,,,,,154
Public Works,Public Works,Limpopo,Programme 4: Roads Infrastructure,Sub Programme 4.2: Roads Projects Implementation,Quarterly,Number of Full-Time Equivalent,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,4. Integrated and sustainable socio-economic infrastructure development (2019-2024),"The Economic Sectors, Employment and Infrastructure Development cluster",195,"30,3",390,784,1 599,"
264",2 132,1 184.7,3 132,-,2263,the department overachieved due to replacement of participants who left the programme,None,,"Delays in issuing tools of trades for  new data capturers
",Outstanding jobs will be reported in the second  quarter,target not met ,Recruitment and capturing of beneficiaries was finalized during ,None,target achieved ,Target not achieved due to budget constraints. Some projects were interrupted by community unrest.,Reprioritise the budget.,target not achieved  ,The target was not  achieved due to project stoppages (annual target achieved),None ,target not achieved,,,,,154
Public Works,Public Works,Limpopo,Programme 4: Roads Infrastructure,Sub Programme 4.2: Roads Projects Implementation,Quarterly,Number of woman employed,Standardized,Not  Applicable,Priority 7: A better Africa and the World,Transform public service for effective and efficient service delivery,"The Economic Sectors, Employment and Infrastructure Development cluster",747,338,0,2 989,1296,136,0,"
46",2044,-,3509,the department overachieved due to replacement of participants who left the programme,None,,Delays in issuing tools of trades for  new data capturers,Outstanding jobs will be reported in the second  quarter,,Recruitment and capturing of beneficiaries was finalized during second quarter. ,None,target achieved,Annual target reached in the second quarter. ,"
None",target not achieved,New recruitment is a result of resignations,"
None ",target not achieved,,,,,154
Public Works,Public Works,Limpopo,Programme 4: Roads Infrastructure,Sub Programme 4.2: Roads Projects Implementation,Quarterly,Number of woman persons with disabilities,Standardized,Not  Applicable,Priority 7: A better Africa and the World,Transform public service for effective and efficient service delivery,"The Economic Sectors, Employment and Infrastructure Development cluster",11,1,0,12,11,3,0,"
2",22,-,18,the department could not achieved due to limited number of participants by person with disabilities ,None,, Delays in issuing tools of trades for  new data capturers,Outstanding jobs will be reported in the second  quarter,,Recruitment and capturing of beneficiaries was finalized during second quarter. ,None,target achieved ,Delays in the recruitment of Persons Living with Disabilities (PLD),Prioritize the appointment of PLD.,target not achieved,New recruitment is a result of resignations,"
None ",target not achieved ,,,,,154
Public Works,Public Works,Limpopo,Programme 4: Roads Infrastructure,Sub Programme 4.2: Roads Projects Implementation,Quarterly,Number of Work  Opportunities Created,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,4. Integrated and sustainable socio-economic infrastructure development (2019-2024),"The Economic Sectors, Employment and Infrastructure Development cluster",1 246,481,0,4 334,2 160,"
184",0,"
105",3 406,-,5104,the department overachieved due to replacement of participants who left the programme.,None,,Delays in issuing tools of trades for  new data capturers,Outstanding jobs will be reported in the second  quarter,target not met ,Recruitment and capturing of beneficiaries was finalized during second quarter.,None,target achieved ,Annual target reached in the second quarter.,"
None",target not achieved ,"
New recruitment is a result of resignations","
None ",target not achieved ,,,,,154
Public Works,Public Works,Limpopo,Programme 4: Roads Infrastructure,Sub Programme 4.2: Roads Projects Implementation,Quarterly,Number of youth (18-35) employed,Standardized,Not  Applicable,Priority 7: A better Africa and the World,Transform public service for effective and efficient service delivery,"The Economic Sectors, Employment and Infrastructure Development cluster",685,192,0,1 793,188,85,0,"
52",1873,-,2121,the department overachieved due to replacement of participants who left the programme,None,,Delays in issuing tools of trades for  new data capturers,Outstanding jobs will be reported in the second  quarter,,Recruitment and capturing of beneficiaries was finalized during second quarter. ,None,target achieved,Annual target reached in the second quarter.,None,target not achieved ,New recruitment is a result of resignations,"
None ",target not achieved,,,,,154
Social Development,Social Development,Limpopo,Programme 1:  Administration,Financial Management Services,Quarterly,Percentage of AGSA Audit findings resolved,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",1. Transform the public service for effective and efficient service delivery (2019-2024),"Governance, State Capacity and Institutional Development cluster",25 %,83 %,50 %,15% (04 of 27) %,90 %,"52% (14 of 27)		
 %",100 %,70.4% (19 of 27) %,100 %,83 %,,,,,The prior year Audit findings were resolved except the one for inadequate Human Resource in ICT as well as backups not performed. ,"Prioritize filling of posts in ICT.
The department to implement new backup solution. 
",Target achieved,"Awaiting 
investigations to be completed before 
any consequence 
management could take place","Fastrack investigations to implement 
recommendations thereof.",Target not achieved ,"Ongoing investigations to be completed before any consequence management could take place	

",Fastrack investigations to implement recommendations thereof,Target not met ,Ongoing investigations to be completed before any consequence management could take place,Fastrack investigations to implement recommendations thereof,Target not achieved,,,,,154
Social Development,Social Development,Limpopo,Programme 1:  Administration,Financial Management Services,Quarterly,Percentage of procurement targeting persons with disabilities,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,8. Economic transformation and job creation through regional integration (2019-2024),"The Social Protection, Community and Human Development cluster",1 %,0.8 %,1 %,0% (0 of 230) %,1 %,67% %,0 %,1% (3of 286) %,3 %,0 %,,,,,Inability to access companies owned by persons with disability,The department to promote and prioritise companies owned by persons with disability registered on  the Central Supplier Database,Target not achieved ,"There is no positive response from companies owned
 by people living with disabilities
",The Department will continue inviting companies of  people with disabilities,Target not achieved ," The Department under targeted as this was a new  indicator
",Target is planned to be revised in the 2025/26 APP,Progress made should be in numbers,The department managed to perform above the target as we were able to get companies owned by persons with disabilities who met all the specified criteria to be appointed.,None,No target set for the quarter,,,,,154
Social Development,Social Development,Limpopo,Programme 1:  Administration,Financial Management Services,Quarterly,Percentage of procurement targeting women,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,Accelerate social change and improve quality of life of Limpopo Citizens ,Not Applicable,3 %,75 %,5 %,65% (150 of 230) %,5 %,67% %,2 %,64% (184 of 286) %,15 %,75 %,,,,,More companies owned by women registered on the Central Supplier Database,Review of the target,Target achieved ,"There is a high response from companies owned
 by women.",The target has been reviewed in the Revised 2024/25 APP,Target not achieved ,"The Department under targeted as this was a new indicator
",Target is planned to be revised in the 2025/26 APP,Progress mage should be aligned with target. Therefore progress made should in numbers not %,More companies owned by women registered on the Central Supplier Database,No corrective action is necessary as the procurement from women owned entities is desirable,Target not achieved,,,,,154
Social Development,Social Development,Limpopo,Programme 1:  Administration,Financial Management Services,Quarterly,Percentage of procurement targeting youth,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,8. Economic transformation and job creation through regional integration (2019-2024),"The Social Protection, Community and Human Development cluster",2 %,24 %,3 %,28% (65 of 230) %,3 %,32% %,2 %,27% (77of 286) %,10 %,24 %,,,,,More companies owned by youth registered on the Central Supplier Database,Review of the target,Target achieved ,"There is a high response from companies owned
 by youth",The target has been reviewed,Target not achieved ,"The Department under targeted as this was a new indicator

","
Target is planned to be revised in the 2025/26 APP
",Progress made should be in numbers not %,More companies owned by youth registered on the Central Supplier Database,No corrective action is necessary as the procurement from youth owned entities is desirable,Target not achieved,,,,,154
Social Development,Social Development,Limpopo,Programme 1:  Administration,Financial Management Services,Quarterly,Percentage of valid invoices paid within 30 days,Non-Standardized,Max,Priority 2: Economic Transformation And Job Creation,8. Economic transformation and job creation through regional integration (2019-2024),Not Applicable,100 %,99.99 %,100 %,100% %,100 %,100% (3 955 of 3 955) %,100 %,99.9% (3234 of 3239) %,100 %,0 %,,,,,Incorrect capturing of invoice received date,Supervisors must ensure that information captured is verified and reviewed ,Target not achieved ,None,None,Target achieved ,	None,	None,Target met ,Incorrect capturing of invoice received date by officials. The 5 invoices Corrective action taken with respect to officials recorded as having been paid late were actually paid within 30 days. ,Corrective action taken with respect to officials ,Target achieved,,,,,154
Social Development,Social Development,Limpopo,Programme 1:  Administration,Sub Programme 1.1.	Office of the MEC,Annually,Default,Non-Standardized,Not  Applicable,Priority 4: Consolidating the Social Wage through Reliable and Quality Basic Services,-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154
Social Development,Social Development,Limpopo,Programme 1:  Administration,Sub Programme 1.1.	Office of the MEC,Quarterly,Default,Non-Standardized,Not  Applicable,Priority 4: Consolidating the Social Wage through Reliable and Quality Basic Services,-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,0,,,,,,,Default indicator.,,,Default indicator ,,,Default indicator,,,Default Indicator ,,,,,154
Social Development,Social Development,Limpopo,Programme 1:  Administration,Sub Programme 1.2:	Corporate Management Services,Annually,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154
Social Development,Social Development,Limpopo,Programme 1:  Administration,Sub Programme 1.2:	Corporate Management Services,Quarterly,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",0,,0,,0,,0,,0,0,,,,,,,Default indicator ,,,Default indicator ,,,Default indicator,,,Default Indicator,,,,,154
Social Development,Social Development,Limpopo,Programme 1:  Administration,Sub Programme 1.2:	Corporate Management Services,Quarterly,Percentage of  people with disabilities employed,Non-Standardized,Max,Priority 6: Social Cohesion and Safer Communities,5. Accelerate social change and improve quality of life of Limpopo’s citizens (2019-2024),"The Social Protection, Community and Human Development cluster",2 %,2 %,2 %,2% (61 of 2776) %,2 %,2% (63 of 2768)		 %,2 %,2% (61 of 2745) %,2 %,2 %,,,,,"None
",None,Target achieved,None,None,Target not achieved ,None,None,Progress made to be in numbers not %,None,None,Target achieved,,,,,154
Social Development,Social Development,Limpopo,Programme 1:  Administration,Sub Programme 1.2:	Corporate Management Services,Quarterly,Percentage of women in SMS positions employed ( Level 13-16),Non-Standardized,Max,Not Applicable,1. Transform the public service for effective and efficient service delivery (2019-2024),"The Social Protection, Community and Human Development cluster",50 %,52 %,50 %,47.8% (11 of 23) %,50 %,47.8% (11 of 23)	 %,50 %,50% (11 of 22) %,50 %,52 %,,,,,Two (2) women were appointed at SMS level,Continue to prioritise appointment of women at SMS level,Target achieved,One woman SMS member resigned,Prioritize the appointment of women in funded vacant SMS positions ,Target not achieved ,One woman SMS member resigned during the second quarter and no SMS positions were filled since then,"Prioritise the appointment of women in filling the funded vacant SMS positions 
",Target not met ,None,None,Target achieved,"Targeted output is overachieved, reason for deviation and corrective action are noted.",,,,154
Social Development,Social Development,Limpopo,Programme 1:  Administration,Sub Programme 1.3.	District Management,Annually,Default,Non-Standardized,Not  Applicable,Priority 4: Consolidating the Social Wage through Reliable and Quality Basic Services,-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154
Social Development,Social Development,Limpopo,Programme 1:  Administration,Sub Programme 1.3.	District Management,Quarterly,Default,Non-Standardized,Not  Applicable,Priority 4: Consolidating the Social Wage through Reliable and Quality Basic Services,-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,0,,,,,,,Default indicator,,,Default indicator ,,,Default indicator ,,,Default Indicator,,,,,154
Social Development,Social Development,Limpopo,Programme 2:  Social Welfare Services,Sub Programme 2.1: Management and Support,Annually,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154
Social Development,Social Development,Limpopo,Programme 2:  Social Welfare Services,Sub Programme 2.1: Management and Support,Quarterly,Default,Not Applicable,Min,Not Applicable,-,Not Applicable,,,,,,,,,,0,,,,,,,Default indicators,,,Default indicator ,,,Default indicator ,,,Default Indicator,,,,,154
Social Development,Social Development,Limpopo,Programme 2:  Social Welfare Services,Sub Programme 2.2: Services to Older Persons,Annually,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154
Social Development,Social Development,Limpopo,Programme 2:  Social Welfare Services,Sub Programme 2.2: Services to Older Persons,Quarterly,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",0,,0,,0,,0,,0,0,,,,,,,No target set,,,Default indicator ,,,Default indicator,,,Default Indicator,,,,,154
Social Development,Social Development,Limpopo,Programme 2:  Social Welfare Services,Sub Programme 2.2: Services to Older Persons,Quarterly,Number of older persons accessing community-based care and support services,Non-Standardized,Max,Priority 6: Social Cohesion and Safer Communities,5. Accelerate social change and improve quality of life of Limpopo’s citizens (2019-2024),"The Social Protection, Community and Human Development cluster",13665,15379,13665,15 620,13665,"15 572	
",13665,14 841,13665,15620,,,,,Older persons attracted to active ageing programmes,Monitor the service,Target achieved ,Older persons attracted to active ageing programmes,Continue monitoring service,Target achieved ,The service is demand based and there was more than anticipated demand from older persons due to the active ageing programmes	,No corrective action is necessary as the Department must provide the services required,Target met ,The service is demand based and there was more than anticipated demand from older persons due to the active ageing programmes,No corrective action is necessary as the Department must provide the services required,Target achieved,Targeted output is overachieved with reason for deviation and corrective action provided.,Overachievement with reason for deviation and corrective action is noted for this indicator.,Performance is acknowledged with reason for deviation and corrective action in place.,"Performance is noted for this indicator with overachievement reported.

",154
Social Development,Social Development,Limpopo,Programme 2:  Social Welfare Services,Sub Programme 2.2: Services to Older Persons,Quarterly,Number of older persons accessing residential facilities,Non-Standardized,Max,Priority 6: Social Cohesion and Safer Communities,5. Accelerate social change and improve quality of life of Limpopo’s citizens (2019-2024),"The Social Protection, Community and Human Development cluster",524,531,524,537,524,539,524,532,524,539,,,,,None,None,Target achieved ,Admission of new older persons ,Continue monitoring service,Target achieved ,The service is demand based and there was more than anticipated demand for admission from older persons,No corrective action is necessary as the Department must provide the services required,Target met ,The service is demand based and there was more than anticipated demand for admission from older persons. ,No corrective action is necessary as the Department must provide the services required,Target achieved,Targeted output is overachieved.,Overachievement with reason for deviation and corrective action is noted for this indicator.,Performance is acknowledged with reason for deviation and corrective action in place.,"Performance is noted for this indicator with overachievement reported.

",154
Social Development,Social Development,Limpopo,Programme 2:  Social Welfare Services,Sub Programme 2.3:	Services to the Persons with Disabilities,Annually,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154
Social Development,Social Development,Limpopo,Programme 2:  Social Welfare Services,Sub Programme 2.3:	Services to the Persons with Disabilities,Quarterly,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",0,,0,,0,,0,,0,0,,,,,,,No target set,,,Default indicator ,,,Default indicator ,,,Default Indicator,,,,,154
Social Development,Social Development,Limpopo,Programme 2:  Social Welfare Services,Sub Programme 2.3:	Services to the Persons with Disabilities,Quarterly,Number of persons with disabilities accessing residential facilities,Non-Standardized,Max,Priority 6: Social Cohesion and Safer Communities,5. Accelerate social change and improve quality of life of Limpopo’s citizens (2019-2024),"The Social Protection, Community and Human Development cluster",294,286,294,288,294,289	,294,286,294,289,,,,,Families prefer to care for persons with disability in the community,Monitor the service ,Target not achieved ,Families prefer to care for persons with disability in the community,Continue monitoring service,Target not achieved ,The service is demand based and there was less than anticipated demand for access to residential facilities by families of persons with disability,No corrective action is necessary as the Department must provide the services required,Target not met ,The service is demand based and there was less than anticipated demand from persons with disabilities requiring residential facilities ,No corrective action is necessary as the Department must provide the services required,Target not achieved,Targeted output is underachieved with reason for deviation and corrective action provided.,Underachievement with reason for deviation and corrective action is noted for this indicator.,Performance is acknowledged with reason for deviation and corrective action in place.,"Performance is noted for this indicator with underachievement reported.

",154
Social Development,Social Development,Limpopo,Programme 2:  Social Welfare Services,Sub Programme 2.3:	Services to the Persons with Disabilities,Quarterly,Number of persons with disabilities accessing services in protective workshops,Non-Standardized,Max,Priority 6: Social Cohesion and Safer Communities,5. Accelerate social change and improve quality of life of Limpopo’s citizens (2019-2024),"The Social Protection, Community and Human Development cluster",3510,3865,3510,3 928,3510,"3 950	
	
",3510,3 820,3510,3950,,,,,Persons with disability attracted to Social and life skills community programmes ,Monitor the service ,Target acheived ,Persons with disability attracted to Protective workshops programmes,Continue monitoring service,Target achieved ,"The service is demand based and there was more than anticipated demand from persons with disability accessing 
protective workshops programmes
",No corrective action is necessary as the Department must provide the services required,Target met ,"The service is demand based and there was more than anticipated demand from persons with disability accessing 
protective workshops programmes
",No corrective action is necessary as the Department must provide the services required,Target achieved,Targeted output is overachieved with reason for deviation and corrective action provided.,Overachievement with reason for deviation and corrective action is noted for this indicator.,Performance is acknowledged with reason for deviation and corrective action in place.,"Performance is noted for this indicator with overachievement reported.

",154
Social Development,Social Development,Limpopo,Programme 2:  Social Welfare Services,Sub Programme 2.4:	HIV and AIDS,Annually,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154
Social Development,Social Development,Limpopo,Programme 2:  Social Welfare Services,Sub Programme 2.4:	HIV and AIDS,Quarterly,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",0,,0,,0,,0,,0,0,,,,,,,No target set,,,Default indicator ,,,Default indicator ,,,Default indicator,,,,,154
Social Development,Social Development,Limpopo,Programme 2:  Social Welfare Services,Sub Programme 2.4:	HIV and AIDS,Quarterly,Number of beneficiaries reached through social and behavior change programmes,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,3. Provision of quality education and a quality health care system(2019-2024),"The Social Protection, Community and Human Development cluster",28210,33689,58419,73 825,85629,106 998,111839,137 419,111839,137419,,,,,Additional beneficiaries reached to address social ills in communities ,Monitor implementation of the programme,Target achieved,"Escalating social ills in communities led to increased demand of the 
programmes",Continue monitoring service,Target achieved ,"Implementation of Social and Behaviour Change (SBC) programmes by newly funded NPO’s

",No corrective action is necessary as the Department must provide the services required,Target met ,"The service is demand based and there was more than anticipated demand from beneficiaries needing Social and Behavior Change Programmes

",No corrective action is necessary as the Department must provide the services required,Target achieved,Targeted output is overachieved with reason for deviation and corrective action provided.,Overperformance is acknowledged.,Overachievement is noted for this indicator with reason for deviation and corrective action in place.,"Performance is noted for this indicator with overachievement reported.

",154
Social Development,Social Development,Limpopo,Programme 2:  Social Welfare Services,Sub Programme 2.4:	HIV and AIDS,Quarterly,Number of beneficiaries receiving psycho-social support services,Non-Standardized,Max,Priority 6: Social Cohesion and Safer Communities,5. Accelerate social change and improve quality of life of Limpopo’s citizens (2019-2024),"The Social Protection, Community and Human Development cluster",10000,17728,10400,17 340,10700,"17 510	
",11000,20 436,11000,20436,,,,,Improved collaboration with stakeholders contributed to the increase in the service provided,Continue providing the service ,Target achieved ,"Improved collaboration with stakeholders led to 
increased demand of the service",Continue monitoring service,Target achieved ,"Improved collaboration with stakeholders led to increased demand of the service	
",No corrective action is necessary as the Department must provide the services required,Target met ,Improved collaboration with stakeholders led to increased demand of the service,No corrective action is necessary as the Department must provide the services required,Target achieved,Targeted output is overachieved with reason for deviation and corrective action provided.,The same comment as above applies.,Overachievement is noted for this indicator with reason for deviation and corrective action in place.,The same comment as above applies.,154
Social Development,Social Development,Limpopo,Programme 2:  Social Welfare Services,Sub Programme 2.4:	HIV and AIDS,Quarterly,Number of implementers trained on social and behavior change programme,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,3. Provision of quality education and a quality health care system(2019-2024),"The Social Protection, Community and Human Development cluster",153,196,346,527,579,"634	

",700,757,700,757,,,,,Additional implementers trained to increase access to the programme ,Monitor implementation of the programme,Target achieved,"Training of additional implementers by G2G partner  and  newly funded
NPO’s 
 
",Continue monitoring implementation of the service  ,Target achieved ,"Training of additional implementers by Government to Government (G2G) partner 
and newly funded NPO’s 
 	",No corrective action is necessary as the Department must provide the services required,Target met,Training of additional implementers.,No corrective action is necessary as the Department must provide the services required,Target achieved,Targeted output is overachieved with reason for deviation and corrective action provided.,Performance is noted for this indicator with reason for deviation and corrective action in place.,Overachievement is noted for this indicator with reason for deviation and corrective action in place.,"Performance is noted for this indicator with overachievement reported.

",154
Social Development,Social Development,Limpopo,Programme 2:  Social Welfare Services,Sub Programme 2.5: Social Relief,Annually,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154
Social Development,Social Development,Limpopo,Programme 2:  Social Welfare Services,Sub Programme 2.5: Social Relief,Quarterly,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,0,,0,,0,,0,,0,0,,,,,,,No target set,,,Default indicator ,,,Default indicator,,,Default Indicator,,,,,154
Social Development,Social Development,Limpopo,Programme 2:  Social Welfare Services,Sub Programme 2.5: Social Relief,Quarterly,Number of beneficiaries who benefitted from DSD social relief programmes,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,5. Accelerate social change and improve quality of life of Limpopo’s citizens (2019-2024),"The Social Protection, Community and Human Development cluster",1047,2533,2265,4669,3151,"7 897	
	

",4280,10 496,4280,10496,,,,,High incidences of disaster and trauma reported,Continue with the service ,Target achieved.,High incidences of disaster and trauma reported,Continue providing service,Target achieved ,High incidences of disaster and trauma,No corrective action is necessary as the Department must provide the services required,Target met ,"High incidences of disaster and trauma 

",No corrective action is necessary as the Department must provide the services required,Target achieved,,,,,154
Social Development,Social Development,Limpopo,Programme 3: Children and Families,Sub Programme 3.1: Management and Support,Annually,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154
Social Development,Social Development,Limpopo,Programme 3: Children and Families,Sub Programme 3.1: Management and Support,Quarterly,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,0,,,,,,,Default indicator,,,Default indicator ,,,Default indicator,,,Default Indicator,,,,,154
Social Development,Social Development,Limpopo,Programme 3: Children and Families,Sub Programme 3.2: Care and Services to Families,Annually,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154
Social Development,Social Development,Limpopo,Programme 3: Children and Families,Sub Programme 3.2: Care and Services to Families,Quarterly,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,0,,0,,0,,0,,0,0,,,,,,,No target set ,,,Default indicator ,,,Default indicator ,,,Default Indicator,,,,,154
Social Development,Social Development,Limpopo,Programme 3: Children and Families,Sub Programme 3.2: Care and Services to Families,Quarterly,Number of family members participating in family preservation services,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,5. Accelerate social change and improve quality of life of Limpopo’s citizens (2019-2024),"The Social Protection, Community and Human Development cluster",14494,17167,29988,36 381,44480,50 805	,58974,63 608,58974,63608,,,,,High rate of social ills reported ,Continue with the service ,Target acheived,Services are in increased demand due to family disintegrations ,Continue with the service  ,Target achieved ,"The service is demand based and there was more than anticipated demand from dysfunctional families	
",No corrective action is necessary as the Department must provide the services required  ,Target met ,The service is demand based and there was more than anticipated demand from dysfunctional families.  ,No corrective action is necessary as the Department must provide the services required,Target achieved,Targeted output is overachieved with reason for deviation and corrective action provided.,Overachievement with reason for deviation and corrective action is noted for this indicator.,Overachievement is noted for this indicator with reason for deviation and corrective action in place.,Overachievement for this indicator is noted with reason for deviation reported.,154
Social Development,Social Development,Limpopo,Programme 3: Children and Families,Sub Programme 3.2: Care and Services to Families,Quarterly,Number of family members participating in parenting programmes,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,Transform public service for effective and efficient service delivery,"The Social Protection, Community and Human Development cluster",7427,7722,14890,19 358,22335,"25 655	
	",29780,33 300,29780,33300,,,,,family members responded positively to the programme,Monitor the service ,Target acheived,Services are in increased demand due to family disintegrations,Continue with after care service,Target achieved,"The service is demand based and there were more than anticipated family members willing to participate in parenting programmes  
",No corrective action is necessary as the Department must provide the services required  ,Target met,The service is demand based and there were more than anticipated family members willing to participate in parenting programmes,No corrective action is necessary as the Department must provide the services required,Target achieved,The same comment as above applies.,Overachievement with reason for deviation and corrective action is noted for this indicator.,Same comment as above applies.,Overachievement for this indicator is noted with reason for deviation reported.,154
Social Development,Social Development,Limpopo,Programme 3: Children and Families,Sub Programme 3.2: Care and Services to Families,Quarterly,Number of family members re-united with their families,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,5. Accelerate social change and improve quality of life of Limpopo’s citizens (2019-2024),"The Social Protection, Community and Human Development cluster",38,54,77,105,115,153	,160,244,160,244,,,,,Family members were ready to be reunited,Continue with the service ,Target achieved,Family members were ready to be reunified,Continue with after care service,Target achieved,The service is demand based and there were more than anticipated family members ready to be reunified,No corrective action is necessary as the Department must provide the services required,Target met,The service is demand based and there were more than anticipated family members ready to be reunified,No corrective action is necessary as the Department must provide the services required,Target achieved,Targeted output is overachieved with reason for deviation and corrective action provided.,Overachievement with reason for deviation and corrective action is noted for this indicator.,Overachievement is noted for this indicator with reason for deviation and corrective action in place.,Overachievement for this indicator is noted with reason for deviation reported.,154
Social Development,Social Development,Limpopo,Programme 3: Children and Families,Sub Programme 3.3: Child Care and Protection,Annually,Default,Standardized,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154
Social Development,Social Development,Limpopo,Programme 3: Children and Families,Sub Programme 3.3: Child Care and Protection,Quarterly,Default,Standardized,Not  Applicable,Not Applicable,-,Not Applicable,0,,0,,0,,0,,0,0,,,,,,,No target set ,,,Default indicator ,,,Default indicator,,,Default Indicator,,,,,154
Social Development,Social Development,Limpopo,Programme 3: Children and Families,Sub Programme 3.3: Child Care and Protection,Quarterly,Number of children accessing registered partial care facilities,Non-Standardized,Max,Priority 6: Social Cohesion and Safer Communities,5. Accelerate social change and improve quality of life of Limpopo’s citizens (2019-2024),"The Social Protection, Community and Human Development cluster",1852,1896,1852, 2 098,1852,"2 054	
",1852,1 570,1852,2098,,,,,Parents willing to enroll their children in facilities ,Monitor the service ,Target achieved,Registration of additional partial care facilities ,Monitor the service ,Target achieved,"Registration of additional partial care facilities 	
",No corrective action is necessary as the Department must provide the services required,Target met,The service is demand based and there were less children admitted in partial care sites,No corrective action is necessary as the Department must provide the services required,Target not achieved,"Targeted output is overachieved, reason for deviation and corrective action are noted.",Overachievement with reason for deviation and corrective action is noted for this indicator.,Performance is noted for this indicator as well as the reason for deviation and corrective action.,Underachievement with reason for deviation is noted for this indicator.,154
