Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Priority,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,OTP_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,National_Q1,National_Q2,National_Q3,National_Q4,UID
Social Development,Social Development,Limpopo,Programme 5: Development and Research,Sub Programme 5.5:	Community Based Research and Planning,Quarterly,Number of households profiled,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,4. Integrated and sustainable socio-economic infrastructure development (2019-2024),"The Social Protection, Community and Human Development cluster",1000,1521,3000,"4 209

",4000,"5 648
	

",6000,8 282,6000,8282,,,,,Need for interventions in poor and vulnerable households,Continue rendering the service,Target acheived ,"Updated households profiled in preparation for 
the International Day for Eradication of Poverty and Population Days.
in preparation for the International Day for Eradication of Poverty and Population Days.",Continue rendering the service,Target achieved,"Updated households profiled in preparation for the International Day for Eradication of Poverty	
",No corrective action is necessary as the Department must provide the services required,Target not met,"There was a need for additional households to be profiled due some areas being affected by disasters.


",No corrective action is necessary as the Department must provide the services required,Target achieved,Overachieved targeted output is noted for this indicator.,performance is noted for this indicator.,Performance is noted for this indicator.,Overachievement with reason for deviation and corrective action are noted for this indicator.,154
Social Development,Social Development,Limpopo,Programme 5: Development and Research,Sub Programme 5.6:	Youth development,Annually,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154
Social Development,Social Development,Limpopo,Programme 5: Development and Research,Sub Programme 5.6:	Youth development,Quarterly,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",0,,0,,0,,0,,0,0,,,,,,,Default indicator,,,Default indicator ,,,Default indicator ,,,Default indicator,,,,,154
Social Development,Social Development,Limpopo,Programme 5: Development and Research,Sub Programme 5.6:	Youth development,Quarterly,Number of youth participating in entrepreneurship development programmes,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,8. Economic transformation and job creation through regional integration (2019-2024),"The Economic Sectors, Employment and Infrastructure Development cluster",600,1606,3600,"4 579

",4200,6 311	,6000,8 058,6000,8058,,,,,Partnership with stakeholders such as NYDA on business startup and management ,Continue rendering the service,Target achieved.,"Partnership with stakeholders such as Nedbank, NYDA, Impact Education, SEDA
, DoL and  Vhutlhare Cooperative led to more Youth attracted to the programmes ",Strengthen Collaborations,Target acheived ,"Collaboration with stakeholders like NYDA, Old Mutual, Vhumatshelo and LEDA on business startup during youth month activities 	

",No corrective action is necessary as the Department must provide the services required,Target met ,"Collaboration with stakeholders like SEDA, NYDA, Old Mutual, Tompi Seleka College of Agriculture, SANAC, Avocado Vision  and LEDA ",No corrective action is necessary as the Department must provide the services required,Target achieved,The same comment as above applies.,,,,154
Social Development,Social Development,Limpopo,Programme 5: Development and Research,Sub Programme 5.6:	Youth development,Quarterly,Number of youth participating in skills development programmes,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,8. Economic transformation and job creation through regional integration (2019-2024),"The Economic Sectors, Employment and Infrastructure Development cluster",50,141,350,468,400,"682
	

",600,926,600,926,,,,,"Collaboration with stakeholders such as Impact Education, NEMISA and UPEP",Continue rendering the service,Target achieved,"The  youth displayed interest in accredited  skills
development programs provided  such as Petrol Attendant,  Animal Production, Basic Computer Literacy,  Plant Production, Introduction to Digital Technology, Spray Painting and   Electrical Engineering. ",Continue rendering services,Target achieved,"Collaboration with NEMISA, Madzhahisi and Elim Hlanganani society for the aged	",No corrective action is necessary as the Department must provide the services required,Target met ,Partnerships with stakeholders Lefa-la-baswa NPO on C1 drivers license and ARCH and WAITEC. More youth interested in vocational skills programmes and accredited training,No corrective action is necessary as the Department must provide the services required,Target achieved,"Targeted output is overachieved with reason for deviation and corrective action in place, this shows that a lot of collaboration does bear some fruits.","Overachievement with reason for deviation and corrective action is noted for this indicator.


",Reasons for deviation and corrective action noted for this indicator with overachievement reported.,Overachievement with reason for deviation and corrective action are noted for this indicator.,154
Social Development,Social Development,Limpopo,Programme 5: Development and Research,Sub Programme 5.7:	Women development,Annually,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154
Social Development,Social Development,Limpopo,Programme 5: Development and Research,Sub Programme 5.7:	Women development,Quarterly,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",0,,0,,0,,0,,0,0,,,,,,,Default indicator,,,Default indicator ,,,Default indicator,,,Default indicator,,,,,154
Social Development,Social Development,Limpopo,Programme 5: Development and Research,Sub Programme 5.7:	Women development,Quarterly,Number of women participating in empowerment programmes,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,8. Economic transformation and job creation through regional integration (2019-2024),"The Economic Sectors, Employment and Infrastructure Development cluster",6000,6846,10100,"12 119

",12200,"15 048		 
",17000,19 342,17000,19342,,,,,"Collaboration with stakeholders such as Avocado Vision, Save the Children SA and Limpopo Gambling Board on Financial Literacy, Child Protection and Illegal Gambling.",Continue render the service ,Target achieved.,"Collaboration with other stakeholders such as LEDA, 
J&CD, SAPS, Matlala VEP, DCS, SASSA and DoA during Women Empowerment Dialogues led to more women referred for Empowerment  programmes",Continue rendering the service ,Target achieved ,"Collaboration with stakeholders like NYDA, Old Mutual.",No corrective action is necessary as the Department must provide the services required,Target not met,"Collaboration with stakeholders like NYDA, Old Mutual, SEDA, LEDA, Office of the Premier, SAPS, Department of Health and Agriculture, Limpopo Chaplains and Health and Community Care VEP",No corrective action is necessary as the Department must provide the services required,Target achieved,Targeted output is overachieved. Reasons for deviation and corrective action are noted.,"Overachievement with reason for deviation and corrective action is noted for this indicator.


",Performance is acknowledged for this indicator.,Overachievement with reason for deviation and corrective action are noted for this indicator.,154
Social Development,Social Development,Limpopo,Programme 5: Development and Research,Sub Programme 5.8:	Population Policy Promotion,Annually,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154
Social Development,Social Development,Limpopo,Programme 5: Development and Research,Sub Programme 5.8:	Population Policy Promotion,Quarterly,Default,Standardized,Not  Applicable,Quality Basic Education,-,"The Economic Sectors, Employment and Infrastructure Development cluster",0,,0,,0,,0,,0,0,,,,,,,Default indicator,,,Default indicator ,,,Default indicator,,,Default indicator,,,,,154
Social Development,Social Development,Limpopo,Programme 5: Development and Research,Sub Programme 5.8:	Population Policy Promotion,Quarterly,Number of research projects completed,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,5. Accelerate social change and improve quality of life of Limpopo’s citizens (2019-2024),"The Social Protection, Community and Human Development cluster",0,0,0,-,0,,1,0,1,0,,,,,-,-,Target not set for the quarter.,-,-,No target set from the quarter.,,,No target set,Lack of capacity for the specialised service,None,Target achieved,,,,Targeted output is achieved for this indicator.,154
