Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Priority,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,OTP_Q1,OTP_Q2,National_Q4,National_Q1,National_Q2,National_Q3,UID
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 2: Sustainable Resource Use and Management,Sub Programme 2.4: Disaster Risk Reduction,Quarterly,Number of spatial data disseminated to end users for planning purposes,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Economic Transformation and Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",20,20,N/A as the performance reported is equal to the targeted performance.,N/A as the performance reported is equal to the targeted performance.,50,61,The demand for maps that are used for planning and the development of brochures for simplification of research information resulted to exceeding of the target.,N/A as the performance reported is higher than the target.,30,50,"The demand for maps that are used for planning and the development of reports, posters, brochures, and presentations for simplification of research information resulted in an overperformance.	","N/A, as the performance reported is higher than the target.",,20,31,Demand for analogue material increased.,"N/A, as the performance reported is higher than the target.",120,162,,,,,,,,,The reason for variance does not clarify factors that led to many requests received from farmers. It is important to cater to the demands and needs of clients in the plans to enable realistic target setting and resource allocation.,Reason for deviation is noted.,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 2: Sustainable Resource Use and Management,Sub Programme 2.4: Disaster Risk Reduction,Quarterly,Number of surveys on uptake for early warning information conducted,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",0,0,0,0,0,0,0,0,0,0,0,0,,1,1,"N/A, as the performance reported is equal to the targeted performance.","N/A, as the performance reported is equal to the targeted performance.",1,1,,,,,,,None ,"According to the APP that was provided to DALRRD, there is an annual target of 1 planned for this indicator to be implemented in Q4. Kindly correct accordingly or share proof of approved exemption  not to implement the indicator. ",N/A,Not targeted for the period under review.,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 3: Agricultural Producer Support and Development ,Sub Programme 3.1: Producer Support Services,Quarterly,Number of agricultural infrastructure completed.,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Economic Transformation and Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",0,4,Over Performance: Due to Chris Hani vegetable packshed that was scheduled to be completed in March 2024,N/A as the performance reported is higher than the targeted performance.,14,30,"Overperformance: Overperformance is due to the following projects that were planned for the 3rd quarter. Lukhanyiso Borehole, Fieldin Borehole, Godidi Dip Renovation, Goshen Dip Renovation, Hili Dam, Mdingi Dip Renovation, Krila Fence, Outspan and Glenview Borehole, Westondale Dam Scooping x 2, Lupapas shearing shed, Soetfontein and Nyoka shearing shed, Schoemanshoek Large Stock Handling Facility, Amabomvini Irrigation – fence. ",N/A as the performance reported is higher than the target.,57,36,"•	Underperformance is due to delays in the construction in Alfred Nzo and Joe Gqabi caused by contractor and client disagreements on the design and materials. This issue has since been resolved, and contractors are now on site. The projects, including Fletcherville, Rockcliff, Spambo, Koppiesfontein, Sihlahleni, and Moeketsi Reserve, will be completed in quarter 4.
•	There were delays in the construction of Upper Tokoana and Tsolobeng shearing sheds and Amabomvu Gap Storage shed due to the contractor’s financial capability. These projects were ultimately canceled, and replacement contractors will complete them in the 1st quarter of the 2025 financial year.
•	The procurement of 3 KSD boreholes was delayed due to contractor litigations.
•	There were delays in municipal connection approval for the Sterkstroom Abattoir.
•	The Twinbird borehole could not be equipped as the testing results were not positive. New site has been identified and contractor has started the drilling process to be completed in quarter 4. ",The department is looking at alternative procurement methods to improve contractor performance. ,,52,27,"One project was cancelled due to poor contractor performance, another was put on hold due to compliance issues, a borehole project was unsuccessful as it was drilled dry, and the completion of irrigation systems and fences planned for the fourth quarter was achieved earlier in the second and third quarters.",Underperformance is a counter effect which happened during the year,123,97,,,,,,,,,The reason for the variance does not elaborate on factors that led to these projects being achieved earlier than anticipated. It is also important to provide corrective action to address planning shortcomings for better future planning. ,Noted.,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 3: Agricultural Producer Support and Development ,Sub Programme 3.1: Producer Support Services,Quarterly,Number of jobs created through infrastructure projects in support of sustainable agricultural development. ,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Economic Transformation and Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",0,90,Over Performance:  due to carry-through projects from Chris Hani and OR Tambo as well as early start of construction projects across all districts as a result of early procurement. ,N/A as the performance reported is higher than the targeted performance.,114,150," 
Overperformance: Overperformance is due to more than anticipated temporal jobs were created to accelerate progress for the following projects: a multi-purpose shed at Sihlahleni (8), (6) plunge dip tank at Lusuthu Dip., Ntlantsana (8) and Slatsha (10) fences as well as Boniswa (11) shearing shed and Tshapile (10) dipping tank. 
 
",N/A as the performance reported is higher than the target.,387,292,"Underperformance due to Work stoppages due to disputes and withdrawal of contractors resulted in no new jobs created at the sites for 4 multipurpose sheds and 2 shearing sheds during the quarter. Furthermore, contractors delay in reporting the jobs created in the month of December.",Under-performing projects are expected to recover in the 4th quarter ,,52,58,An additional 37 jobs were created through the spraying of jointed cactus under the Land Care programme in the Amathole district.,"N/A, as the performance reported is higher than the target.",553,58,,,,,,,,,Noted.,Noted.,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 3: Agricultural Producer Support and Development ,Sub Programme 3.1: Producer Support Services,Quarterly,Number of producers supported in other provincial priority commodities.,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Economic Transformation and Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",0,3,"The over performance is due to Chris Hani sheds that were scheduled to be completed in March 2024 as well as Sarah Baartman Forest Cliff, Karkotskraal and Hedraweb beneficiaries supported with large stock portable kraals, which were procured earlier than planned",N/A as the performance reported is higher than the targeted performance.,45,70,"Overperformance: The over-performance is due to Vegetable producers that were supported at Amabomvu irrigation (7) supported with fencing of irrigation project,  Westondale (3) Weltevrede (3)  in Blue Crane Route Municipality, Nottingham (1) in Ndlambe and Shuaib Desai (4) in Nelson Mandela Metro were supported with siting, drilling and testing of borehole as well shade nets structures (6) and Amangagingqi Farm projects which were targeted for quarter three. 
 
",N/A as the performance reported is higher than the target.,60,13,"Underperformance also results from projects (Hili, Gubevu, Mdingi, Godidi, Goshen, Gxethu, Krila) that were scheduled for completion in Q3 but were completed in Q2.","N/A, as the year-to-date performance is an overperformance.",,6,30,"Producers were supported  during the 4th quarter instead of the 3rd quarter, making it an overperformance for the 4th quarter in Alfred Nzo District. Support in the form of supply and delivery of tractors and implements to vegetables, grain, and fodder producers. ","N/A, as the performance reported is higher than the target.",111,116,,,,,,,,,The reason for variance should elaborate on why more producers were supported those additional producers supported were supposed to have been provided for in the plans.,Noted.,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 3: Agricultural Producer Support and Development ,Sub Programme 3.1: Producer Support Services,Quarterly,Number of producers supported in the Citrus Commodity,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",0,0,N/A as the performance reported is equal to the targeted performance.,N/A as the performance reported is equal to the targeted performance.,0,2,Overperformance: The overperformance is due to the earlier completion of Krila fencing than anticipated; the project was targeted for the third quarter.  ,N/A as the performance reported is higher than the target.,25,5,"Underperformance is due to the installation of a fence in Krila, which was planned for completion in Q3 but was actually completed in Q2.","N/A, as the year-to-date performance is an overperformance.",,13,27,"Early completion of grain fencing projects in the OR Tambo District that were planned to be completed in Quarter 4, were completed in Quarter 3, resulting in a shortfall in the number of beneficiaries targeted to be supported. ","N/A, as the performance reported is higher than the target.",38,34,,,,,,,Reason provided for deviation not aligned to reported performance.,Noted,The reason for variance does not elaborate on factors that led to earlier completion. It is important to elaborate for transparent reporting.,None,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 3: Agricultural Producer Support and Development ,Sub Programme 3.1: Producer Support Services,Quarterly,Number of producers supported in the Cotton Commodity,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,"N/A, as the performance reported is equal to the targeted performance.","N/A, as the performance reported is equal to the targeted performance.",0,0,,,,,,,Proof of exemption from planning for the indicator should be provided. It is important to not plan for an indicator that the province is not exempted from implementing may lead to audit queries .,Kindly provide proof of  exemption from planning for the indicator. It is important to note that not planning for an indicator that the province is not exempted from implementing may lead to audit queries  .,"
Proof of exemption from planning for the indicator should be provided. It is important to not plan for an indicator that the province is not exempted from implementing may lead to audit queries .
",N/A,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 3: Agricultural Producer Support and Development ,Sub Programme 3.1: Producer Support Services,Quarterly,Number of producers supported in the Grain Commodity,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",0,19,Over Performance:  due to OR Tambo completing fences that were scheduled to be completed in March 2024.,N/A as the performance reported is higher than the target.,40,7,"Underperformance: Underperformance is due to the increase in scope for Mt Zion in Alfred Nzo (18); on the other hand, the targeted Baziya Makaula (22) in OR Tambo. The project is expected to recover in the third quarter and not cause underperformance at year-end.  ",Under-performing projects are expected to recover in the 3rd and 4th quarters and no underperformance is anticipated at year-end. The department is looking at alternative procurement methods to improve contractor performance. ,54,147,Overperformance is attributed to more beneficiaries joining Ntlantsana after the project's completion.,"N/A, as the performance reported is higher than the target.",,349,316,Due to the completion of irrigation systems and fences that were planned for the fourth quarter but were achieved earlier in the second and third quarters,Underperformance is a counter effect which happened during the year,443,489,,,,,,,Noted ,Corrective action should be provided to indicate how contract management will be improved going. it is important to make provision for rollover projects based of past performance trends. ,Noted ,Reason provided for deviation and corrective action is noted.,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 3: Agricultural Producer Support and Development ,Sub Programme 3.1: Producer Support Services,Quarterly,Number of producers supported in the Red Meat Commodity,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",0,24,"The over performance is due to Chris Hani sheds that were scheduled to be completed in March 2024 as well as Sarah Baartman Forest Cliff, Karkotskraal and Hedraweb beneficiaries supported with large stock portable kraals, which were procured earlier than planned",N/A as the performance reported is higher than the target.,83,423,"Overperformance: The resultant overperformance is due to over-and under-performance counteraction across the districts. It is mainly due to the completion of Lukhanyiso Borehole (5), Fieldin Borehole (7), Godidi Dip Renovation (6), Goshen Dip Renovation (8), Hili Dam (29), Mdingi Dip Renovation (11), Lupapasi (+76), Soetfontein (+5) and Nyoka (+29), Waterval (5), Gxethu Diptank Renovation (44), Khanya Stockwater (20 and Zweliyazuza/Colosa shed (22) beneficiaries ",N/A as the performance reported is higher than the target.,942,488,"Underperformance is caused by projects (Hili, Gubevu, Mdingi, Godidi, Goshen , Gxethu, ) planned to be completed in Q3 but completed in in Q2 in Aamthole as well as due to the withdrawal of the contractor appointed for the construction of the Tsolobeng (35 producers) and Upper Tokoana (91 producers)shearing sheds, was not supported during the quarter as planned. The dispute regarding the self-manufacturing of steel structures for the Fletcherville (50 producers), Spambo (20 producers), Rockliff (33 producers) and Koppiesfontein (3 producers) multipurpose sheds also resulted in producers not supported as planned and, KSD Boreholes delayed being awarded due to contractor litigations and will only be completed in the fourth quarter.",Underperforming projects are expected to recover in the 4th quarter. ,,358,363,"Additional producers, who were not project members during the project initiation stage but joined later, were supported during the completion of KSD boreholes in OR Tambo District.","N/A, as the performance reported is higher than the target.",1383,1298,,,,,,,Corrective action must be provided for both over and under performance.,Corrective action should be provided to indicate how contract management will be improved going forward,"The reason for variance does not specify achieved targets that relate to the previous quarter or financial year. It is important to specify achievements carried over to the new reporting period for transparency, accountability and decision making.",Reason provided for deviation and corrective action is noted.,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 3: Agricultural Producer Support and Development ,Sub Programme 3.2: Extension and Advisory Services,Quarterly,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,0,,,,,,,,,,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 3: Agricultural Producer Support and Development ,Sub Programme 3.2: Extension and Advisory Services,Quarterly,Number of agricultural demonstrations conducted to practically educate producers on production methods.,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Economic Transformation and Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",4061,4417,The overperformance on both output indicators is caused by the delivery of production inputs under the Food Security Program of the department which resulted in enhanced demand for technical support in the form of demonstrations.,N/A as the performance reported is higher than the target.,4556,5230,"Over performance was enhanced during this quarter by the delivery of the household food security production inputs, such as variety of seedlings throughout the province which then yielded a positive impact in increasing the number of demonstrations.",N/A as the performance reported is higher than the target.,4556,3697,"Under performance of both Output Indicators for the quarter emanates from heavy rains and localized flooding in most areas across the province, which hampered the officials rendering technical support. Furthermore, the PES 3 and farmer support application process received needed attention for correction and screening of service centres negatively affected performance ","No corrective measure. During Q1 and Q2, there was overperformance on this performance indicator, and to date, when combining all three quarters, 
there is no shortfall, instead the target is on track. ",,4094,5172,"Over performance on this indicator was enhanced by the PES 3 deliveries to the beneficiaries throughout the province, who were supported with production inputs for broiler management as well as the projects that have received poultry inputs under the department’s import substitution. Furthermore, under the cropping programme, officials were busy conducting crop yield estimates as the maize is in dough stage at the fields.","N/A, as the performance reported is higher than the target.",17276,18516,,,,,,,,,Noted.,Noted.,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 3: Agricultural Producer Support and Development ,Sub Programme 3.2: Extension and Advisory Services,Quarterly,Number of information days held to promote knowledge transfer and skills to producers towards commodity development.,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Economic Transformation and Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",2601,2832,The overperformance on both output indicators is caused by the delivery of production inputs under the Food Security Program of the department which resulted in enhanced demand for technical support in the form of information days,N/A as the performance reported is higher than the target.,2913,2984,"Over performance on Information days was enhanced by the awareness campaigns during the veld fires in the month of August. Awareness campaigns were conducted through Information days to various localities that were affected and to those that were prone to veld fires in various parts of the province, particularly at Amathole district.",N/A as the performance reported is higher than the target.,2953,1854,"Under performance of both Output Indicators for the quarter emanates from heavy rains and localized flooding in most areas across the province, which hampered the officials rendering technical support. Furthermore, the PES 3 and farmer support application process received needed attention for correction and screening of service centres negatively affected performance ","During Q1 and Q2, there was overperformance on this performance indicator, and to date, when combining all three quarters, the shortfall on the target is 
797, which will be incorporated into the Q4 targets for catch-up. 
",,2721,3459,"Over performance on this indicator was enhanced by the PES 3 deliveries to the beneficiaries throughout the province, who were supported with production inputs for broiler management as well as the projects that have received poultry inputs under the department’s import substitution. Furthermore, under the cropping programme, officials were busy conducting crop yield estimates as the maize is in dough stage at the fields.","N/A, as the performance reported is higher than the target.",11188,11129,,,,,,,,,Noted.,Noted.,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 3: Agricultural Producer Support and Development ,Sub Programme 3.2: Extension and Advisory Services,Quarterly,Number of trainings attended by extension practitioners on priority commodities.,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Economic Transformation and Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",27,148,The overperformance is attributable to the ad-hoc Cannabis workshop held at Gqeberha to upskill Extension Practitioners,N/A as the performance reported is higher than the target.,70,101,"Over-performance emanates from the technical trainings attended by Extension Practitioners to upskill them on various commodities such as Wool Sorting and Veld management, Animal nutrition and feed formulation, and an adhoc course on Agro-chemicals offered by UPL company,",N/A as the performance reported is higher than the target.,61,81,"Over-performance emanates from the technical trainings attended by Extension Practitioners to upskill them on various commodities such as Wool Sorting and Veld management, Animal nutrition and feed formulation, and an adhoc course on Agro-chemicals offered by UPL company, Cannabis training and Climate smart training by Agricultural Research Council (ARC) as well as the Extension awards held by various districts and the Provincial Awards.","N/A, as the performance reported is higher than the target.",,62,141,"More Extension Practitioners attended technical trainings on key commodities, which were mostly prompted by demand from the producers","N/A, as the performance reported is higher than the target.",220,471,,,,,,,,,The reason for variance does not provide factors that contributed to an increased attendance in the quarter under review.,Noted.,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 3: Agricultural Producer Support and Development ,Sub Programme 3.3: Food Security,Quarterly,Number of hectares planted for production of field crops.,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Economic Transformation and Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",0,51,"The over performance in this indicator is attributed to the delivery of production inputs to smallholder producers in preparation for the coming season. At the same time, the local Extension and Advisory Services interacted with farmers for the provision of advise at different levels.  The over-perfromance in this indicator is therefore an indication of a continuous interactions between farmers and the officials.",N/A as the performance reported is higher than the target.,157,393,The overachievement in this indicator is due to the hectares that were planted. The deliveries of production inputs towards the end of the previous financial year enabled these farmers to adhere to the fodder production timelines in terms of planting. ,N/A as the performance reported is higher than the target.,20167,20601.5,"The overperformance is attributed to the favorable climatic conditions in terms of rainfall, which enabled planting across the province. This means that the department was able to utilize the available resources according to plan. The department will continue to monitor the progress on the grain crop planted to ensure that the cropping principles are adhered to, which will ensure good quality crop and value for money.","N/A, as the performance reported is higher than the target.",,2260,6992,"The overperformance on the number of hectares planted was a result of contributions from the Import Substitute project through the planting of soybean and sunflower. In addition to this, the districts that could not complete their planting in December 2024, utilized the January window for completion of the season.","N/A, as the performance reported is higher than the target.",22584,444,,,,,,,,,Noted.,Noted.,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 3: Agricultural Producer Support and Development ,Sub Programme 3.3: Food Security,Quarterly,Number of Livestock enterprises supported in support of sustainable Agriculture Value Chains.,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Economic Transformation and Job Creation,"The Social Protection, Community and Human Development cluster",0,19,"The over-performance was mainly a result of the support provided to subsistence producers in Amathole. It should be noted that the early deliveries for these Households will assist the province in responding to the Human Rights Commission’s recommendation, which stated that the department should prioritise supporting vulnerable households.  ",N/A as the performance reported is higher than the target.,0,14,The over-performance is due to the deliveries of livestock under the Livestock Production Improvement Scheme. These deliveries were a continuation of a process that was initiated in the previous financial year.,N/A as the performance reported is higher than the target.,111,116,The overperformance was a result of the deliveries of various cattle breeds that were distributed under the Livestock Production Improvement Scheme (LIPS) coupled with the support provided through the Livestock Identification and Traceability System (LITS) of the Kaonafatso ya Dikgomo (KyD) Programme.,"N/A, as the performance reported is higher than the target.",,279,305,"The over-performance on the number of livestock enterprises supported is attributed to the distribution of biological assets (sheep and cattle) across the province. The department supported livestock producers with different breeds of sheep and cattle under the Livestock Production Improvement Scheme. In addition to this, the support to poultry under the Import Substitute Project with feed and broiler chicks assisted the department in improving the performance on this indicator.","N/A, as the performance reported is higher than the target.",390,454,,,,,,,,,Noted.,Noted.,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 3: Agricultural Producer Support and Development ,Sub Programme 3.3: Food Security,Quarterly,Number of smallholder producers supported,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",710,1710,"The over performance in this indicator is attributed to the delivery of production inputs to smallholder producers in preparation for the coming season. At the same time, the local Extension and Advisory Services interacted with farmers for the provision of advise at different levels.  The over-perfromance in this indicator is therefore an indication of a continuous interactions between farmers and the officials.",N/A as the performance reported is higher than the target.,2750,3 879,"The over performance in this indicator is attributed to the delivery of production inputs to smallholder producers in preparation for the coming season. At the same time, the local Extension and Advisory Services interacted with farmers for the provision of advise at different levels.  The over-perfromance in this indicator is therefore an indication of a continuous interactions between farmers and the officials.",N/A as the performance reported is higher than the target.,4611,4 611,"N/A, as the performance reported is equal to the targeted performance.","N/A, as the performance reported is equal to the targeted performance.",,629,522,The under- performance of the number of smallholder producers supported in the quarter under review is attributed to the limited activity with farmers in the fourth quarter. The Quarter 4 performance is always implemented in line with achievements of the previous quarters as influenced by the availability of financial and non-financial resources. ,N/A as the annual target has been met.,8700,10722,,,,,,,None ,"145% over performance. it is important to use past trends to inform future plans, and thus avert over or under targeting.  ","41% over performance is noted, however, it is important to use past trends to inform future plans, and thus, avert over or under target setting.",Target achieved as planned.,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 3: Agricultural Producer Support and Development ,Sub Programme 3.3: Food Security,Quarterly,Number of subsistence producers supported,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",0,209,"The over-performance was mainly a result of the support provided to subsistence producers in Amathole. It should be noted that the early deliveries for these Households will assist the province in responding to the Human Rights Commission’s recommendation, which stated that the department should prioritise supporting vulnerable households.  ",N/A as the performance reported is higher than the target.,409,7 996,"The over-performance was mainly a result of the support provided to subsistence producers. It should be noted that the early deliveries for these Households will assist the province to respond to the Human Rights Commision’s recommendation, which stated that the department should prioritise the support to vulnerable households.  ",N/A as the performance reported is higher than the target.,20867,16973,"The underperformance was attributed to deliveries that were achieved in the previous Quarter, which reduced the targeted beneficiaries to be supported in the Quarter under review. Essentially, the department will ensure that any of the districts that did not perform satisfactorily will provide a recovery plan with a clear implementable execution. ","Essentially, the department will ensure that any of the districts that did not perform satisfactorily will provide a recovery plan with a clear implementable execution. ",,8724,3901,"The recovery plans that were implemented earlier in the financial year meant that the districts would focus on servicing the remaining subsistence producers, which was less than the target set earlier in the financial year.",N/A as the annual target has been met.,30000,29079,,,,,,,Noted ,None ,"Over performance of 1855% is noted, however, it is important to clearly elaborate on factors that contributed to early deliveries.",Reason provided for deviation and corrective action is noted.,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 4:  Veterinary Services,Sub Programme 4.1:	Animal Health,Quarterly,Number of animals vaccinated against controlled animal diseases according to Animal Disease Act (Act 35 of 1984),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Economic Transformation and Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",793937,882304,Over performance due to the additional FMD vaccination that was not planned for as well as rabies vaccination in districts that experienced outbreaks,N/A as the performance reported is higher than the target.,279093,312 014,Over performance due to the second round of FMD vaccination that were prompted by flare up outbreaks in already vaccinated farms.,N/A as the performance reported is higher than the target.,77164,54 113,Under performance due to limited rabies vaccination conducted at Sarah Baartman districts as the district is still grappling with the control of FMD outbreak,The district will be conducting rabies vaccination campaign in the fourth quarter,,142124,89287,Under performance due to heavy rains that interfered with vaccinations in most districts around the province ,N/A as the annual target has been met.,1292318,1337718,,,,,,,,,Noted.,Noted.,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 4:  Veterinary Services,Sub Programme 4.1:	Animal Health,Quarterly,Number of samples collected for targeted animal disease surveillance,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",15109,24574,Overperformance due to surveillance for Brucellosis (Br)  in Alfred Nzo after an outbreak at Mzongwane village together with the FMD surveillance as a result of the outbreak in Humansdorp and Berlin.,N/A as the performance reported is higher than the target.,16434,25 901,Over performance due to intensified surveillance in the Kouga and Koukamma local municipalities as a result of the continuing outbreak of FMD,N/A as the performance reported is higher than the target.,15402,18 989,Over performance due to intensified surveillance in the Kouga and Koukamma local municipalities as a result of the continuing outbreak of FMD,"N/A, as the performance reported is higher than the target.",,45027,49312,Sarah Baartman and Amathole districts intensified surveillance for Brucellosis after outbreaks were confirmed in 2 farms in Makana,"N/A, as the performance reported is higher than the target.",91972,118776,,,,,,,None ,None ,"The overperformance of 57% is noted, however, it is important to set realistic targets 
and ensure actual performance is aligned to the planned targets. It also important to provide corrective action for both over and under performance.",Noted ,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 4:  Veterinary Services,Sub Programme 4.1:	Animal Health,Quarterly,Number of treatments applied to animals for external parasites control,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Economic Transformation and Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1010376,697826,Under performance due to some dip tanks experiencing scarcity of water necessary for plunge and spray race dipping due to the extended dry periods caused by EL Nino which resulted in prolonged dry periods.,The districts are advised to include borehole drilling for all new diptank constructions and renovations  to ensure availability of stock water and livestock dipping . This strategy is long term strategy which will assist going forward.,531620,479 875,Under performance due to shortage of water in some dip tanks which makes it impossible to dip especially in dip tanks with many animals. ,The districts are advised to include borehole for all new dip tank constructions and possible dip tanks under renovation to ensure availability of water. This strategy will assist going forward.,785388,697 034,"Underperformance due to shortage of water in some dip tanks, which makes it impossible to dip, especially in dip tanks with many animals. ",The districts are advised to include borehole for all new dip tank constructions and possible dip tanks under renovation to ensure availability of water. This strategy will assist going forward.,,1056280,1522408,Large stock farmers benefitted on the PES 3 initiative and most districts concentrated on dipping during the PES 3 delivery of inputs hence the over performance,"N/A, as the performance reported is higher than the target.",3383664,3397143,,,,,,,,,Noted.,Noted.,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 4:  Veterinary Services,Sub Programme 4.1:	Animal Health,Quarterly,Number of Treatments applied to sheep for the control of sheep scab to improve the quality and quantity of the wool clip,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Economic Transformation and Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",0,25706,Over performance due animals treated after identifying sheep  showing  sheep scab clinical symptoms in some parts of Amathole and Joe Gqabi districts,N/A as the performance reported is higher than the target.,572092,963 560,Over performance due more sheep presented for treatment as a result of the good veld conditions that resulted in more lambs born,N/A as the performance reported is higher than the target.,5246959,5 724 598,Over performance due more sheep presented for treatment as a result of the good veld conditions that resulted in more lambs born,"N/A, as the performance reported is higher than the target.",,2420627,2016577,"The number of unpresented sheep was limited as farmers brought large contingencies of their sheep in the  previous quarter, negating the provision made.",N/A as the annual target has been met.,8194678,8730441,,,,,,,,,It is important to analyse the needs and demand for service provision during planning phase to inform the realistic planning and resource allocation.,Noted.,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 4:  Veterinary Services,Sub Programme 4.1:	Animal Health,Quarterly,Number of visits to epidemiological units for veterinary interventions,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",2947,3990,Over performance due to the awareness and surveillance conducted for FMD outbreak in the Province to determine the spread of the disease.,N/A as the performance reported is higher than the target.,3443,4 613,Over achievement due to the awareness and information days conducted during the Rabies month in an attempt to increase vigilance against rabies outbreaks in OR Tambo district,N/A as the performance reported is higher than the target.,1328,1 480,Over achievement due to the awareness and information days conducted during the Rabies month in an attempt to increase vigilance against rabies outbreaks in OR Tambo district,"N/A, as the performance reported is higher than the target.",,1548,2310,More visits were done during surveillance of brucellosis as a result of outbreaks experienced in Sarah Baartman and Amathole,"N/A, as the performance reported is higher than the target.",9266,12393,,,,,,,None ,None ,"The over performance of 34% is noted, however, it is important to set realistic targets 
and ensure actual performance is aligned to the planned target. And to also important to provide corrective action for both over and under performance.",Noted,202
