Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,UID
Correctional Services,Correctional Services,National,PROGRAMME 1: ADMINISTRATION ,7.1.3 Sub Programme: Information Technology,Quarterly,7.1.3.10 Percentage of Information System (IIMS) implemented as per MISSTP,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",16.5 %,9.54 %,"Negotiations with supplier failed to reach a remedial action agreement. The roll out of IIMS has been on hold since May 2022

","Alternative platform to develop IIMS while arbitration process continues.

",18 %,9.54 %,Negotiations with supplier failed to reach a remedial action agreement. IIMS rollout on hold.,Alternative platform to develop IIMS while arbitration process continues.,10 %,"9.54                         
 %",Awaiting the outcome of the arbitration process.,Project will commence as soon as the arbitration is finalized.,20.64 %,9.54 %,Awaiting the outcome of the arbitration process.,Project will commence as soon as the arbitration is finalized.,20.64 %,0 %,9.54,The roll out of IIMS is on hold pending the outcome of the arbitration process between the Department and the service provider.,Project will commence as soon as the arbitration is finalized.,9.54,127
Correctional Services,Correctional Services,National,PROGRAMME 1: ADMINISTRATION ,7.1.3 Sub Programme: Judicial Inspectorate for Correctional Services (JICS),Quarterly,7.1.3.11 Percentage of of correctional facilities and PPPs' facilities inspected on the conditions and treatment of inmates,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",15 %,14.81 %,none ,n/a ,30 %,30.04 %,none,n/a,41 %,41.15                          %,none,n/a,56 %,56 %,none,n/a,56 %,0 %,56,none,n/a,56,127
Correctional Services,Correctional Services,National,PROGRAMME 1: ADMINISTRATION ,7.1.3 Sub Programme: Management ,Quarterly,7.1.3.1 Percentage of investigations finalised for reported allegations,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",42 %,50.68 %,Daily monitoring of cases under investigation,n/a ,54 %,84.77 %,Daily monitoring of cases under investigation.,n/a,65 %,75.00                             %,Daily monitoring of cases under investigation.,none,75 %,70.76 %,For the month of June the denominator was incorrectly captured as 76 instead of 36 which affected performance for the fourth quarter not to be achieved. ,This was reported at the time and it will be corrected in the APR,75 %,0 %,77,Effective monitoring of investigations.,n/a,77,127
Correctional Services,Correctional Services,National,PROGRAMME 1: ADMINISTRATION ,7.1.3 Sub Programme: Management ,Quarterly,7.1.3.2 Percentage of officials charged and found guilty for corrupt activities ,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",95 %,100 %,Cases were evaluated before prosecution and thorough preparation prior the hearing was conducted .  ,n/a ,95 %,100 %,Cases were evaluated before prosecution and thorough preparation prior the hearing was conducted.,n/a,95 %,93.75                    %,One case not found guilty,No corrective action official found not guilty after fair formal hearing emanating from a SIU report.,95 %,100 %,Cases were evaluated before prosecution and thorough preparation prior the hearing was conducted.,n/a,95 %,200 %,99,Cases were evaluated before prosecution and thorough preparation prior the hearing was conducted.,n/a,99,127
Correctional Services,Correctional Services,National,PROGRAMME 2: INCARCERATION,7.2.3 Sub Programme: Facilities,Annually,7.2.3.4 Number of infrastructure projects completed ,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",,,,,,,,,,,,,15,5,,,15,,4,"Own resources projects were not completed due to

1. Delay in the delivery of equipment
2. Delay from DPWI in providing professional services
3. Delay in the commencement of construction and specialised services
4. Requirement for additional security measures

Ncome Pharmacy was completed on 30/11/2022

","DCS to procure external professional services where required subject to the upliftment of cost containment.

Supplier to be prompted to provide auxiliary equipment and specialized services on time",4,127
Correctional Services,Correctional Services,National,PROGRAMME 2: INCARCERATION,7.2.3 Sub Programme: Offender Management,Quarterly,7.2.3.6 Percentage of overcrowding in correctional facilities in excess of approved bedspace capacity,Standardized,Min,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",50 %,43 %,"There has been a reduction of 2 898 inmates between 31
 March and 30 June 2023 due to the continuous implementation of the Overcrowding Reduction Strategy

",n/a ,50 %,42.00 %,There has been a reduction of 5 974 inmates between 01 July 2023 and 30 September 2023 which is predominantly due to the 2023 Special Remission of Sentence as well as the continuous implementation of the Overcrowding Reduction Strategy.,n/a,50 %,47                            %,The department continues to implement the overcrowding reduction strategy. The department released 1 639 offenders on 2023 special remission between 01 October 2023 to 02 November 2023.,n/a,50 %,48 %,The department continues to implement the overcrowding reduction strategy. ,n/a ,50 %,43 %,48,"Implementation of the Overcrowding Reduction Strategy (i.e. Special Remission of Sentence, creation of bedspaces and lifers approved for parole placement).",n/a,48,127
Correctional Services,Correctional Services,National,PROGRAMME 2: INCARCERATION,7.2.3 Sub Programme: Offender Management,Quarterly,7.2.3.7 Percentage of offenders profiles approved for placement by the Correctional Supervision and Parole Boards (CSPBs),Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",55 %,63.21 %,"CSPB were capacitated to approve more placement as most offenders were timeously subjected to the required interventions in line with the Correctional Sentence plan

",n/a ,55 %,66.54 %,A total of 1 489 offenders consideration dates were advanced due to the implementation of the 2023 Special Remission of sentences. CSPBs were capacitated to approve more placements as most offenders were timeously subjected to the required interventions in line with the Correctional Sentence Plan,n/a,55 %,67.22                      %,CSPB were capacitated to approve more placements as most offenders were timeously subjected to the required interventions in line with the Correctional Sentence plan,n/a,55 %,67.07 %,CSPB were capacitated to approve more placement as most offenders were timeously subjected to the required interventions in line with the Correctional Sentence plan,n/a,55 %,0 %,67,CSPB were capacitated to approve more placements as most offenders were timeously subjected to the required interventions in line with their Correctional Sentence Plans.,n/a,67,127
Correctional Services,Correctional Services,National,PROGRAMME 2: INCARCERATION,7.2.3 Sub Programme: Remand Detention,Quarterly,7.2.3.5 Percentage of Remand Detainees (RDs) subjected to Continuous Risk Assessment (CRA),Standardized,Max,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",80 %,94.73 %,"Trained personnel and strict monitoring  showed improvement of assessment of Remand Detainees.

",n/a ,80 %,94.33 %,Training was conducted for officials and strict monitoring with regard to assessment of remand detainees.,n/a,80 %,95.44                       %,Training was conducted for officials. Strict monitoring with regard to risk assessments of remand detainees.,n/a,80 %,95.17 %,Training was conducted for officials. Strict monitoring with regard to risk assessments of remand detainees.,n/a,80 %,0 %,95,Training of officials on Continuous Risk Assessment conducted at selected correctional facilities.  ,n/a,95,127
Correctional Services,Correctional Services,National,PROGRAMME 2: INCARCERATION,7.2.3 Sub Programme: Security Operations,Annually,7.2.3.3 Percentage of confirmed unnatural deaths in correctional facilities,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",,,,,,,,,,,,,0.032 %,0.029 %,,,0.032 %,,0.031,"Monitoring of Gang Combatting Strategy and Death Prevention Strategy. Training, Monitoring and Evaluation conducted in identified Management Areas.",n/a,0.031,127
Correctional Services,Correctional Services,National,PROGRAMME 2: INCARCERATION,7.2.3 Sub Programme: Security Operations,Quarterly,7.2.3.1 Percentage of inmates who escaped from correctional facilities,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",0.007 %,0.003 %,"Effective implementation of National Escape Prevention Strategy and Conducted National Security Planning Session to tackle security issues in identified Regions.

",n/a ,0.015 %,0.007 %,Implementation of National Escape Prevention Strategy. Conducted National Security Committee with the regions to tackle security issues nationally. M&E Conducted in identified management areas.,n/a,0.023 %,0.011                       %,"Implementation of National Escape Prevention Strategy. Conducted National Security Committee with the regions to tackle security issues nationally. Training, M&E Conducted  in identified management areas.",n/a,0.030 %,0.013 %,"Implementation of National Escape Prevention Strategy. Conducted National Security Committee with the regions to tackle security issues nationally. Training, M&E Conducted  in identified management areas. Activation of National Emergency Response Team during festive season at identified Hot spot areas.",n/a,0.030 %,0 %,0.013,"Implementation of the National Escape Prevention Strategy.
National Security Committee meetings conducted to manage security issues. Training, Monitoring and Evaluation conducted in identified Management Areas.
National response team deployed to identified hotspot areas for search and clean-up operations. 
",n/a,0.013,127
Correctional Services,Correctional Services,National,PROGRAMME 2: INCARCERATION,7.2.3 Sub Programme: Security Operations,Quarterly,7.2.3.2 Percentage of inmates injured as a result of reported assaults in correctional facilities,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",1.12 %,0.57 %,"Effective monitoring of gang related incidents and assault prevention Strategy.

",n/a ,2.26 %,1.22 %,Monitoring of gang related incidents and assault prevention Strategy. M&E conducted in identified management areas.,n/a,3.38 %,1.77                      %,"Monitoring of gang related incidents and assault prevention Strategy. Training, M&E conducted in identified management areas.",n/a,4.50 %,2.36 %,"Monitoring of gang related incidents through Gang Combatting Strategy and Assault Prevention Strategy. Training, M&E conducted in identified management areas. Activation of National Emergency Response Team during festive season at identified Hot spot areas.",n/a,4.50 %,0 %,2.37,"Monitoring of Gang Combatting Strategy and Assault Prevention Strategy. Training, Monitoring and Evaluation conducted in identified Management Areas.
National response team deployed to identified hotspot areas for search and clean-up operations.
",n/a,2.37,127
Correctional Services,Correctional Services,National,PROGRAMME 3: REHABILITATION,7.3.3 Sub Programme: Correctional Programmes,Quarterly,7.3.3.1 Percentage of sentenced offenders with CSPs who completed correctional programmes,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",21 %,25.97 %,"Custodial officials assisted in providing additional capacity to 
facilitate correctional programmes.

",n/a ,42 %,52.93 %,Custodial officials assisted in providing additional capacity to facilitate correctional programmes.,n/a,63 %,77.49                        %,Custodial officials assisted in providing additional capacity to facilitate correctional programmes.,n/a,84 %,101.51 %,"Custodial officials assisted in providing additional capacity to facilitate correctional programmes. 

More offenders attended correctional programmes and released due to Special remission. ",n/a,84 %,0 %,101,Custodial officials assisted in providing additional capacity to facilitate correctional programmes. Offenders who qualified for special remission were prioritized to attend correctional programmes which increased offenders' participation in correctional programmes.,n/a,101,127
Correctional Services,Correctional Services,National,PROGRAMME 3: REHABILITATION,7.3.3 Sub Programme: Offender Development,Annually,7.3.3.9 Grade 12 National Senior Certificate (NSC) pass rate obtained per academic year,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",,,,,,,,,,,,,77 %,84 %,,,77 %,,84,Provision of extra classes and June winter camp. Partnerships with external stakeholders ensured curriculum support provided to educators and learners,n/a,84,127
Correctional Services,Correctional Services,National,PROGRAMME 3: REHABILITATION,7.3.3 Sub Programme: Offender Development,Quarterly,7.3.3.2 Percentage of offenders participating in Long Occupational Skills programmes,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",90 %,99.55 %,"Contribution and support obtained through partnership with external stakeholders , e.g. National Skills Fund .  Continuous monitoring and support to the regions.

",n/a ,90 %,99.60 %,"Contribution and support obtained through partnership with external stakeholders, e.g. National Skills Fund.  There is also continuous monitoring and support of learners' attendance by the regions.",n/a,90 %,"99.91                      
 %","Contribution and support obtained through partnership with external stakeholders , DHET , National Skills Fund ( NSF ).  There is also continuous monitoring and support of the registered learners by the Regions.",n/a,90 %,99.93 %,"Contribution and support obtained through partnership with external stakeholders , DHET , National Skills Fund 
( NSF ).  Continuous monitoring and support  to enrolled learners participate in skills programs.",n/a,90 %,0 %,99,"Contribution and support obtained through partnerships with external stakeholders, DHET, National Skills Fund (NSF) assisted to ensure the full participation of offenders.  Through continuous monitoring and support, registered offenders participated and completed skills programmes.",n/a,99,127
Correctional Services,Correctional Services,National,PROGRAMME 3: REHABILITATION,7.3.3 Sub Programme: Offender Development,Quarterly,7.3.3.3 Percentage of offenders participating in Short Occupational Skills programmes,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",90 %,99.94 %,"Contribution and support obtained through partnership with external stakeholders , e.g. National Skills Fund .  Continuous monitoring and support to the regions.

",n/a ,90 %,99.97 %,"Contribution and support obtained through partnership with external stakeholder , e.g National Skills Fund.  There is also continuous monitoring and support of learners attendance by the regions.",n/a,90 %,"99.98                      
 %","Contribution and support obtained through partnership with external stakeholders , DHET , National Skills Fund ( NSF ).  There is also continuous monitoring and support of the registered learners by the Regions.",n/a,90 %,99.98 %,"Contribution and support obtained through partnership with external stakeholders , DHET , National Skills Fund ( NSF ).  There is also continuous monitoring and support of the registered learners ",n/a,90 %,0 %,99,"Contribution and support obtained through partnerships with external stakeholders, DHET, National Skills Fund (NSF) assisted to ensure the full participation of offenders.  Through continuous monitoring and support, registered offenders participated and completed skills programmes.",n/a,99,127
Correctional Services,Correctional Services,National,PROGRAMME 3: REHABILITATION,7.3.3 Sub Programme: Offender Development,Quarterly,7.3.3.4 Percentage of offenders participating in TVET college programmes,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",90 %,99.30 %,"Contribution and support obtained through partnership with external stakeholders , e.g. Department of Higher Education and Training (DHET).  Continuous monitoring and support to the regions.

",n/a ,90 %,99.94 %,"Contribution and support obtained through partnership with external stakeholders, e.g Department of Higher Education and Training (DHET) and Colleges within the regions.  Continuous monitoring and support of registered offenders attendance by the regions.",n/a,90 %,99.84                    %,"Contribution and support obtained through partnership with external stakeholders , TVET Colleges, DHET. Continuous support and monitoring of registered learners by the Regions.",n/a,90 %,100 %,"Contribution and support obtained through partnership with external stakeholders , DHET and TVET Community Colleges. Continuous support of enrolled learners  and monitoring of attendance.",n/a,90 %,0 %,99,"Contribution and support obtained through partnerships with external stakeholders, DHET and TVET Community Colleges. Continuous monitoring and support of enrolled learners ensured the full participation and completion of TVET programmes",n/a,99,127
Correctional Services,Correctional Services,National,PROGRAMME 3: REHABILITATION,7.3.3 Sub Programme: Offender Development,Quarterly,7.3.3.5 Percentage of offenders participating in agriculture activities,Standardized,Min,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",70 %,65.98 %,"Less offenders allocated to agriculture due to insufficient custodial members to take out the working team as well as the less number of offenders eligible/qualifying to work at agriculture

","""CMC to prioritize classification of offenders eligible to work at agriculture and continue marketing of agriculture within the centres.

Planned meeting to engage the stakeholders on the allocation of offenders and custodial member to take out the working team.
""

",70 %,79.85 %,"More offenders were allocated to agriculture section in preparation for planting season. In addition offenders that were allocated to agriculture teams as per farm plans were identified, monitored and marched out regularly. ",n/a,70 %,81.86                        %,Offenders that are eligible to work at agriculture and gardens have been identified and the teams were marched out regularly. The attendance was monitored regularly to ensure maximum participation. ,n/a,70 %,85.88 %,"Additional offenders who were eligible to work were identified and allocated to work at agriculture as per the need in the farm plan, they were marched out regularly and the attendance was monitored",n/a,70 %,0 %,81,"Additional offenders who were eligible to work were identified and allocated to work at agriculture as per the need in the farm plan. There was a high demand for offender labour due to peak season operational activities such as harvesting, planting and weed control.",n/a,81,127
Correctional Services,Correctional Services,National,PROGRAMME 3: REHABILITATION,7.3.3 Sub Programme: Offender Development,Quarterly,7.3.3.6 Percentage of offenders participating in production workshop,Standardized,Min,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",65 %,99.56 %,"The increase in demand for offender uniform resulted in more offenders being allocated to workshops.

",n/a ,65 %,97.55 %,The project to manufacture uniform for Mangaung resulted in regions allocating more offenders to the workshops.,n/a,65 %,96.35                  %, Additional offenders were allocated during May 2023 to provide additional capacity for the Mangaung take-over project over various regions. This resulted in an increase of offender participation.,n/a,65 %,106.15 %,"The additional offenders that were allocated during May 2023 to assist with the manufacturing of offender uniform for Mangaung CC, as well as additional capacity at the LMN Regions for the manufacturing of uniform for officials, resulted in an overall increase in offender participation. Workshops were thus able to achieve full production capacity.",n/a,65 %,0 %,100,Additional offenders were allocated to various production workshops during May 2023 to assist with the manufacturing of offender uniform for the Mangaung correctional centre.  Additional offenders were allocated at the Witbank correctional centre for the manufacturing of uniform for officials.,n/a,100,127
Correctional Services,Correctional Services,National,PROGRAMME 3: REHABILITATION,7.3.3 Sub Programme: Offender Development,Quarterly,7.3.3.7 Percentage of offenders participating in General Education and Training (GET) per academic year ,Standardized,Max,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",85 %,104.42 %,"Support visits to Regions were conducted and funding was made available. 

",n/a ,85 %,99.19 %,"Implementation of the recruitment and retention strategy, along with educationist support, encouraged enrolled offenders to continue their education. Attendance was well monitored, with continuous motivation from educators and unit managers. The recruitment of more learners and diligent attendance monitoring contributed to the success.",n/a,85 %,99.38 %," Implementation of the recruitment and retention strategy, along with educationist support, encouraged enrolled offenders to continue their education. Attendance was well monitored, with continuous motivation from educators and unit managers. The recruitment of more learners and diligent attendance monitoring contributed to the success.",n/a,85 %,99.14 %,"A robust recruitment and retention strategy for education programs in Correctional Centers was implemented, which included ongoing encouragement for enrolled offenders to continue their education. This was supported by educators who monitored enrollment, attendance, and daily school participation.",n/a,85 %,0 %,99,Implementation of the recruitment and retention strategy. GET educators supported and encouraged enrolled offenders to continue their education. Attendance was consistently monitored through a daily register. ,n/a,99,127
Correctional Services,Correctional Services,National,PROGRAMME 3: REHABILITATION,7.3.3 Sub Programme: Offender Development,Quarterly,7.3.3.8 Percentage of offenders participating in Further Education and Training (FET) per academic year ,Standardized,Max,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",85 %,101.07 %,"Support visits to Regions were conducted and funding was made available. 
",n/a ,85 %,99.43 %,"Implementation of the recruitment and retention strategy, along with educationist support, encouraged enrolled offenders to continue their education. Attendance was consistently monitored through daily register checks, contributing to the success by recruiting eligible offenders and diligently monitoring their attendance.",n/a,85 %,99.82 %,"Implementation of the recruitment and retention strategy, along with educationist support, encouraged enrolled offenders to continue their education. Attendance was consistently monitored through daily register checks, contributing to the success by recruiting eligible offenders and diligently monitoring their attendance.",n/a,85 %,99.26 %,"Correctional Centers implemented an effective recruitment and retention strategy for education programs. This strategy encouraged enrolled offenders to pursue their education and was supported by educators who monitored enrollment, attendance, and daily school attendance to ensure successful implementation.",n/a,85 %,0 %,99,Implementation of the recruitment and retention strategy. FET educators supported and encouraged enrolled offenders to continue their education. Attendance was consistently monitored through a daily register.,n/a,99,127
Correctional Services,Correctional Services,National,PROGRAMME 3: REHABILITATION,"7.3.3 Sub Programme: Psychological, Social and Spiritual Services",Quarterly,"7.3.3.10 Percentage of offenders, parolees and probationers receiving Social Work Services",Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",15 %,22.26 %,"Effective marketing of social work services and close monitoring of the G388A

",n/a ,30 %,45.96 %,Close monitoring of achievement of SLS and marketing of social work services and programmes,n/a,44 %,63.70 %,Close monitoring  SLS and marketing of social work services and programmes,n/a,58 %,80.62 %,Target achieved due to monitoring to ensure achievement of SLS and marketing of Social Work Services,n/a,58 %,0 %,81,Consistent monitoring of SLS and marketing of Social Work Services. Social Work Services were extended to under-capacitated correctional centres.,n/a,81,127
Correctional Services,Correctional Services,National,PROGRAMME 3: REHABILITATION,"7.3.3 Sub Programme: Psychological, Social and Spiritual Services",Quarterly,7.3.3.11 Percentage of inmates receiving Spiritual Care Services,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",21 %,39.32 %,"Effective marketing of Spiritual Care Services Programmes

",n/a ,42 %,81.27 %,Marketing of Spiritual Care Services Programmes,n/a,63 %,115.63 %,Marketing of Spiritual Marketing of Spiritual Care services and programmes led to increased participation,n/a,84 %,149.79 %,"Marketing of Spiritual Care Services and Programmes
",n/a,84 %,0 %,149,Consistent marketing of Spiritual Care Services and Programmes,n/a,149,127
Correctional Services,Correctional Services,National,PROGRAMME 3: REHABILITATION,"7.3.3 Sub Programme: Psychological, Social and Spiritual Services",Quarterly,7.3.3.12 Percentage of inmates receiving Psychological Care Services,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",5.75 %,8.33 %,"Community service psychologist assisted to increase the number of inmates receiving Psychological services

",n/a ,11.5 %,17.18 %,Community service psychologists increased the number of inmates receiving psychological services,n/a,17.5 %,24.36 %,Additional services rendered by community service Psychologists increased number of inmates receiving psychological services,n/a,23 %,32.03 %,Additional services rendered by community service Psychologists increased number of inmates receiving psychological services,n/a,23 %,0 %,32,Additional services rendered by community service Psychologists increased the delivery of psychological services to inmates.,n/a,32,127
Correctional Services,Correctional Services,National,PROGRAMME 4: CARE,7.4.3 Sub Programme: Health and Hygiene Services ,Quarterly,7.4.3.1 Offenders viral load suppression rate (at 12 months),Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",92 %,96.43 %,"Improved management (e.g. monitoring, enhanced adherence counselling and placement on DOTS)  of offenders on ART; and offenders' adherence to ART. Compliance to ART Guidelines.

",n/a ,92 %,97.27 %,"Improved management (e.g. monitoring, enhanced adherence counselling and placement of offenders on ART) of patients on ART; and offender's adherence to ART. Compliance to ART guidelines.",n/a,92 %,98.16 %,"Improved management (e.g. monitoring, enhanced adherence counselling and placement of offenders on ART) of patients on ART; and offender's adherence to ART. Compliance to ART guidelines
",n/a,92 %,96.98 %,"Improved management (e.g. monitoring, enhanced adherence counselling and placement of offenders on ART) of patients on ART; and offender's adherence to ART. Compliance to ART guidelines",n/a,92 %,0 %,97,"Improved management (consistent monitoring, enhanced adherence counselling and placement on DOTS) of offenders on ART.  Offenders' adherence to ART. Compliance to ART Guidelines.",n/a,97,127
Correctional Services,Correctional Services,National,PROGRAMME 4: CARE,7.4.3 Sub Programme: Health and Hygiene Services ,Quarterly,7.4.3.2 Offenders Tuberculosis (TB) new pulmonary cure rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",92 %,94.05 %,"Compliance with TB guidelines and effective monitoring of offenders on treatment.

",n/a ,92 %,95.38 %,Compliance with TB guidelines and effective monitoring of offenders on treatment.,n/a,92 %,98.73 %,Offenders adhered to treatment through DOT support strategy.,n/a,92 %,96.67 %,Offenders adhered to treatment through DOT support strategy.,n/a,92 %,0 %,96,Compliance with TB guidelines. Effective monitoring of offenders on treatment.,n/a,96,127
Correctional Services,Correctional Services,National,PROGRAMME 4: CARE,7.4.3 Sub Programme: Health and Hygiene Services ,Quarterly,7.4.3.3 Percentage of inmates screened for diabetes,Standardized,Min,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",22.50 %,49.68 %,"Intensified screening of inmates and increased awareness sessions were conducted due to their vulnerability.

",n/a ,22.50 %,49.33 %,Intensified screening of inmates and increased awareness sessions due to their vulnerability. ,n/a,22.50 %,47.41 %,Inmates who are eligible are screened on admission and during consultation visits.,n/a,22.50 %,48.33 %,Inmates who are eligible are screened on admission and during consultation visits.,n/a,90 %,0 %,195,Intensified screening of inmates conducted.  Increased awareness sessions conducted due to the vulnerability of inmates.,n/a,195,127
Correctional Services,Correctional Services,National,PROGRAMME 4: CARE,7.4.3 Sub Programme: Health and Hygiene Services ,Quarterly,7.4.3.4 Percentage of inmates screened for hypertension,Standardized,Min,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",22.50 %,52.81 %,"Intensified screening of inmates and increased awareness sessions were conducted due to their vulnerability.

",n/a ,22.50 %,52.25 %,Intensified screening of inmates and increased awareness sessions due to their vulnerability. ,n/a,22.50 %,49.70 %,Inmates who are eligible are screened on admission and during consultation visits.,n/a,22.50 %,51.07 %,Inmates who are eligible are screened on admission and during consultation visits.,n/a,90 %,0 %,206,Intensified screening of inmates conducted.  Increased awareness sessions conducted due to the vulnerability of inmates.,n/a,206,127
Correctional Services,Correctional Services,National,PROGRAMME 4: CARE,7.4.3 Sub Programme: Nutritional Services,Quarterly,7.4.3.5 Percentage of therapeutic diets prescribed for inmates,Standardized,Min,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",12 %,5.64 %,"Effective management and review of inmates on therapeutic diets

",n/a ,12 %,5.67 %,Effective management and review of patients on therapeutic diets.,n/a,12 %,5.27                       %,All qualifying Inmates were on therapeutic diet and  diet scripts are reviewed monthly for validity.,n/a,12 %,5.09 %,All qualifying Inmates were on therapeutic diet and  diet scripts are reviewed monthly for validity.,n/a,12 %,0 %,5,Effective management and review of inmates on therapeutic diets.,n/a,5,127
Correctional Services,Correctional Services,National,PROGRAMME 5: SOCIAL REINTEGRATION,7.5.3   Sub Programme: Supervision,Quarterly,7.5.3.1  Percentage of parolees without violations,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",97 %,99.05 %,"Implementation of available 
policies, supervision manual, approved strategies, revocation tool box, implementation of absconders management guidelines enhanced performance

",n/a ,97 %,99.12 %,"Implementation of policies and approved strategies i.e.  supervision manual, revocation tool and prevention and management of absconders guidelines.  ",n/a,97 %,99.06 %,"Implementation of policies and approved strategies i.e supervision manual, revocation tool and prevention and management of absconder guidelines.",n/a,97 %,99.01 %,Implementation of policies and approved strategies i.e Supervision manual and revocation tool and prevention and management of absconder guidelines,n/a,97 %,0 %,99,Izimbizo conducted within communities assisted in ensuring compliance to parole conditions,n/a,99,127
Correctional Services,Correctional Services,National,PROGRAMME 5: SOCIAL REINTEGRATION,7.5.3   Sub Programme: Supervision,Quarterly,7.5.3.2  Percentage of probationers without violations,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",97 %,98.91 %,"Implementation of available 
policies, supervision manual, approved strategies, revocation tool box, implementation of abscondees management guidelines enhanced performance

",n/a ,97 %,98.89 %,"Implementation of  policies and approved  strategies i.e.  supervision manual,  revocation tool  and  prevention and  management of absconders guidelines .",n/a,97 %,98.85 %,"Implementation of policies and approved strategies i.e supervision manual, revocation tool and prevention and management of absconder guidelines.",n/a,97 %,98.66 %,Implementation of policies and approved strategies i.e Supervision manual and revocation tool and prevention and management of absconder guidelines,n/a,97 %,0 %,99,Izimbizo conducted within communities assisted in ensuring compliance to probation conditions,n/a,99,127
Correctional Services,Correctional Services,National,PROGRAMME 5: SOCIAL REINTEGRATION,7.5.3 Sub Programme: Community Reintegration ,Quarterly,7.5.3.3 Number of victims who participated in Restorative Justice programmes,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",1175,3492,"
Marketing of the program to communities, parolees and probationers and stakeholders in the program gave an increase in the participation


",n/a ,2350,8052,Marketing of Restorative Justice program has encouraged more victims to participate in VOD sessions..,n/a,3525,11  001,Public education on  Restorative program in communities  has encouraged victims participation  in the VOD sessions,n/a,4700,14919,Marketing of Restorative Justice in  communities   has encouraged  victims to participate in the VOD session.,n/a,4700,14919,14844,Marketing of the Restorative Justice programme assisted in the participation of victims in the VOD sessions,n/a,14844,127
