Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,UID
National School of Government,National School of Government,National,Programme 1 Administration,Programme 1 Administration,Quarterly,Percentage of material audit findings resolved by the end of financial year,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,No Target ,None,None ,None,"Management improvement
plan based on previous audit
outcome developed",Management Improvement Plan based on the previous outcome developed ,None ,None ,"50% of the management
improvement plan based
on previous audit outcome
to ensure reduction of
audit findings implemented
(cumulative)","29/41(71%) of the previous audit findings were fully implemented
",None,None,"100% of the management
improvement plan based
on previous audit outcome
to ensure reduction of audit
findings implemented",100% (1/1) of the previous audit material findings were fully implemented.,None,None,"100% of material audit
findings resolved by the
end of the financial year
by March 2023",-,100% (1/1) of material audit findings resolved by the end of the financial year by March 2023,None ,None ,100% (1/1) of material audit findings resolved by the end of the financial year by March 2023,224
National School of Government,National School of Government,National,Programme 1 Administration,Programme 1 Administration,Quarterly,Percentage of NSG brand and marketing strategy implemented,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,"20% of the NSG brand
and marketing strategy
implemented","The following progress was noted for brand and marketing strategy implementation  

-	Developed a video using NSG staff members to promote the executive education portfolio 
-	Exhibited at the Knowledge Management Forum 
-	Recorded the Economic Governance Winter 
-	School Vox Pops of participants",None,None ,"30% of the NSG brand
and marketing strategy
implemented (cumulative)","Commissioned NSG staff for videos to promote NSG on social media, created NSG Tick Tock account and advertised on Municipal focus magazine. ",None ,None ,No Target ,None,None,None,"50% of the NSG brand and
marketing strategy implemented","The following activities were implemented as part of brand and marketing strategy:  

Produced 2 Marketing Videos using NSG employees to promote NSG training programmes and services. 

Exhibition at Department of labour open day for brand visibility and marketing of NSG training programmes

Daily social media communications on NSG Social media platforms. Advertised NSG Training programmes on Social media.   ",None,None,"50% of the NSG brand
and marketing strategy
implemented by March
2023",-,"50% of the NSG brand and marketing strategy
implemented by March 2023

Implementation covers the two objectives per strategy: 
-Develop and maintain NSG brand identity
-Enhance brand awareness
",None ,None ,"50% of the NSG brand and marketing strategy
implemented by March 2023

Implementation covers the two objectives per strategy: 
-Develop and maintain NSG brand identity
-Enhance brand awareness",224
National School of Government,National School of Government,National,Programme 1 Administration,Programme 1 Administration,Quarterly,Number of communication interventions promoting NSG offerings in the public sector,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,"6 communication
interventions promoting
NSG offerings in the
public sector undertaken","6 communication interventions were undertaken:   

-	Published NSG advertorial on the Municipal Focus Magazine, 
-	Media Statement on the BB2E programme
-	Media Statement on the Launch of the Executive Education Portfolio 
-	Media Statement on the Economic Governance winter school 
-	Updated the NSG profile booklet
-	Developed the Executive Education Booklet",None,None,"10 communication
interventions promoting NSG
offerings in the public sector
undertaken (cumulative)","8 communication interventions undertaken in the period under review: 
-	You FM interview on 22 September, 
-	Lesedi FM interview on 03 September 
-	ENCA interview on 20 September, 
-	5 media statements and 
exhibition displays 

Cumulative total of 14 communication interventions undertaken 
",Implementation of some key programmes of the NSG in the quarter under review. ,None ,"16 communication interventions
promoting NSG offerings in
the public sector undertaken
(cumulative)","""6 Communication interventions undertaken this quarter: 
NSG Media Breakfast (National Framework towards professionalisation of the Public Sector) 14 November. 
Interview with ENCA on the National Framework towards Professionalisation of the Public Sector. 
Interview with You FM on Championing Anti-Discrimination the Public Service.
Media Statement on the Cabinet approval of the National Framework towards professionalisation of the Public Sector. 
25 October - Media Briefing on the Professionalisation Framework in Cape town. 
Interview with 702 on Public policy making and the Impact of policy choice Media.
Advisory for the media briefing of cabinet approval of the Professionalisation framework. 
Exhibition at NDP State Capacity Review Conference 08- 09 Nov. 
Exhibition at SAPS Quarterly review session 26 October. 
Exhibition at IPM conference 17 Oct. 
Exhibition at CIGFARO conference 10 Oct. 
Exhibition for HRD Coordinators Sheraton. 
Cumulative 20 communication interventions undertaken for the financial year. ""
","Implementation of priority programmes of the NSG in support of the strategy 

",None,"20 communication interventions
promoting NSG offerings in the
public sector undertaken","The following progress is noted for the quarter 

- Media Statement for the certification Ceremony on the Leadership Training and Development Programme 
- Exhibition at the department of labour 
- Advertised NSG in the Municipal focus magazine. 
- Advertised 2 NSG master classes and 2 webinars on social media and website

Cumulative 24 communication interventions undertaken for the financial year.",Implementation of priority programmes of the NSG in support of the strategy,None,"20 communication
interventions promoting
NSG offerings in the
public sector by March
2023",-,"22 communication
interventions promoting NSG offerings in the public sector by March 2023",NSG priority programmes  implementation in support of the NSG strategy,None ,"22 communication
interventions promoting NSG offerings in the public sector by March 2023 ",224
National School of Government,National School of Government,National,Programme 2 Public Sector Organisational and Staff Development,Programme 2 Public Sector Organisational and Staff Development,Quarterly,Amount of revenue generated and other funding sources in TTA as part of the cost-recovery ,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,"R 25m in revenue and
other funding sources
generated",R15 875 329m in revenue and other funding sources generated   ,Low uptake of revenue generating courses which has impacted on cost of generating revenue,Strengthen marketing of revenue generating course whilst revenue model is under scrutiny ,"R50m in revenue and other
funding sources generated
(cumulative)",R43 451 901m in revenue and other funding sources generated   ,More focus was placed on funded programmes as uptake has been slow ,Contacting training co-ordinators in departments to market NSG courses,"R76m in revenue and other
funding sources generated
(cumulative)","R77 167 015 in revenue and other funding sources generated
",None,None,"R101,3m in revenue and
other funding sources
generated",R106 million in revenue and other funding sources generated,More trainings coordinated for departments deemed in backlog   ,None ,"R101,3m in revenue and
other funding sources
generated by March 2023",-,R 115 million in revenue and other funding sources generated,NSG coordinated and trained departments that have been on training backlog,None ,R 115 million in revenue and other funding sources generated,224
National School of Government,National School of Government,National,Programme 2 Public Sector Organisational and Staff Development,Programme 2 Public Sector Organisational and Staff Development,Quarterly,Percentage of business development interventions resulting in the uptake of the NSG offerings,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,No target ,None ,None ,None,"Report on the business
development interventions
resulting in the uptake of
NSG offerings",Report on the business development interventions resulting in the uptake of NSG offerings developed ,None ,None ,No Target ,None,None,None,"75% of business
development interventions
resulting in the uptake of the
NSG offerings",83% of business development interventions resulting in the uptake of the NSG offerings,NSG business development focused on the successful implementation of funded programmes across the 3 spheres of government ,None ,"75% of business
development interventions
resulting in the uptake
of the NSG offerings by
March 2023",-,83% of business development interventions resulting in the uptake of the NSG offerings by March 2023,"Key focus on  ensuring successful implementation of funded programmes
across three spheres of government
",None ,83% of business development interventions resulting in the uptake of the NSG offerings by March 2023,224
National School of Government,National School of Government,National,Programme 2 Public Sector Organisational and Staff Development,Programme 2 Public Sector Organisational and Staff Development,Quarterly,Number of areas of good practice in the public sector documented to enhance ETD interventions,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,"1 area of good practice
in the public sector
documented to enhance
ETD interventions","Good Practice document on ""Rethinking economic policy post COVID-19"" completed",None,None ,"2 areas of good practice
in the public sector
documented to enhance
ETD interventions
(cumulative)","Good practice report on ""Building Social Compacts for inclusive growth"" finalised",None ,None ,"3 areas of good practice in the
public sector documented to
enhance ETD interventions
(cumulative)","Good practice report on Promoting National Planning and good governance for the implementation of agenda 2063 and SDG`s 
",None,None,"4 areas of good practice in
the public sector documented
to enhance ETD interventions",4 areas of good practice in the public sector documented to enhance ETD interventions  ,None ,None ,"4 areas of good practice
in the public sector
documented to enhance
ETD interventions by
March 2023",-,4 areas of good practice in the public sector documented to enhance ETD interventions by March 2023,None ,None ,4 areas of good practice in the public sector documented to enhance ETD interventions by March 2023,224
National School of Government,National School of Government,National,Programme 2 Public Sector Organisational and Staff Development,Programme 2 Public Sector Organisational and Staff Development,Quarterly,Number of research projects informing ETD interventions developed,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,No Target ,None ,None ,None ,"2 research reports
informing ETD interventions
developed","3 research reports completed on: 
- Consultancy Services
- Repositioning of the NSG
- Report on Education Agriculture and Health districts for course development and funding 
",Ad-hoc request for additional research  ,None ,"3 research reports informing
ETD interventions developed
(cumulative)","4 research reports informing ETD interventions developed 
","Ad hoc requests were received in the previous quarters 
",None,"5 research reports informing
ETD interventions developed",6 research reports informing ETD interventions developed ,Ad hoc requests were received in the previous quarters ,None ,"5 research reports
informing ETD
interventions developed by
March 2023",-,"6 research reports
informing ETD
interventions developed by March 2023",Ad-hoc requests for additional research ,None,"6 research reports
informing ETD
interventions developed by March 2023",224
National School of Government,National School of Government,National,Programme 2 Public Sector Organisational and Staff Development,Programme 2 Public Sector Organisational and Staff Development,Quarterly,Number of skills assessment reports on specific departments/public sector informing ETD needs completed,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,"1 skills assessment report
completed",1 skills assessment report completed ,None,None ,"2 skills assessment reports
completed (cumulative)",2 TNA reports completed ,None ,None ,"4 skills assessment reports
completed (cumulative)","4 skills assessment reports completed 
",None,None,"5 skills assessment reports
completed",9 skills assessment reports completed,Demand for additional TNAs from partner entities ,None ,"5 skills assessment reports
on specific departments
or public sector informing
ETD needs completed by
March 2023",-,9 skills assessment reports on specific departments or public sector informing  ETD needs completed by March 2023,Demand for additional assessments from departments / entities ,None ,9 skills assessment reports on specific departments or public sector informing  ETD needs completed by March 2023,224
National School of Government,National School of Government,National,Programme 2 Public Sector Organisational and Staff Development,Programme 2 Public Sector Organisational and Staff Development,Quarterly,Number of courses/programmes/interventions responsive to identified skills gaps developed/reviewed,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,"Stakeholder consultation
and conceptual outline
of courses/ programmes/
interventions completed","Stakeholder consultation and conceptual outline of the following courses/ programmes

1.	Module: Facilitating Content within context
2.	Local government leadership and oversight programme for metros, district
3.	District Development Model -inclusive decision making & implementation for district development
4.	Public Sector Design & System Thinking
5.	Foresight and scenario-based anticipatory planning in public institutions
6.	Digital Skills programme
7.	Evaluation Methodology and use of Evaluation Results course for government employees
8.	Managing and Commissioning Evaluations course for government employees
",None ,None ,No Target ,None,None,None,"8 draft courses/ programmes/
interventions developed/
reviewed","""Completed the following courses/programmes:

1.	Mayoral Leadership and Oversight Programme
2.	District Development Model Inclusive 
Decision making and Implementation for District Development
3.	Evaluation Methodology and use of Evaluation Results for government employees
4.	Managing and Commissioning Evaluations for government employees
5.	Introduction to the essential skills for digital transformation in the PS
6.	System and Design Thinking for the Public Sector
7.	Digital Art of Facilitation: Facilitating Content in Context - module 4
8.	Executive Induction Programme: Financial Management -module 4 replaced “Foresight and Scenario-Based Anticipatory Planning in Public Institutions” ""
","Foresight and Scenario-Based Anticipatory Planning in Public Institutions was replaced due to significant SCM related challenges. The project will only be at draft stage at the end of the financial year 
",None,"8 courses/ programmes/
interventions responsive
to identified skills gaps
developed/ reviewed","Completed the following courses/programmes:

1. Mayoral Leadership and Oversight Programme
2. District Development Model Inclusive 
Decision making and Implementation for District Development
3. Evaluation Methodology and use of Evaluation Results for government employees
4. Managing and Commissioning Evaluations for government employees
5. Introduction to the essential skills for digital transformation in the PS
6. System and Design Thinking for the Public Sector
7. Digital Art of Facilitation: Facilitating Content in Context - module 4
8. Executive Induction Programme: Financial Management ",None ,None ,"8 courses/ programmes/
interventions responsive
to identified skills gaps
developed/ reviewed by
March 2023",-,8 courses/ programmes/ interventions responsive to identified skills gaps developed/ reviewed by March 2023,None,None ,8 courses/ programmes/ interventions responsive to identified skills gaps developed/ reviewed by March 2023,224
National School of Government,National School of Government,National,Programme 2 Public Sector Organisational and Staff Development,Programme 2 Public Sector Organisational and Staff Development,Quarterly,Number of impact evaluation studies conducted ,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,No Target,None ,None ,None ,No Target ,None,None,None,No Target ,None,None,None,"6 progress reports on the
impact evaluation studies
conducted",6 progress reports developed on the impact evaluation studies ,None ,None ,"6 progress reports on the
impact evaluation studies
conducted by March 2023",-,"6 progress reports on the impact evaluation studies
conducted by March 2023",None,None ,"6 progress reports on the impact evaluation studies
conducted by March 2023",224
National School of Government,National School of Government,National,Programme 2 Public Sector Organisational and Staff Development,Programme 2 Public Sector Organisational and Staff Development,Quarterly,Approved NSG accreditation status by accrediting bodies,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,"Facilitation of various
accreditation processes as
required by the accrediting
bodies","Progress for the quarter is noted as follows 

?	Two meetings facilitated with SABPP & PSETA to discuss the re-accreditation in 2023 and alignment of programmes to OQSF. 
?	 Virtual site monitoring meeting with PSETA held on 10 June 2022 & NSG submitted site monitoring tool & required evidence
",None ,None ,"Facilitation of various
accreditation processes as
required by the accrediting
bodies",3 verification site visits by the LGSETA took place to confirm assessment decisions for qualification 5008: Leadership Development for Local Government made by assessors and moderators of the NSGs. 19 learners out of 24 have been declared competent against the qualification and exited,None ,None,"Facilitation of various
accreditation processes as
required by the accrediting
bodies","To maintain the accreditation status the NSG must administer external examination. Therefore, facilitated the enrolment of learners for External Integrated Summative Assessment (EISA) for the Qualification ID: 91994: Office Administrator: Public Service Administrator NQF Level 5. 
",None,None,"Facilitation of various
accreditation processes as
required by the accrediting
bodies","Facilitation of the process for the accreditation of the post graduate qualification is on-going. 

The Terms of Reference and all other SCM documents were reviewed to ensure relevance and were submitted to SCM. The documents were considered by the Bid Specification Committee in March and the tender will be advertised in the new financial year.","As reported in Quarter 3, the initial tender process was unsuccessful and therefore 
a new tender process was started this quarter. ","As reported in Quarter 3, the initial tender process was unsuccessful and therefore 
a new tender process was started this quarter. ","Accreditation processes
facilitated and managed
to maintain the status of
the NSG as an accredited
training provider by March
2023",-,Accreditation processes facilitated and managed to maintain the status of the NSG as an accredited training provider by March 2023,None ,None ,Accreditation processes facilitated and managed to maintain the status of the NSG as an accredited training provider by March 2023,224
National School of Government,National School of Government,National,Programme 2 Public Sector Organisational and Staff Development,Programme 2 Public Sector Organisational and Staff Development,Quarterly,Approved NSG accreditation status by accrediting bodies,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,"Manage various
accreditation processes as
required by the accrediting
bodies","Continuous engagement with PSETA regarding missing finance unit standards  

PSETA has since re-issued the re- accreditation letter which includes the missing unit standards
",None,None,"Manage various
accreditation processes as
required by the accrediting
bodies","NSG received accreditation letter from the SABPP that excludes unit standard 244600. In August, the NSG wrote a letter to SABPP requesting the accreditation of the omitted unit standard. 244600. By September, the letter inclusive of the unit standard 244600 was received.  
 
Meetings with the various SETAs were held to discuss the review of non- aligned qualifications: 
- SASSETA, 
- LGSETA, 
- Service SETA and
- ETDP SETA.
",None ,None ,"Manage various
accreditation processes as
required by the accrediting
bodies",""" In maintaining the accreditation status, the NSG must manage the end-to-end process for accreditation especially for  “Qualification” courses as these have a direct bearing on accreditation of the institution. 

The following deliverables were noted 
-	Managing the process leading to the graduation ceremony of the 19 learners for the qualification: FETC: Local Government Leadership & Management, NQF Level 4 SAQA ID: 50081. 
-	Submission and Invitation letters to learners, and delegates prepared and approved
-	Project plan developed and shared with internal stakeholders. ""
",None,None,"Manage various
accreditation processes as
required by the accrediting
bodies"," To manage the various processes required by accrediting bodies, the NSG must manage the end-to-end process for accreditation especially for “Qualification” courses as these have a direct bearing on accreditation of the institution. 

The NSG hosted the   Certification ceremony for the LG SETA, NQF Level 4 qualifications on 17 February 2023 to officially award the qualification to 17 successful learners ",None,None,"Accreditation processes
facilitated and managed
to maintain the status of
the NSG as an accredited
training provider by March
2023",-,Accreditation processes facilitated and managed to maintain the status of the NSG as an accredited training provider by March 2023,None ,None ,Accreditation processes facilitated and managed to maintain the status of the NSG as an accredited training provider by March 2023,224
National School of Government,National School of Government,National,Programme 2 Public Sector Organisational and Staff Development,Programme 2 Public Sector Organisational and Staff Development,Quarterly,Number of programmes/ courses quality assured by the NSG Quality Assurance Committee,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,"2 programmes / courses
quality assured by the
NSG Quality Assurance
Committee",2 programmes/courses quality assured by the NSG Quality Assurance Committee.,None ,None,"2 programmes / courses
quality assured by the
NSG Quality Assurance
Committee","4 Courses/programmes quality assured by the NSG Quality Assurance Committee 

Cumulative 6 programmes quality assured 
",The unit received additional requests from client branches to quality assure courses/ programmes   ,None ,"2 programmes / courses
quality assured by the
NSG Quality Assurance
Committee","2 courses/programmes approved 
",None,None,"2 programmes / courses
quality assured by the
NSG Quality Assurance
Committee",No courses were quality assured in in the quarter under review  ,The annual target was achieved in the previous quarter 3.,None ,"8 programmes/courses
quality assured by the
NSG Quality Assurance
Committee by March 2023",-,"8 programmes/
courses quality assured by the
NSG Quality Assurance Committee by March 2023",None ,None ,"8 programmes/
courses quality assured by the
NSG Quality Assurance Committee by March 2023",224
National School of Government,National School of Government,National,Programme 2 Public Sector Organisational and Staff Development,Programme 2 Public Sector Organisational and Staff Development,Quarterly,Number of functional areas professionalised with professional bodies,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,"Identify professional body
for Internal Auditors and
conduct a consultative
session
Identify Professional body
for Supply Chain Managers
and conduct a consultative
session",Target not achieved in the quarter under review,"The NSG has a MOA with the Auditor General South Africa which has lapsed. This is a key partner for the delivery of training in the audit space. Delays were experienced due to internal arrangements at AGSA.

The NSG is still to determine suitable professional body for the professionalisation with SCM
","The MOA with AGSA will be signed, and consultations will commence.















NSG will reach out to the National Treasury to ascertain suitable partners for SCM professionalisation
","Area/s of collaboration on
professionalisation finalized
Draft MoU on
professionalisation
developed","Meetings with SAIGA, IIA took place. Further engagements to take place.  

Consultation with NT on professionalisation of SCM is being arranged.  
",The consultation sessions are sporadic as the NSG awaits the final approvals of the Professionalisation Framework,"The final approved professionalisation framework will be distributed to the various professional bodies for their consideration.

Finalisation of the draft consultation documents to be sent to the SCM and Internal Audit professional bodies
","MoU on professionalisation
signed with professional bodies.","An MoC signed in July 2022 with the Council for Built Environment  
","The NSG is still in a consultative process  with key relevant stakeholders regarding the provisions of the MoU 
","The NSG to further engage relevant bodies to finalise MoU and implementation plans. A draft MOU with NT has also been compiled and engagements underway for inclusion of SCM within the MOU.   
","First phase of implementation
of the MOU","Target not achieved

First phase of implementation of the MoU not implemented as planned ",Delays in finalising the signing of MoUs with professional bodies ,The indicator implementation to continue next financial year. An MOU with NT has been signed and the one for Internal Audit is at the final stages of approval in preparation for implementation.,"2 Functional areas
professionalised with
professional bodies by
March 2023",-,"No functional areas professionalised with professional bodies by March 2023 

1 MoA signed with the Chartered Institute of Procurement and Supply. 

Finalising MoA with Institute of Internal Auditors
",Delays in the finalisation of MoA’s between the NSG and professional bodies  ,Finalise MoAs and commence implementation in the new financial year,"No functional areas professionalised with professional bodies by March 2023 

1 MoA signed with the Chartered Institute of Procurement and Supply. 

Finalising MoA with Institute of Internal Auditors",224
National School of Government,National School of Government,National,Programme 2 Public Sector Organisational and Staff Development,Programme 2 Public Sector Organisational and Staff Development,Quarterly,Accreditation of the Post-graduate qualification,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,No Target ,None ,None ,None ,"Status report on the
milestones for the
accreditation and
registration of the
postgraduate qualification
in collaboration with HEI
developed.",Status report on the milestone for the accreditation and registration in collaboration with HEI developed.,None ,None,No Target ,None,None,None,"Accreditation of the Postgraduate
qualification by
Council for Higher Education
facilitated","Target not Achieved

Facilitation of the process for the accreditation of the post graduate qualification is on-going. 

The Terms of Reference and all other SCM documents were reviewed to ensure relevance and were submitted to SCM. The documents were considered by the Bid Specification Committee in March and the tender will be advertised in the new financial year.","As reported in Quarter 3, the initial tender process was unsuccessful and therefore 
a new tender process was started this quarter","None
","Accreditation of the Postgraduate
qualification
facilitated by March 2023",-,Facilitation of accreditation process for post graduate qualification is on-going,The initial tender process was unsuccessful and a new tender process initiated ,Finalise procurement process for the appointment of  the HEI partner in the new financial year,Facilitation of accreditation process not achieved by March 2023,224
National School of Government,National School of Government,National,Programme 2 Public Sector Organisational and Staff Development,Programme 2 Public Sector Organisational and Staff Development,Quarterly,Percentage of partnerships and collaborations facilitated to support ETD interventions,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,No Target ,None ,None ,None ,"10% of partnerships and
collaborations facilitated to
support ETD interventions",10% of partnerships and collaborations facilitated to support ETD interventions,None,None,No Target ,None,None,None,"20% of partnerships and
collaborations facilitated to
support ETD interventions",20% of partnerships and collaborations facilitated to support ETD intervention,None ,None,"20% of partnerships and
collaborations facilitated to
support ETD interventions
by March 2023",-,"88% (114/129) of partnerships and collaborations facilitated to
support ETD interventions
by March 2023

Percentage implemented of partnership covers 7 International and 107 local partnerships with facilitated training  ","Key focus on  ensuring successful implementation of funded programmes
across three spheres of government",None ,"88% (114/129) of partnerships and collaborations facilitated to
support ETD interventions
by March 2023

Percentage implemented of partnership covers 7 International and 107 local partnerships with facilitated training  ",224
National School of Government,National School of Government,National,Programme 2 Public Sector Organisational and Staff Development,Programme 2 Public Sector Organisational and Staff Development,Quarterly,Number of thought leadership seminars/ platforms in partnership with public and private sectors hosted,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,"1 thought leadership
platform/ seminar hosted","3 Thought leadership platforms held: 
-	Cyber Security Webinar hosted, 21 April 2022
-	Just Energy Transition Master Class, 29 April 2022
-	International webinar on Grassroots participation and Economic Development in collaboration with GIMPA and Kerala Centre for Rural Development in India from 25-27 May 2022
",The thematic areas were relevant for the public service,None ,"3 thought leadership
platforms / seminars hosted
(cumulative)","1 thought leadership platform held this quarter 

Cumulative 4 platforms have been hosted 
",Other platforms were held in the previous quarter ,None ,"4 thought leadership platforms /
seminars hosted (cumulative)","1 Thought leadership session with Prof. Eddy Maloka on integration of SDG, APRM and NDP.
","An additional platform was hosted in the previous quarters 
",None,"5 thought leadership
platforms / seminars hosted","Hosted a Masterclass with on Re-Inventing Africa's Development.  

Cumulative 6 platforms have been hosted",More sessions were hosted in the previous quarters ,None,"5 thought leadership
platforms/ seminars hosted
by March 2023",-,"9 thought  leadership
platforms/ 
seminars hosted
by March 2023",Need for conversation on thematic areas relevant for the public service,None ,"9 thought  leadership
platforms/ 
seminars hosted
by March 2023",224
National School of Government,National School of Government,National,Programme 2 Public Sector Organisational and Staff Development,Programme 2 Public Sector Organisational and Staff Development,Quarterly,Performance management systems for ETD practitioners piloted,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,"Performance Management
framework approved",Performance Management Framework not yet approved,Stakeholder inputs delayed the processing of submission for approval,Approval to be expedited along quarter two deliverables ,"Trainer certification
completed",Trainer certification completed,None ,None ,"Performance Management
System piloted with ETD
practitioners","Pilot session for the first cohort was hosted on 09 December 2022. 113 participants registered.
",None,None,"Performance Management
System piloted with ETD
practitioners","Performance Management System piloted with ETD practitioners continued this quarter: 
 
- Cohort 1 - DAOF Modules 1 - 4 were successfully completed.
- Cohort 2 - DAOF Modules 1-3 were successfully completed",None ,None ,"Performance management
system for ETD
Practitioners piloted by
March 2023",-,Performance management system for ETD Practitioners piloted by March 2023,None,None,Performance management system for ETD Practitioners piloted by March 2023,224
National School of Government,National School of Government,National,Programme 2 Public Sector Organisational and Staff Development,Programme 2 Public Sector Organisational and Staff Development,Quarterly,Number of compulsory courses/programmes implemented,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,"Stakeholder consultation
and conceptual outline
of courses/ programmes/
interventions completed",No stakeholder consultation necessary as courses implemented for compulsory were identified as per the approved Cabinet memo (2018)  ,None ,None ,"2 compulsory courses/
programmes implemented","2 compulsory programmes implemented.
-	Coaching for Leadership Development
-	Programme and Project Management
",None ,None ,No Target ,"6 programmes implemented in the quarter under review 
","Increased uptake of mandatory courses by departments 
",None,"2 compulsory courses/
programmes implemented",7 compulsory courses/ programmes implemented ,Increased uptake of mandatory courses by departments,None ,"4 compulsory courses/
programmes implemented
by March 2023",-,"7 compulsory courses/
programmes implemented
by March 2023","7 compulsory courses/
programmes implemented
by March 2023",None ,"7 compulsory courses/
programmes implemented
by March 2023",224
National School of Government,National School of Government,National,Programme 2 Public Sector Organisational and Staff Development,Programme 2 Public Sector Organisational and Staff Development,Quarterly,Number of learners trained on compulsory and demand-led ETD interventions ,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,"6 069 learners trained on
compulsory and demandled
ETD interventions",9 347 learners trained on compulsory and demand- led ETD interventions,"Almost all NSG courses are either online or have an online component, this means training uptake is no longer restrictive ",None,"17 532 learners trained on
compulsory and demandled
ETD interventions
(cumulative)",15 410 learners trained on compulsory and demand- led ETD interventions,"High numbers of external trainers in departments have resigned, promoted or passed and thus left a gap in departments",Increase capacity in departments by conducting more training of trainer’s sessions and hold a consultative trainers’ network session for motivation and buy-in ,"28 995 learners trained on
compulsory and demand- led
ETD interventions (cumulative)","29 299 learners trained on compulsory and demand- led ETD interventions
","All facets of teaching (online or face to face) are fully operational 
",None,"40 460 learners trained on
compulsory and demand- led
ETD interventions",66 091 learners trained on compulsory and demand- led ETD interventions,All modalities of teaching (online or face to face) are fully operational,None ,"40 460 learners trained on
compulsory and demandled
ETD interventions by
March 2023",-,"78 720 learners trained on
compulsory and demand-led
ETD interventions by March 2023",All modalities of teaching (online and face to face) are fully operational,None ,"78 720 learners trained on
compulsory and demand-led
ETD interventions by March 2023",224
