Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,UID
Police,South African Police Service,National,Programme 3: Detective Services,Crime Investigations,Quarterly,Percentage of crime-to-crime DNA leads finalised,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster","1,58%","13,69% (89 finalised from a total of 650).","3,15%","34,31% (223 from a total of 650).","4,73%","45,85% (298 finalised from a total of 650).","6,30%","52,00% (338 from a total of 650).","6,30%",-,"57,23% (372 from a total of 650).","Target achieved.
Monitoring through weekly
accountability sessions with all
provinces.",,"57,23% (372 from a
total of 650).","Structured monitoring system implemented from divisional level, as well as from provincial level.
Teams established to monitor the reporting, follow-up and finalisation of leads.",Not applicable.,"Structured monitoring system implemented from divisional level and provincial teams were established to monitor the reporting, follow-up and finalisation of leads.",Not applicable.,"Structured monitoring system implemented from Divisional level, as well as Provincial Teams established to monitor the reporting, follow-up and the finalisation of leads. The matter is also monitored, bi-monthly, through the Divisional Audit Steering Committee meeting.",Not applicable,Monitoring the performance indicator through weekly accountability sessions with all provinces.,Not applicable,275
Police,South African Police Service,National,Programme 3: Detective Services,Crime Investigations,Quarterly,Percentage of fingerprint leads finalised,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster","1,75%","17,75% (170 finalised from a total of 958).","3,5%","35,07% (336 from a total of 958).","5,25%","40,19% (432 finalised from a total of 1 075).","7,00%","47,44% (510 from a total of 1 075).","7,00%",-,"51,35% (552 from a total of 1 075).","Target achieved.
Monitoring through weekly
accountability sessions with all
provinces.",,"51,35% (552 from a
total of 1 075).","Structured monitoring system implemented from divisional level, as well as from provincial level.
Teams established to monitor the reporting, follow-up and finalisation of leads.",Not applicable.,"Structured monitoring system implemented from divisional level and provincial teams were established to monitor the reporting, follow-up and finalisation of leads.",Not applicable.,"Structured monitoring system implemented from Divisional level, as well as Provincial Teams established to monitor the reporting, follow-up and the finalisation of leads. The matter is also monitored, bi-monthly, through the Divisional Audit Steering Committee meeting.",Not applicable,Monitoring the performance indicator through weekly accountability sessions with all provinces.,Not applicable,275
Police,South African Police Service,National,Programme 3: Detective Services,Crime Investigations,Quarterly,Percentage of Integrated Ballistics Identification System leads finalised,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster","3,38%","10,02% (41 finalised from a total of 409).","6,75%","15,40% (63 from a total of 409).","10,16%","26,89% (110 finalised from a total of 409).","13,50%","37,90% (155 from a total of 409).","13,50%",-,"38,14% (156 from a total of 409).","Target achieved.
Monitoring through weekly
accountability sessions with all
provinces.",,"38,14% (156 from a
total of 409).","Structured monitoring system implemented from divisional level, as well as from provincial level.
Teams established to monitor the reporting, follow-up and finalisation of leads.",Not applicable.,"Structured monitoring system implemented from divisional level and provincial teams were established to monitor the reporting, follow-up and finalisation of leads.",Not applicable.,"Structured monitoring system implemented from Divisional level, as well as Provincial Teams established to monitor the reporting, follow-up and the finalisation of leads. The matter is also monitored, bi-monthly, through the Divisional Audit Steering Committee meeting.",Not applicable,Monitoring the performance indicator through weekly accountability sessions with all provinces.,Not applicable,275
Police,South African Police Service,National,Programme 3: Detective Services,Crime Investigations,Quarterly,Percentage of outstanding case dockets related to contact crimes older than 3-years finalised,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster","3,77%","4,97% (2 192 finalised from a total of 44 085).","7,55%","8,55% (3 768 finalised from a total of 44 085).","11,32%","11,16% (4 922 from a total of 44 085).","15,09%","13,45% (5 929 from a total of 44 085).","15,09%",-,"13,45% (5 929 from a total of 44 085).
","Target not achieved.
Legal limitation (arrests without
warrants) - The majority of
contact crimes consist of assault
GBH and assault common, for
which two case laws were cited
(Rex vs. Jones and Bobbert
vs. Minister of Law and Order).
The SPP is tasked with deciding
assault GBH and some assault
common cases.
High ratio of case dockets
per detective, as a result
of employee turnover, is
not conducive to effective
investigation.","The implementation of various strategies and initiatives by the Detective Service to enhance performance and addressing challenges, includes the implementation of the Detective Service Recovery Plan, biweekly performance improvement accountability sessions within identified provinces, the implementation of the Murder Project, collaboration with internal stakeholders to improve IPID and DPCI case outcomes, the hosting of organised crime workshops with internal and external role players to address skills transfer for organised crime personnel and the roll out of new initiatives to improve performance.","13,45% (5 929
from a total of
44 085).","Effective and efficient utilisation of Person Identification and Verification Application (PIVA) System.
Enhanced profiling of suspects.
Structured monitoring system implemented from Divisional level",Not applicable.,"Effective and efficient utilisation of Person Identification and Verification Application (PIVA) System.
Enhanced profiling of suspects.
Structured monitoring system implemented from divisional level.",Not applicable.,"Cases older than three years were submitted to respective courts and were in recess, mid December 2022 until early January 2023.","Provinces were sensitised to prioritise cases that were already in court during, between October 2022 and January 2023.","A backlog in the SPPs on decision dockets.
Delayed post-mortem reports from the Department of Health slowed down investigations.","Implement the Detective Service Recovery Plan. 
Ensure strategic partnership in the detection of crime in terms of public and private partnerships. 
Improve quality of crime investigations through consultation and cooperation with stakeholders within the security cluster.
",275
Police,South African Police Service,National,Programme 3: Detective Services,Crime Investigations,Quarterly,Percentage of outstanding wanted persons already circulated at the 30 High Contact Crime Weight Stations finalised,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster","3,00%","10,35% (2 223 from a total of 21 478).","6,00%","20,04% (4 305 finalised from a total of 21 478).","9,00%","26,38% (5 665 finalised from a total of 21 477).","12,00%","35,93% (7 718 from a total of 21 478).","12,00%",-,"35,93% (7 717 from a total of 21 477).","Target achieved.
The indicator pertains to finalised
wanted suspects already
circulated at the 30 High Contact
Crime Weight Stations, including
deceased individuals, arrested
individuals and withdrawn cases.
",,"35,93% (7 717
from a total of
21 477).","Increased utilisation of PIVA System.
Enhanced profiling of suspects.
Structured monitoring system implemented from divisional level.",Not applicable.,"Effective and efficient utilisation of PIVA System.
Enhanced profiling of suspects.
Structured monitoring system implemented from divisional level.",Not applicable.,"Enhanced profiling of suspects.
Structured monitoring system implemented from Divisional level.",Not applicable,Enhanced profiling of suspects and implementing a structured monitoring system at Divisional level.,Not applicable,275
Police,South African Police Service,National,Programme 3: Detective Services,Crime Investigations,Quarterly,Percentage of person-to-crime DNA leads finalised,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster","4,38%","19,77% (438 finalised from a total of 2 216).","8,75%","39,89% (884 from a total of 2 216).","13,13%","48,08% (1 064 from a total of 2 213).","17,50%","53,29% (1 181 from a total of 2 216).","17,50%",-,"58,41% (1 292 from a total of 2 212).","Target achieved.
Monitoring through weekly
accountability sessions with all
provinces.",,"58,41% (1 292
from a total of
2 212).","Structured monitoring system implemented from divisional level, as well as from provincial level.
Teams established to monitor the reporting, follow-up and finalisation of leads.",Not applicable.,"Structured monitoring system implemented from divisional level and provincial teams were established to monitor the reporting, follow-up and finalisation of leads.",Not applicable.,"Structured monitoring system implemented from Divisional level, as well as Provincial Teams established to monitor the reporting, follow-up and the finalisation of leads. The matter is also monitored, bi-monthly, through the Divisional Audit Steering Committee meeting.",Not applicable,Monitoring the performance indicator through weekly accountability sessions with all provinces.,Not applicable,275
Police,South African Police Service,National,Programme 3: Detective Services,Criminal Record Centre,Quarterly,Percentage of original previous conviction reports generated,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster","95% original previous conviction reports
generated within 15 calendar days","84,89% (197 985 from a total of 233 224).","95% original previous conviction reports
generated within 15 calendar days","90,34% (190 624 from a total of 211 005) original previous conviction reports generated, within 15 calendar days.","95% original previous conviction reports
generated within 15 calendar days","70,30% (186 754 from a total of 265 669) original previous conviction reports generated, within 15 calendar days.","95% original previous conviction reports
generated within 15 calendar days","82,18% (226 876 from a total of 276 082) original previous conviction reports generated, within 15 calendar days.","95% original previous conviction reports
generated within 15 calendar days",-,"81,36% (802 239 from a total of 985 980) of original previous conviction reports generated, within 15 calendar days","Target not achieved.
The presence of communication
errors between systems (AFIS
and Criminal Records System),
rebooting of the system is
monotonous, network challenges,
dependency on suppliers to
resolve escalated queries,
unscheduled down times of AFIS,
load shedding and a shortage
of personnel are significant
concerns that impacted on the
efficiency and effectiveness of
the Criminal Record Centre.
",Daily monitoring of production.,"81,36% (802 239
from a total of
985 980) of original
previous conviction
reports generated,
within 15 calendar
days.","The calculation method previously amended without revising the related Technical Indicator Description (TID). 
Non-compliance to the Standard Operating Procedure (SOP) (in relation to the receipt within 3 days, management of retakes and enquiries).
Implementation challenges with the Automated Fingerprints Identification System (AFIS), which is still persisting.
Challenges at certain Local Criminal Record Centres (LCRCs), in relation to a personnel shortage, electricity and water disruptions (Welkom, Kroonstad and Springs), network limitations (Springs and Kokstad), and inaccessible facilities (King Williams Town and Pietermaritzburg).
Poor command and control by command structures.",Capacitation of the LCRC environment.,"CRIM functions suspended due to down time cause by AFIS.
Long outstanding dossiers and configuration challenges that were picked up since implementation of the new AFIS.","Redistribute work to LCRC’s, countrywide, with manageable workload.","Communication error between systems (AFIS and CRIM).
Errors that are still unfamiliar to users.
Network challenges.
Long outstanding dossiers.
Dependency on the supplier to resolve escalated queries (irresolvable queries).
AFIS unscheduled down times.","Constant monitoring of the systems.
Regular meetings with the suppliers and system coordinators.
Increased working hours with compensation.","The presence of communication errors between systems (AFIS and CRIM), delays in resolving errors, network challenges, long outstanding dossiers, dependency on suppliers to resolve escalated queries (irresolvable queries), unscheduled down times of AFIS and load shedding are significant concerns that impacted on the efficiency and effectiveness of the Criminal Record Centre.","Constant monitoring of systems, regular meetings with suppliers and system coordinators and increased working hours with compensation can help address workload challenges.",275
Police,South African Police Service,National,Programme 3: Detective Services,Criminal Record Centre,Quarterly,Percentage of results of trial updated in respect of the following: Guilty verdict,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster","95% of results of trial (guilty) updated
within 20 calendar days","89,04% (34 867 from a total of 39 157).","95% of results of trial (guilty) updated
within 20 calendar days","89,34% (41 967 from a total of 46 977) of results of trial (guilty) updated, within 20 calendar days.","95% of results of trial (guilty) updated
within 20 calendar days","93,07% (36 932 from a total of 39 681) of results of trial (guilty) updated, within 20 calendar days.","95% of results of trial (guilty) updated
within 20 calendar days","94,22% (35 258 from a total of 37 421) of results of trial (guilty) updated, within 20 calendar days.","95% of results of trial (guilty) updated
within 20 calendar days",-,"91,29% (149 024 from a total of 163 236) of results of trial (guilty) updated, within 20 calendar days.","Target not achieved.
The presence of communication
errors between systems
Automated Fingerprint
Identification System (AFIS)
and the Criminal Records
System, rebooting of the
system is monotonous, network
challenges, dependency on
suppliers to resolve escalated queries, unscheduled down
times of AFIS, load shedding
and a shortage of personnel
are significant concerns that
impacted on the efficiency and
effectiveness of the Criminal
Record Centre.",Daily monitoring of production.,"91,29% (149 024
from a total of
163 236) of
results of trial
(guilty) updated,
within 20 calendar
days.","The calculation method previously amended without revising the related Technical Indicator Description (TID). 
Non-compliance to the Standard Operating Procedure (SOP) (in relation to the receipt within 3 days, management of retakes and enquiries).
Implementation challenges with the Automated Fingerprints Identification System (AFIS), which is still persisting.
Challenges at certain Local Criminal Record Centres (LCRCs), in relation to a personnel shortage, electricity and water disruptions (Welkom, Kroonstad and Springs), network limitations (Springs and Kokstad), and inaccessible facilities (King Williams Town and Pietermaritzburg).
Poor command and control by command structures.",Capacitation of the LCRC environment.,"Time lost due to downtime of the Automated Fingerprints Identification System (AFIS). 
CRIM functions suspended, due to system interoperability of the new AFIS to avoid synchronisation of differences. 
ROT received from station could not be processed, due to fingerprints not on AFIS.",Increase working hours with compensation. ,"Communication error between systems (AFIS and CRIM).
Errors that are still unfamiliar to users.
Network challenges.
Long outstanding dossiers.
Dependency on the supplier to resolve escalated queries (irresolvable queries). 
AFIS unscheduled down times.","Constant monitoring of the systems.
Regular meetings with the suppliers and system coordinators.
Increased working hours with compensation.","The presence of communication errors between systems (AFIS and CRIM), delays in resolving errors, network challenges, long outstanding dossiers, dependency on suppliers to resolve escalated queries (irresolvable queries), unscheduled down times of AFIS and load shedding are significant concerns that impacted on the efficiency and effectiveness of the Criminal Record Centre.","Constant monitoring of systems, regular meetings with suppliers and system coordinators and increased working hours with compensation can help address workload challenges.",275
Police,South African Police Service,National,Programme 3: Detective Services,Criminal Record Centre,Quarterly,Percentage of results of trial updated in respect of the following: Not guilty verdict,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster","95% of results of trial (not guilty /
withdrawn) updated within 20 calendar
days","94,32% (180 684 from a total of 191 564).","95% of results of trial (not guilty /
withdrawn) updated within 20 calendar
days","90,18% (190 999 from a total of 211 805) of results of trial (not guilty/withdrawn) updated within 20 calendar days.","95% of results of trial (not guilty /
withdrawn) updated within 20 calendar
days","96,11% (181 166 from a total of 188 505) of results of trial (not guilty/withdrawn) updated within 20 calendar days.","95% of results of trial (not guilty /
withdrawn) updated within 20 calendar
days","95,58% (184 320 from a total of 192 851) of results of trial (not guilty/withdrawn) updated within 20 calendar days.","95% of results of trial (not guilty /
withdrawn) updated within 20 calendar
days",-,"93,94% (737 169 from a total of 784 725) results of trial (not guilty/ withdrawn) updated, within 20 calendar days.","Target not achieved.
The presence of communication
errors between systems (AFIS
and Criminal Records System),
rebooting of the system is
monotonous, network challenges,
dependency on suppliers to
resolve escalated queries,
unscheduled down times of AFIS,
load shedding and a shortage
of personnel are significant
concerns that impacted on the
efficiency and effectiveness of
the Criminal Record Centre.
",Daily monitoring of production.,"93,94% (737 169
from a total of
784 725) results
of trial (not guilty/
withdrawn) updated,
within 20 calendar
days.","The calculation method previously amended without revising the related Technical Indicator Description (TID). 
Non-compliance to the Standard Operating Procedure (SOP) (in relation to the receipt within 3 days, management of retakes and enquiries).
Implementation challenges with the Automated Fingerprints Identification System (AFIS), which is still persisting.
Challenges at certain Local Criminal Record Centres (LCRCs), in relation to a personnel shortage, electricity and water disruptions (Welkom, Kroonstad and Springs), network limitations (Springs and Kokstad), and inaccessible facilities (King Williams Town and Pietermaritzburg).
Poor command and control by command structures.",Capacitation of the LCRC environment.,"Time lost due to downtime of the Automated Fingerprints Identification System (AFIS). 
CRIM functions suspended, due to system interoperability of the new AFIS to avoid synchronisation of differences. 
ROT received from station could not be processed, due to fingerprints not on AFIS.",Implement early warning system to prevent future recurrence.,Redistribute work with manageable workload.,Not applicable,Re-distribute work with manageable workload. The process is easy and ensures completion in a reasonable time frame.,Not applicable,275
Police,South African Police Service,National,Programme 3: Detective Services,Forensic Science Laboratory,Quarterly,Percentage of Ballistics Intelligence case exhibits (entries) finalised,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster","95% of IBIS case exhibits (entries)
finalised within 35 calendar days","91,55% (32 777 from a total of 35 803).","95% of IBIS case exhibits (entries)
finalised within 35 calendar days","76,74% (15 129 from a total 19 715). ","95% of IBIS case exhibits (entries)
finalised within 35 calendar days","86,64% (7 835 from a total of 9 043) of IBIS case exhibits (entries) finalised, within 35 calendar days.","95% of IBIS case exhibits (entries)
finalised within 35 calendar days","86,02% (11 385 from a total of 13 236) of IBIS case exhibits (entries) finalised, within 35 calendar days.","95% of IBIS case exhibits (entries)
finalised within 35 calendar days",-,"86,28% (67 126 from a total of 77 797) of IBIS case exhibits (entries) finalised, within 35 calendar days.","Target not achieved.
The down management of
old backlogged cases, while
processing new incoming
workload that has accumulated
since 2018, owing to a lack
of consumables, equipment
maintenance and calibration.
The impact of the flood in
KwaZulu-Natal, rendering the
region non-functional for three
months, disrupted the workflow.
A loss of human capital due
to exits, promotions, transfers
and deaths created challenges.
Despite the fact that positions
are frequently filled, the time
it takes for a newly appointed
analyst to perform independent
analysis contributes to temporary
delays in case processing.
Forensic instruments operate
under vacuum and at high
temperatures. The analysis
of samples starts at a low
temperature (40°) and ends at a
high temperature (300°). Biology experiencing a high
percentage (25%) of DNA
requests emanating from crime
scenes.
Contracts for consumables
and equipment maintenance
and calibration are constantly
monitored, to ensure that
the necessary resources are
available for the forensic analysis
process. When a member leaves
the service, the submission
of vacant funded positions
proceeds. Monitoring equipment
usage and consumable stock
levels on a daily basis. Regular
meetings with IT system solution
coordinators to address any
potential system downtime
issues. The allocation of overtime
to fast-track the processing
of case exhibits (entries),
particularly prioritised cases and
those exceeding set timelines.
The SAPS/NPA Project focusing
on prioritising DNA reports
(212 statements), as per the
NPA’s request list. Since the
establishment of the NPA/
SAPS Project, no case has been
withdrawn, due to the lack of
DNA Reports (212 statements).
The successful enrolment of
31 259 GBVF-related DNA
reports.","To address underperformance in the forensic services environment, the SAPS will monitor contracts for consumables and equipment maintenance and calibration, to ensure that the necessary resources are available for the forensic analysis process; proceed with the submission of vacant funded positions when a member leaves the service; monitor equipment usage and consumable stock levels, on a daily basis; conduct regular meetings with IT system solution coordinators to address any potential system downtime issues; and allocate overtime to fast-track the processing of case exhibits (entries), particularly prioritised cases and those exceeding set timelines. The SAPS/NPA project focusing on prioritising DNA reports (212 statements) as per the NPA's request list. Since the establishment of the NPA/SAPS Project, no case has been withdrawn due to lack of a DNA Report (212 statement). The successful enrolment of 31 259 GBVF-related DNA reports.
","86,28% (67 126
from a total of
77 797), within 35
calendar days.","The FSL Admin currently cannot process case files in bulk.
Flooding that engulfed the KwaZulu-Natal Laboratory had a negative impact on the processing of exhibits.",Suitable accommodation is urgently required.,"Backlog: owing to the backlog accumulated, since 2019.
Priority had to be given to both new and old cases, which affected performance. 
Loss of time in production, due to load shedding and a shortage of water.",Meeting held with Iron Mountain on the speedy retrieval of case files.,"Loss of human capital, due to promotion, resignation, transfers, death and promotion. The establishment of the Forensic Science Laboratories were 1 800, in quarter 1, 1 781, in quarter 2 and 1 732, in quarter 3.",Recruitment of personnel.,Loss of time in production due to load shedding.,Applications for overtime for after working hours.,275
Police,South African Police Service,National,Programme 3: Detective Services,Forensic Science Laboratory,Quarterly,Percentage of Biology DNA Intelligence case exhibits (entries) finalised,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster","80% of DNA intelligence case
exhibits (entries) processed within
90 calendar days","24,98% (4 658 from a total of 18 650).","80% of DNA intelligence case
exhibits (entries) processed within
90 calendar days","50,21% (68 134 from a total of 135 710).","80% of DNA intelligence case
exhibits (entries) processed within
90 calendar days","73,12% (63 733 from a total of 87 160) of DNA intelligence case exhibits (entries) processed, within 90 calendar days.","80% of DNA intelligence case
exhibits (entries) processed within
90 calendar days","82,66% (79 000 from a total of 95 573) of DNA and RI intelligence case exhibits (entries) processed, within 90 calendar days.","80% of DNA intelligence case
exhibits (entries) processed within
90 calendar days",-,"62,42% (282 211 of 452 092) of DNA intelligence case exhibits (entries) processed, within 90 calendar days.","Target not achieved.
The finalisation rate for biology
exhibits (entries) has increased
progressively from 92,43%,
in 2021/22 to 131,90%, in
2022/23.
The FSL received and registered
536 350 case exhibits (entries),
in 2021/22 and 660 102 case
exhibits (entries), in 2022/23, an
increase of 23,07%.
The down management of
old backlogged cases, while
processing new incoming
workload that has accumulated
since 2018, owing to a lack
of consumables, equipment
maintenance and calibration.
The impact of the flood in
KwaZulu-Natal, rendering the
region non-functional for three
months, disrupted the workflow.
A loss of human capital due
to exits, promotions, transfers
and deaths created challenges.
Despite the fact that positions
are frequently filled, the time
it takes for a newly appointed
analyst to perform independent
analysis contributes to temporary
delays in case processing. Forensic instruments operate
under vacuum and at high
temperatures. The analysis
of samples starts at a low
temperature (40°) and ends at a
high temperature (300°).
Biology experiencing a high
percentage (25%) of DNA
requests emanating from crime
scenes.
Contracts for consumables
and equipment maintenance
and calibration are constantly
monitored, to ensure that
the necessary resources are
available for the forensic analysis
process. When a member leaves
the service, the submission
of vacant funded positions
proceeds. Monitoring equipment
usage and consumable stock
levels on a daily basis. Regular
meetings with IT system solution
coordinators to address any
potential system downtime
issues. The allocation of overtime
to fast-track the processing
of case exhibits (entries),
particularly prioritised cases and
those exceeding set timelines.
The SAPS/NPA Project focusing
on prioritising DNA reports
(212 statements), as per the
NPA’s request list. Since the
establishment of the NPA/SAPS Project, no case
has been withdrawn, due to
the lack of DNA Reports (212
statements). The successful
enrolment of 31 259 GBVFrelated
DNA reports.

","To address underperformance in the forensic services environment, the SAPS will monitor contracts for consumables and equipment maintenance and calibration, to ensure that the necessary resources are available for the forensic analysis process; proceed with the submission of vacant funded positions when a member leaves the service; monitor equipment usage and consumable stock levels, on a daily basis; conduct regular meetings with IT system solution coordinators to address any potential system downtime issues; and allocate overtime to fast-track the processing of case exhibits (entries), particularly prioritised cases and those exceeding set timelines. The SAPS/NPA project focusing on prioritising DNA reports (212 statements) as per the NPA's request list. Since the establishment of the NPA/SAPS Project, no case has been withdrawn due to lack of a DNA Report (212 statement). The successful enrolment of 31 259 GBVF-related DNA reports.
","62,42% (282 211
from a total of
452 092), within 90
calendar days.","The FSL Admin currently cannot process case files in bulk.
Flooding that engulfed the KwaZulu-Natal Laboratory had a negative impact on the processing of exhibits.",Suitable accommodation is urgently required.,"Excessive downtime, due to STRLab. 
RI System – UPS – Not operational and needed to be replaced, as there are no parts available for repair. 
RI System – IT – Communication challenges was experienced between STRLab and RI System, which affected service delivery.  
No service contract in place.","Need for the appointment of a STRLab Administrator, at the KwaZulu-Natal and Eastern Cape Laboratories.
Connect instruments to FSL generator.
Replace FSL UPS batteries to prevent interruption.","Excessive downtime due to the STRLab. The  system crashed and it was not operational from 28 October 2022 to 9 Nov 2022. There was no processing of exhibits, hence there was a deficit of over 20 000 cases to be finalised over that period. The samples had to be analysed and recommitted.",Monitoring of procurement processes.,Less down time on RI machinery.,Not applicable,275
Police,South African Police Service,National,Programme 3: Detective Services,Forensic Science Laboratory,Quarterly,Percentage of case exhibits (entries) not yet finalised exceeding the prescribed time frames,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster","Backlog not exceeding 10% of
registered case exhibits (entries)","49,29% (302 670 from a total of 614 020).
","Backlog not exceeding 10% of
registered case exhibits (entries)","44,49% (235 472 from total of 529 231).","Backlog not exceeding 10% of
registered case exhibits (entries)","76,72% (215 159 from a total of 280 455) backlog not exceeding 10% of registered case exhibits - entries).","Backlog not exceeding 10% of
registered case exhibits (entries)","29,63% (195 605 from a total of 660 102) backlog not exceeding 10% of registered case exhibits (entries).","Backlog not exceeding 10% of
registered case exhibits (entries)",-,"29,63% (195 605 from a total of 660 102) case exhibits (entries) not yet finalised exceeding the prescribed time frames.","Target not achieved.
The finalisation rate for biology
exhibits (entries) has increased
progressively from 92,43%,
in 2021/22 to 131,90%, in
2022/23.
The FSL received and registered
536 350 case exhibits (entries),
in 2021/22 and 660 102 case
exhibits (entries), in 2022/23, an
increase of 23,07%.
The down management of
old backlogged cases, while
processing new incoming
workload that has accumulated
since 2018, owing to a lack
of consumables, equipment
maintenance and calibration.
The impact of the flood in
KwaZulu-Natal, rendering the
region non-functional for three
months, disrupted the workflow.
A loss of human capital due
to exits, promotions, transfers
and deaths created challenges.
Despite the fact that positions
are frequently filled, the time
it takes for a newly appointed
analyst to perform independent
analysis contributes to temporary
delays in case processing.
Forensic instruments operate
under vacuum and at high The analysis of
samples starts at a low
temperature (40°) and ends at a
high temperature (300°).
Biology experiencing a high
percentage (25%) of DNA
requests emanating from crime
scenes.
Contracts for consumables
and equipment maintenance
and calibration are constantly
monitored, to ensure that
the necessary resources are
available for the forensic analysis
process. When a member leaves
the service, the submission
of vacant funded positions
proceeds. Monitoring equipment
usage and consumable stock
levels on a daily basis. Regular
meetings with IT system solution
coordinators to address any
potential system downtime
issues. The allocation of overtime
to fast-track the processing
of case exhibits (entries),
particularly prioritised cases and
those exceeding set timelines.
The SAPS/NPA Project focusing
on prioritising DNA reports
(212 statements), as per the
NPA’s request list. Since the
establishment of the NPA/
SAPS Project, no case has been
withdrawn, due to the lack of
DNA Reports (212 statements),
The successful enrolment of 31
259 GBVF-related DNA reports.","To address underperformance in the forensic services environment, the SAPS will monitor contracts for consumables and equipment maintenance and calibration, to ensure that the necessary resources are available for the forensic analysis process; proceed with the submission of vacant funded positions when a member leaves the service; monitor equipment usage and consumable stock levels, on a daily basis; conduct regular meetings with IT system solution coordinators to address any potential system downtime issues; and allocate overtime to fast-track the processing of case exhibits (entries), particularly prioritised cases and those exceeding set timelines. The SAPS/NPA project focusing on prioritising DNA reports (212 statements) as per the NPA's request list. Since the establishment of the NPA/SAPS Project, no case has been withdrawn due to lack of a DNA Report (212 statement). The successful enrolment of 31 259 GBVF-related DNA reports.
","29,63% (195 605
from a total of
660 102) case
exhibits (entries)
not yet finalised
exceeding the
prescribed time
frames.","The FSL Admin currently cannot process case files in bulk.
Flooding that engulfed the KwaZulu-Natal Laboratory had a negative impact on the processing of exhibits.",Bids to be expedited.,"Backlog: owing to the backlog accumulated, since 2019.
Priority had to be given to both new and old cases, which affected performance. 
Loss of time in production, due to load shedding and a shortage of water.","Installation and updating of software licences commenced, on 7 October 2022.
Procure via the BID process.  
Resubmission due to a lack of bidders.  
The bid process finalised. Awaiting issuing of the order number.  
Need for the appointment of a STRLab Administrator, at the KwaZulu-Natal and Eastern Cape Laboratories.
Connect instruments to FSL generator.
Replace FSL UPS batteries to prevent interruption.","Prioritisation of cases as per the request from primary and secondary clients (NPA , DPCI, IPID and Detectives).","Allocation of overtime to fast track the processing of case exhibits (entries), focusing on prioritised cases and also those exceeding the set timelines.","Backlogged cases have accumulated, since 2019.
Loss of time in production due to load shedding.","A strategic approach is required to effectively address incoming workload, while also tackling backlogged cases simultaneously.",275
