Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Priority,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,National_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,National_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,National_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,National_Q4,OTP_Q4,OTP_Q1,OTP_Q2,UID
Basic Education,Education,Mpumalanga,Programme 7: Examination and Education Related Services,Sub-Programme 7.1: Payments to SETA,Annually,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171
Basic Education,Education,Mpumalanga,Programme 7: Examination and Education Related Services,Sub-Programme 7.1: Payments to SETA,Quarterly,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171
Basic Education,Education,Mpumalanga,Programme 7: Examination and Education Related Services,Sub-Programme 7.2: Professional Services ,Annually,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171
Basic Education,Education,Mpumalanga,Programme 7: Examination and Education Related Services,Sub-Programme 7.2: Professional Services ,Quarterly,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171
Basic Education,Education,Mpumalanga,Programme 7: Examination and Education Related Services,Sub-Programme 7.3: External Examinations,Annually,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171
Basic Education,Education,Mpumalanga,Programme 7: Examination and Education Related Services,Sub-Programme 7.3: External Examinations,Quarterly,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171
Basic Education,Education,Mpumalanga,Programme 7: Examination and Education Related Services,Sub-Programme 7.4: Special Projects,Annually,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171
Basic Education,Education,Mpumalanga,Programme 7: Examination and Education Related Services,Sub-Programme 7.4: Special Projects,Quarterly,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171
Basic Education,Education,Mpumalanga,Programme 7: Examination and Education Related Services,Sub-Programme 7.5: Conditional Grants,Annually,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171
Basic Education,Education,Mpumalanga,Programme 7: Examination and Education Related Services,Sub-Programme 7.5: Conditional Grants,Quarterly,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171
Environmental Affairs,Environmental Affairs,Mpumalanga,"Programme 2: Environmental Policy,  Planning and Coordination  ","Programme 2: Environmental Policy,  Planning and Coordination  ",Annually,Number of climate change response interventions implemented,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",-,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,2,2,2,2,,"

None

","

None",,,,,,,,,,,,,,,,,171
Environmental Affairs,Environmental Affairs,Mpumalanga,"Programme 2: Environmental Policy,  Planning and Coordination  ","Programme 2: Environmental Policy,  Planning and Coordination  ",Annually,Number of environmental research projects completed,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",-,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,1,0,1,0,,The underperformance was due to adverse weather conditions prevented bird capture,"Extension to complete project has been granted, the project will be completed in the next financial year",,,,,,,,,,,,,,,,,171
Environmental Affairs,Environmental Affairs,Mpumalanga,"Programme 2: Environmental Policy,  Planning and Coordination  ","Programme 2: Environmental Policy,  Planning and Coordination  ",Annually,Number of functional environmental information management systems maintained,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",-,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,171
Environmental Affairs,Environmental Affairs,Mpumalanga,"Programme 2: Environmental Policy,  Planning and Coordination  ","Programme 2: Environmental Policy,  Planning and Coordination  ",Annually,Number of inter-governmental sector programmes implemented,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",-,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,2,2,2,2,,"
None","
None",,,,,,,,,,,,,,,,,171
Environmental Affairs,Environmental Affairs,Mpumalanga,"Programme 2: Environmental Policy,  Planning and Coordination  ","Programme 2: Environmental Policy,  Planning and Coordination  ",Annually,Number of legislated tools developed,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",-,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,1,1,1,1,,"
None","
None",,,,,,,,,,,,,,,,,171
Environmental Affairs,Environmental Affairs,Mpumalanga,"Programme 2: Environmental Policy,  Planning and Coordination  ","Programme 2: Environmental Policy,  Planning and Coordination  ",Quarterly,Number of Functional Environmental information Management Systems Maintained,Non-Standardized,Max,"Priority 5: Spatial Integration, Human Settlements and Local Government","Spatial Integration, Human Settlements  and Local Government","The Economic Sectors, Employment and Infrastructure Development cluster",5,5,5,"

5
",5,"5
",5,5,5,5,,,,,"
None
",,"The province is on target for Q1 and has achieved the target for the quarter. The Calculation Type for the indicator is non-cumulative  and the reporting cycle is annually reported.   


","

None","

None","The province is on target for Q2 and has achieved the target for the quarter 
",None,None,"The province is on target for Q3 and has achieved the target for the quarter 
",None,None,"The province is on target for Q4 and has achieved the annual target  
",,,,171
Environmental Affairs,Environmental Affairs,Mpumalanga,"Programme 2: Environmental Policy,  Planning and Coordination  ",Sub-Programme 2.2: Legislative Development,Annually,Number of Legislated Tools Developed,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","A capable, ethical and developmental state","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,171
Environmental Affairs,Environmental Affairs,Mpumalanga,"Programme 2: Environmental Policy,  Planning and Coordination  ",Sub-Programme 2.3: Research and Development Support,Annually,Number of environmental research projects completed,Standardized,Not  Applicable,Not Applicable,"Spatial Integration, Human Settlements  and Local Government",Not Applicable,,,,,,,1,0,1,0,,The underperformance was due to adverse weather conditions prevented bird capture,"Extension to complete project has been granted, the project will be completed in the next financial year",,,,,,,,,,,,,,,,,171
Environmental Affairs,Environmental Affairs,Mpumalanga,"Programme 2: Environmental Policy,  Planning and Coordination  ",Sub-Programme 2.5: Climate Change Management,Annually,Default ,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,171
Environmental Affairs,Environmental Affairs,Mpumalanga,"Programme 2: Environmental Policy,  Planning and Coordination  ",Sub-Programme 2.5: Climate Change Management,Annually,Number of Climate Change Response interventions implemented,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Spatial Integration, Human Settlements  and Local Government","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,2,2,2,2,,None,None,,,,,,,,,,,,,,,,,171
Environmental Affairs,Environmental Affairs,Mpumalanga,Programme 3: Compliance and Enforcement,Programme 3: Compliance and Enforcement,Annually,Number of Joint Partnerships conducted with external role players,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Spatial Integration, Human Settlements  and Local Government","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,5,5,5,5,,"
None
","
None",,,,,,,,,,,,,,,,,171
Environmental Affairs,Environmental Affairs,Mpumalanga,Programme 3: Compliance and Enforcement,Programme 3: Compliance and Enforcement,Quarterly,Number of administrative enforcement notices issued for non-compliance with environmental management legislation,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",37,33,37,"


96",31,30,30,"


40",135,199,,,,,Received less complaints for administrative enforcement action than anticipated,None,"The province is below Q1 target and has not achieved the target for the quarter 
","More cases were received and attended as per legal requirement 


",None,"The province is above Q2 target and has achieved by exceeding the target for the quarter 
",Received less non-compliance cases than anticipated ,None,"The province is below Q target and has not achieved the target for the quarter 
",Received more complaints than anticipated and attended to as per legal requirements,None,"The province is above Q4 target and has achieved the annual target  
",,,,171
Environmental Affairs,Environmental Affairs,Mpumalanga,Programme 3: Compliance and Enforcement,Programme 3: Compliance and Enforcement,Quarterly,Number of completed criminal investigations handed to the NPA for prosecution,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",8,8,9,"

8",8,"10

",7,"

8
",32,34,,,,,"
None","
None","The province is on target for Q1 and has achieved the target for the quarter
",One (1) criminal case was not finalized awaiting further instructions from NPA,Fast-track the pending investigation,"The province is below Q2 target and has not achieved the target for the quarter 
",Over-achievement was due to finalization of the outstanding investigations,None,"The province is above Q3 target and has achieved by exceeding the target for the quarter 
",More criminal cases finalized for prosecution,None,"The province is above Q4 target and has achieved the annual target  
",,,,171
Environmental Affairs,Environmental Affairs,Mpumalanga,Programme 3: Compliance and Enforcement,Programme 3: Compliance and Enforcement,Quarterly,Number of compliance inspections conducted,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",120,120,120,"
115",100,"
105",60,"
116",400,456,,,,,"
None","
None","The province is on target for Q1 and has achieved the target for the quarter
",Less cases were received than planned,None,"The province is below Q2 target and has not achieved the target for the quarter 
","More complaints received than planned
",None,"The province is above Q3 target and has achieved by exceeding the target for the quarter 
",More complaints received and attended as per legal requirement,None,"The province is above Q4 target and has achieved the annual target  
",,,,171
Environmental Affairs,Environmental Affairs,Mpumalanga,Programme 3: Compliance and Enforcement,Programme 3: Compliance and Enforcement,Quarterly,Number of Section 24G applications finalized,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Social Cohesion and Safe communities,"The Economic Sectors, Employment and Infrastructure Development cluster",5,3,6,"
10",2,"
5",2,"
4",15,22,,,,,Finalized less applications than anticipated due to non- payment of administration fines by transgressors,Follow- up on non-payment to fastrack application finalization,,More applicants paid the administrative fines. The applications have to be finalized within 30 days after payment, None,,More applicants paid administrative fines,None,,More applicants paid administrative fines and finalized as per the legal requirement.,None,,,,,171
Environmental Affairs,Environmental Affairs,Mpumalanga,Programme 4: Environmental Quality Management,Programme 4: Environmental Quality Management,Quarterly,"Number of activities conducted for waste diversion through recycling, re-use and beneficiation",Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Economic transformation and job  creation,"The Economic Sectors, Employment and Infrastructure Development cluster",40,43,40,"

85",20,"

56",20,"

84",120,268,,,,,Conducted more activities in support of stakeholders partnership ,Conducted more activities in support of stakeholders partnership ,,"More activities conducted due to requests from municipalities

",None,,The over achievement was due to activities conducted in partnership with stakeholders,None,,Conducted more activities due to collaboration with external stakeholders,None,,,,,171
Environmental Affairs,Environmental Affairs,Mpumalanga,Programme 4: Environmental Quality Management,Programme 4: Environmental Quality Management,Quarterly,Number of Ambient Air Quality Monitoring Stations managed,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Spatial Integration, Human Settlements  and Local Government","The Economic Sectors, Employment and Infrastructure Development cluster",6,6,6,"
6",6,"
6",6,"
6",6,24,,,,,"
None","
None",,"
None","
None",,"
None","
None",,"
None","
None",,,,,171
Environmental Affairs,Environmental Affairs,Mpumalanga,Programme 4: Environmental Quality Management,Programme 4: Environmental Quality Management,Quarterly,Number of Waste Certificates issued,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Social Cohesion and Safe communities,"The Economic Sectors, Employment and Infrastructure Development cluster",20,13,20,"
56",20,"
36",20,"
34",80,139,,,,,Received less application than anticipated,None,,More applications for waste certificates received than planned,None,,More registration requests received than anticipated,None,,"
More applications received than anticipated","
None",,,,,171
Environmental Affairs,Environmental Affairs,Mpumalanga,Programme 4: Environmental Quality Management,Programme 4: Environmental Quality Management,Quarterly,Percentage of complete Atmospheric Emission Licenses (AELs) issued within legislated timeframes,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",-,"The Economic Sectors, Employment and Infrastructure Development cluster",100,Not applicable,100,"

Not applicable",100,Not applicable,100,"

Not applicable",100,-,,,,,"

No applications received","
None","The province did not receive applications for the quarter. 
","

No applications received","

None","The province did not receive applications during quarter four.
",No applications received,None,"The province did not receive applications during quarter three.
","

No applications received

","

None","The province did not receive applications for the quarter. 
",,,capture target as 0,171
Environmental Affairs,Environmental Affairs,Mpumalanga,Programme 4: Environmental Quality Management,Programme 4: Environmental Quality Management,Quarterly,Percentage of complete Environmental Impact Assessment (EIA) applications finalized within legislated timeframes,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",-,"The Economic Sectors, Employment and Infrastructure Development cluster",100,96.2,100,"


100",100,"100


",100,"

100%
",100,-,,,,,One EIA application was finalized 3 days out of time frame,None,"The province is below Q1 target and has not achieved the target for the quarter 
","


None","


None","The province is on target for Q2 and has achieved the target for the quarter 
",None,None,"The province is on target for Q3 and has achieved the target for the quarter 
","

None","

None","The province is on target for Q4 and has achieved the annual target  
",,,,171
Environmental Affairs,Environmental Affairs,Mpumalanga,Programme 4: Environmental Quality Management,Programme 4: Environmental Quality Management,Quarterly,Percentage of complete Waste License applications finalised within legislated time-frames,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",-,"The Economic Sectors, Employment and Infrastructure Development cluster",100,Not applicable,100,"

Not applicable
",100,Not applicable,100,"

Not applicable",100,-,,,,,"
No applications received","
 None","The province did not receive applications for the quarter. 
","

No applications received","

None","The province did not receive applications during quarter four.
",No applications received,None,The province did not receive applications during quarter three.,"

No applications received","

None","The province did not receive applications for the quarter. 
",,,capture target as 0,171
Environmental Affairs,Environmental Affairs,Mpumalanga,Programme 5:  Biodiversity Management,Programme 5:  Biodiversity Management,Annually,Number of Biodiversity Economy initiatives implemented,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,2,0,2,0,,"The non implementation of the initiatives was a result of cost curtailment from Department of Forestry, Fisheries & Environment (DFFE) and Mpumalanga Tourism and Parks Agency (MTPA)",The MTPA has engaged DFFE to jointly plan for the implementation of the node,,,,,,,,,,,,,,,,,171
Environmental Affairs,Environmental Affairs,Mpumalanga,Programme 5:  Biodiversity Management,Programme 5:  Biodiversity Management,Annually,Number of hectares under the conservation estate,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,9000,5572.8,9000,5572.8,,The target was not achieved due to delays regarding declarations of Loskop and Dixie sites as a result of external support by stakeholders not forthcoming and landowners not providing consent,Continue to engage private landowners and partners to finalize processes to declare these sites,,,,,,,,,,,,,,,,,171
Environmental Affairs,Environmental Affairs,Mpumalanga,Programme 5:  Biodiversity Management,Programme 5:  Biodiversity Management,Annually,Percentage of area of state managed protected areas assessed with a METT score above 67%,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,10 %,12 %,10 %,12 %,,Over achievement due to external partnership (We Care for Wild at Barberton Nature Reserve),None,,,,,,,,,,,,,,,,,171
Environmental Affairs,Environmental Affairs,Mpumalanga,Programme 5:  Biodiversity Management,Programme 5:  Biodiversity Management,Quarterly,Percentage of complete biodiversity management permits issued within legislated timeframes,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",100 %,100 %,100 %,"

100 %",100 %,"

100 %",100 %,"

100 %",100 %,400 %,,,,,"

None","

None","The province is on target for Q1 and has achieved the target for the quarter
","

None","

None","The province is on target for Q2 and has achieved the target for the quarter
","

None","

None","The province is on target for Q3 and has achieved the target for the quarter 
","

None","

None","The province is on target for Q4 and has achieved the annual target  
",,,,171
Environmental Affairs,Environmental Affairs,Mpumalanga,Programme 6:	Environmental Empowerment Services  ,Programme 6:	Environmental Empowerment Services  ,Annually,Number of work opportunities created through environment sector public employment programmes,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",-,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,225,225,225,225,,"

None","

None
",,,,,,,,,,,,,,,,,171
Environmental Affairs,Environmental Affairs,Mpumalanga,Programme 6:	Environmental Empowerment Services  ,Programme 6:	Environmental Empowerment Services  ,Quarterly,Number of environmental awareness activities conducted,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",-,"The Economic Sectors, Employment and Infrastructure Development cluster",56,56,57,"
57",0,"
Planned for the 4th quarter",57,"
57",170,113,,,,,"
None","
None","The province is on target for Q1 and has achieved the target for the quarter 
","
None","
None","The province is on target for Q2 and has achieved the target for the quarter
","
None
","
None","The province did not plan to implement on the indicator during quarter 3 
","
None","
None","The province is on target for Q4 and has achieved the annual target  
",,,,171
Environmental Affairs,Environmental Affairs,Mpumalanga,Programme 6:	Environmental Empowerment Services  ,Programme 6:	Environmental Empowerment Services  ,Quarterly,Number of environmental capacity building activities conducted,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",-,"The Economic Sectors, Employment and Infrastructure Development cluster",42,42,35,"
35",7,"
7",4,"
4",88,88,,,,,"
None","
None","The province is on target for Q1 and has achieved the target for the quarter 
","
None","
None","The province is on target for Q2 and has achieved the target for the quarter
","
None","
None","The province is on target for Q3 and has achieved the target for the quarter 
","
None","
None","The province is on target for Q4 and has achieved the annual target  
",,,,171
Environmental Affairs,Environmental Affairs,Mpumalanga,Programme 6:	Environmental Empowerment Services  ,Programme 6:	Environmental Empowerment Services  ,Quarterly,Number of programmes implemented on key Result areas of the National Environmental Education and Training Strategy and Action Plan,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Spatial Integration, Human Settlements  and Local Government","The Economic Sectors, Employment and Infrastructure Development cluster",0,0,0,"


Planned for the 3rd quarter",2,"


2",1,"


1",3,0,,,,,Planned for the third quarter,,,"


None","


None",,"


None","


None",,"


None","


None",,,,,171
