Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,DesiredPerformance,UID
,"Sport, Arts and Culture",National,Programme  1: Administration ,Programme  1: Administration ,Annually, Percentage of interns enrolled against funded posts,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,,,5 %,,5.9,Placement opportunities were identified to enrol additional interns beyond the minimum target .,-,5.9,,,,,,,,,,260
,"Sport, Arts and Culture",National,Programme  1: Administration ,Programme  1: Administration ,Annually,Number of prioritised manual services modernised,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,,,2,,0,Issues raised by SITA that all government procurement should be via them and based on audit queries raised by the AGSA previously.,Issuing of own bids to test the market and negotiate with SITA on proposal costs and/or SITA to grant approval for the department to proceed to appoint,0,,,,,,,,,,260
,"Sport, Arts and Culture",National,Programme  1: Administration ,Programme  1: Administration ,Annually,Number of SAC awareness campaigns activated to  profile the work of the Department,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,,,4,,4,-,-,4,,,,,,,,,,260
,"Sport, Arts and Culture",National,Programme  1: Administration ,Programme  1: Administration ,Quarterly,Number of Izimbizo held,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",3,1,3,"3 Izimbizo were held as follows: 
?	30 Aug 2023–Honouring and Celebrating the life and times of Dr John Kani, GP (Johannesburg).
?	14–15 Sept 2023–School Sport Indaba, GP (Boksburg).
?	28 Sept 2023–25th Anniversary & Heritage Celebrations for our Cultural Initiation School, EC (Centane).
",2,3,1,3,9,4,9,,,9,"The izimbizo programme is led by Ministry.
The new DSAC Ministry commenced on 07 March 2023 and thus the month of March and April was used for transition and handover. 

In addition, the Minister and DM had several internal and external stakeholder engagements outlining the Ministry priorities for 2023/24 and further understanding the role and work of the various stakeholders within the sport and arts & culture sectors. Thus, only one imbizo of the total three was achieved. 
","There is a cabinet instruction that Izimbizo must be held during Fridays from the 2nd Quarter, which will ensure that we overachieve (+5 Izimbizo) to recover the 1st Quarter target. 

The 1st Ministerial Imbizo is planned for 26th July 2023 at Centane, Eastern Cape.
",-,-,"Due to underachievement by 2 in Q1, the indicator must over-achieve during Q3 and Q4 to reach annual target.",-,Two (2) additional Creative Industry Imbizo and Thulare traditional Council Imbizo and handover of Outdoor Gym was held in the fourth quarter.,The additional Izimbizo were held during the fourth quarter to achieve the annual target,,260
,"Sport, Arts and Culture",National,Programme  1: Administration ,Programme  1: Administration ,Quarterly, Percentage of valid invoices paid within 30 days,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",100 %,100 %,100 %,"100% of valid invoices paid within 30 days as follows:
?	July: 1 219 (R75 115 848.03)
?	August: 1 163 (R49 563 267.98)
?	September: 1 125 (R40 422 858.20)

?	Total: 3 507 (R165 101 974.21)
 %",100 %,100 %,100 %,100% %,100 %,200 %,100,,,100,-,-,-,-,-,-,-,-,,260
,"Sport, Arts and Culture",National,Programme  1: Administration ,Programme  1: Administration ,Quarterly, Percentage of councils/boards that are fully  constituted,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",100 %,100 %,100 %,100% of councils/boards were fully constituted.  In the quarter under review there were no councils/boards that were due for reconstitution. %,100 %,100 %,100 %,93% %,100 %,200 %,93,"The Board of Boxing SA was 
interdicted from taking office. 
The matter was opposed but 
subsequently withdrawn. To 
deal with the issue of a 
governance vacuum, the 
Minister appointed the 
Accounting Authority with the 
concurrence from the National 
Treasury. The Accounting 
Authority takes full 
responsibility of the board
The Pan South African 
Language Board’s interviews 
were held by the Portfolio 
Committee, however the 
names recommended have not 
been submitted to the Minister 
to make appointment","constitution of the new 
Board of Boxing SA and 
Pan South African 
Language Board will be 
appointed as soon as the 
recommend names are 
received from parliament",93,-,-,-,-,-,-,"The Board of Boxing SA was interdicted from taking office. The matter was opposed but subsequently withdrawn.
The Pan South African Language Board’s interviews were held by the Portfolio Committee, however the names recommended have not been submitted to the Minister to make appointment.
",Reconstitution of the new Board of Boxing SA and Pan South African Language Board will be appointed as soon as the recommend names are received from parliament.,,260
,"Sport, Arts and Culture",National,Programme 2: Recreation Development and Sport Development,Programme 2: Recreation Development and Sport Development,Annually,Number of community outdoor gyms and children's parks constructed ,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,10,15,10,,15,"During the financial year, there was a request for an additional five (5) sites to be constructed. The programme reprioritises the budget to make provision of the 5 required sites.",,15,,,,,,,,,,260
,"Sport, Arts and Culture",National,Programme 2: Recreation Development and Sport Development,Programme 2: Recreation Development and Sport Development,Annually,Number of heritage legacy facilities (including the Resistance and Liberation Heritage Route [RLHR] sites ) developed and / or maintained to transform the national heritage landscape,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,,,3,,0,"
Isibhubhu Cultural Arena 

The project could not be completed in one financial year due to its magnitude and to its budget demands.
Sarah Bartman Centre of Remembrance
The contractor vacated site in July 2021 due to contractual disputes with DPWI (Implementing Agent).
Dr JL Dube Amphitheatre
The project was affected by the National Treasury budget cuts, as a result the project could not proceed to the construction stage.

","Isibhubhu Cultural Arena 

The project is implemented over multiple financial years to alleviate budget pressures and to allow sufficient time for the project to be well implemented.

Sarah Bartman Centre of Remembrance
Co-management of the project and appointment DBSA as the Implementing Agent.
The Memorandum of Understanding (MoU) and the 
Terms of Reference for the PSC were developed and signed by DSAC and DPWI.Dr JL Dube Amphitheatre

Seek funding from national treasury as the fiscus improves or alternatively, the project be parked aside until such time that budget is available again as the current facility is useable.

",1,,,,,,,,,,260
,"Sport, Arts and Culture",National,Programme 2: Recreation Development and Sport Development,Programme 2: Recreation Development and Sport Development,Quarterly,"Number of hubs, clubs or schools provided with equipment and/or attire to enable participation in sport and/or recreation.",Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,"3 500
",260
,"Sport, Arts and Culture",National,Programme 2: Recreation Development and Sport Development,Programme 2: Recreation Development and Sport Development,Quarterly,Number of national sport and recreation events implemented ,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,5 >,260
,"Sport, Arts and Culture",National,Programme 2: Recreation Development and Sport Development,Programme 2: Recreation Development and Sport Development,Quarterly,Number of sport and recreation bodies supported,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,"50 or >
",260
,"Sport, Arts and Culture",National,Programme 2: Recreation Development and Sport Development,Programme 2: Recreation Development and Sport Development,Quarterly,Percentage of national federations meeting 50% or more of their self-set transformation targets,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Governance and Administration cluster,,,,,,,,,,,,,,,,,,,,,,,50% or more ,260
,"Sport, Arts and Culture",National,Programme 2: Recreation Development and Sport Development,Programme 2: Recreation Development and Sport Development,Quarterly,Percentage of national federations meeting 50% or more of their self-set transformation targets,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Governance and Administration cluster,,,,,,,,,,,,,,,,,,,,,,,50% or more ,260
,"Sport, Arts and Culture",National,Programme 2: Recreation Development and Sport Development,Programme 2: Recreation Development and Sport Development,Quarterly,Number of athletes supported through the scientific support programme per year ,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",0,0,40,40 athletes were supported through the scientific support programme.,40,90,0,0,80,40,165,"South Africa was the host for BRICS in 2023, part of the events were the Games that were held on 18 – 21 October 2023 in Durban.  As such there was a request to support athletes that were representing and participating in the aforementioned games. ",,165,-,-,-,-,"Ad hoc support to athletes representing the country at the 5th BRICS Games that were held in Durban, South Africa from 18–21 October 2023. The under 19 emerging high-performance athletes were given an opportunity to perform against international athletes. ",-,These 35 athletes' contracts were only finalised in March due to the delay in supporting them in quarter 3. ,,,260
,"Sport, Arts and Culture",National,Programme 2: Recreation Development and Sport Development,Programme 2: Recreation Development and Sport Development,Quarterly,Number of athletes supported by the sports academies,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",500,1183,1000,1 529 athletes were supported by sports academies.,1200,1371,1000,"1 184
",3700,2712,5260,"The over-achievement is attributed to the following: The athletes that come through to the district and provincial academies are emerging to high performance. 
Therefore, when the need arises for them to improve their performance, 
they seek assistance from the academies and the academies respond by providing the required support within the available resources
",-,5260,"The over-achievement is based on the response to the added need to provide support to more provincial federations. The original provincial plans are based on the number of athletes to be supported in response to theirs, and the needs of their provincial federations.",-,"The provinces assess the needs for athletes to be supported and project their targets as per 
identified needs. These targets are then reflected on 
the Provincial approved business plans.
",-,"The athletes that come through to the district and provincial academies are emerging to high performance. Therefore, when the need arises for them to improve their performance, they seek assistance from the academies and the academies respond by providing the required support within the available resources. Also, because of their higher targets, some provinces were able to contribute more to the national achievement against this target.


",-,Overachievement is due to the request by districts for provincial athlete supported.,,,260
,"Sport, Arts and Culture",National,Programme 2: Recreation Development and Sport Development,Programme 2: Recreation Development and Sport Development,Quarterly,Number of people actively participating in organised sport and active recreation events,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",70000,101383,75000,162 598 people actively participated in organised sport and active recreation events,75000,122503,75000,71 858 ,295000,263981,458936,"The overachievement is attributed to decentralisation of programmes to districts. More participants were further drawn from traditional programmes like Marathons, Special awareness programmes",,458396,"Most people
participated in the
national days like
Freedom Day and
Youth day celebration in most
provinces.
2023 Netball World
Cup 100 days count
down and Trophy
tours attracted a
number of
participants.
Ministerial Outreach
contributed to the
increased number in
participation.
",-,"The Department was able to overachieve due to the decentralized implementation of the Nelson Mandela Sport and Cultural Day, and this was also supported by the increased participation of people at the Mayoral Cup in Msukwalinga in MP and the marathon. ",-,The indicator has been overachieved by some provinces and under achieved by others e.g.EC- The over achievement was due to supporting more local leagues.,-,"The overachievement is attributed to decentralisation of programmes to districts. More participants were further drawn from traditional programmes like Marathons, Special awareness programmes.",,,260
,"Sport, Arts and Culture",National,Programme 2: Recreation Development and Sport Development,Programme 2: Recreation Development and Sport Development,Quarterly,Number of sport and recreation promotion campaigns and events implemented,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",1,1,2,"2 sport and recreation promotion campaigns and events were implemented as follows:
?	Nelson Mandela day: club development provincial districts challenge: Across the country, 18-31 July 2023
?	Indigenous games festival: KZN, 24-29 September 2023
",3,3,2,2 ,8,3,9,"One additional Ministerial Outreach Programme was implemented that planned           
NB: Noted and inclusive in the annual performance as a backlog emanating from the quarter
",,9,-,-,-,-,-,-,-,-,,260
,"Sport, Arts and Culture",National,Programme 2: Recreation Development and Sport Development,Programme 2: Recreation Development and Sport Development,Quarterly,"Number of schools, hubs and clubs provided with equipment and/or attire as per the established norms and standards",Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",0,323,500,"1 139 schools, hubs and clubs were provided with equipment and/or attire as per the established norms and standards.
(391 schools, 128 hubs and 620 clubs)
",1000,755,1000,1 758 ,2500,1462,4421,"The total overachievement is attributed to additional schools being supported beyond those that were registered. 
•More hubs and clubs supported in 4th quarter to address previous quarters, however the submitted PoE ",,4421,"More Schools and Clubs were supported through the Ministerial Outreach program as well as the 2023 Netball World Cup activations.
",-,The indicator has been overachieved since more clubs and hubs entered the system. More clubs benefitted during the Nelson Mandela Challenge provincial district sport games.,-,The indicator has been underachieved due to the budget cuts in the period under review.,Target will be revised in the new financial year.,"Overachievement is attributed to additional school support requested beyond those that were registered. While more hubs and clubs supported in 4th quarter to address previous quarters.

In addition, the adhoc requests during the financial year, such as the 2023 Netball World Cup activations, resulted in more clubs benefiting from the Nelson Mandela challenge provincial district sport games
",Annually Schools have to register for us to record the number of schools to support in the school sport programme,,260
,"Sport, Arts and Culture",National,Programme 2: Recreation Development and Sport Development,Programme 2: Recreation Development and Sport Development,Quarterly,Number of learners in the National School Sport Championships per year,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",0,2337,2500,2 880 learners participated in the National School Sport Championship.,2500,1253,0,0,5000,5217,6470,The total overachievement is attributed to the additional Para table tennis athletes for the Summer School Sport Championships as well as the additional number of participants per sporting code that participated in the Winter National School sport championships,,6471,"The achievement is a result of Autumn
Championships (for high schools), which took place in April 2023 for both Swimming and Athletics.

","The School Sport Programme is
currently going through a review
that will in future better inform the implementation approach and related reporting.

",The target was overachieved due to the additional number of participants per sporting code that participated in the Winter National School sport championship,-,The indicator has been underachieved due to the budget cuts in the period under review.,Consultative meetings with sporting codes and structures to allow qualification of learners to national championships and align to the annual and quarterly target. The Review of the school sport championship programme will address this. ,-,-,,260
,"Sport, Arts and Culture",National,Programme 2: Recreation Development and Sport Development,Programme 2: Recreation Development and Sport Development,Quarterly, Number of learners participating at the district school sport tournaments,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",10000,63376,30000,43 866 learners participated at the district school sport tournaments. ,30000,10854,5000,42 263 ,75000,107242,171025,"The total overachievement is attributed to the change from district competition to team tournament format. Furthermore, we had an increase in schools participating at a district level and in the various sporting codes",,171026,"More schools participate depending on when activities are held in their districts (e.g. not clashing with tests, or other important school activities). When the timing suit the schools, the appetite to participate in various sporting codes increase, thus, also increasing the overall participants’ numbers. ","The exceeded performance points to a need to review the target for this indicator. This review of targets will be informed by the School Sport Programme review that is currently underway. 

Planning for the new MTSF also creates an
opportunity to review the targets.
",There has been an increased intake of schools participating at a district level including the number of participants per sporting code.  This has increased the number of participants as well as the appetite of various sporting codes.,-,Budgets cuts contributed to the underperformance on this indicator. Department of education examinations also affected the participation of learners and thus resulted in shifting the participation in Quarter 2. Some Provinces did their District tournaments in Quarter 2. Annual Target over - achieved due to additional support provided to promote inter – school activities in established clusters in districts.,Additional budget cuts pose a risk to district tournaments in Quarter 4. Athletics and Swimming will take place in quarter 4.,"The total overachievement of is attributed to the change from district competition to team tournament format. Furthermore, we had an increase in schools participating at a district level and in the various sporting codes.",The school sport Programme will change in the delivery approach of the programme in the next financial year.,,260
,"Sport, Arts and Culture",National,Programme 2: Recreation Development and Sport Development,Programme 2: Recreation Development and Sport Development,Quarterly,Number of municipalities provided with technical and /or management support during construction ,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",50,50,50,50 municipalities were provided with technical and/or management support during construction.,50,52,50,50,50,50,101,"For completeness , apart from supporting municipalities that were allocated MIG support in
2023/24, the Department also supported municipalities whose projects started in the previous years but were not completed. As planned, the support to municipalities ran throughout the
construction cycle and not only during the ‘laying of the bricks and cement’, because the Department’s support is meant to enable alignment to the set norms and
standards for sport facilities.
",,101,-,-,-,-,"The over-achievement was due to municipalities from previous financial years, these are municipalities that are struggling to implement due to poor project management, lack of capacity and revisit of old municipalities in preparation for handover by the Minister.",-,-,-,,260
,"Sport, Arts and Culture",National,Programme 3: Arts and Culture Promotion and Development ,Programme 3: Arts and Culture Promotion and Development ,Annually,Number of capacity building projects supported,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,22,,23,The additional project was done due to sector support outside of the APP process.,-,23,,,,,,,,,,260
,"Sport, Arts and Culture",National,Programme 3: Arts and Culture Promotion and Development ,Programme 3: Arts and Culture Promotion and Development ,Annually,Number of bursaries awarded for the development of qualified language practitioners per year,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,,,250,,312,"Awarding of the bursaries is at the discretion of universities depending on the cost of their courses and the number of language-related modules that are being registered for, some universities have a cheaper fee structure than others hence the additional 62 students supported.



Awarding of the bursaries is at the discretion of universities depending on the cost of their courses and the number of language-related modules that are being registered for, some universities have a cheaper fee structure than others hence the additional 62 students supported.









",-,312,,,,,,,,,,260
,"Sport, Arts and Culture",National,Programme 3: Arts and Culture Promotion and Development ,Programme 3: Arts and Culture Promotion and Development ,Annually,Number of Provincial Community Arts Development Programmes implemented per year.,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,,,9,,9,,-,9,,,,,,,,,,260
,"Sport, Arts and Culture",National,Programme 3: Arts and Culture Promotion and Development ,Programme 3: Arts and Culture Promotion and Development ,Annually,Number of initiatives against gender-based violence and femicide financially supported ,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",,,,,,,,,3,,2,-,-,2,,,,,,,,,,260
,"Sport, Arts and Culture",National,Programme 3: Arts and Culture Promotion and Development ,Programme 3: Arts and Culture Promotion and Development ,Annually,Number of international relations strategies developed,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"International Cooperation, Trade and Security cluster",,,,,,,,,1,,1,-,-,1,,,,,,,,,,260
,"Sport, Arts and Culture",National,Programme 3: Arts and Culture Promotion and Development ,Programme 3: Arts and Culture Promotion and Development ,Annually,Number of moral regeneration movement projects supported by government,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Governance, State Capacity and Institutional Development cluster",,,,,,,,,5,,5,-,-,5,,,,,,,,,,260
,"Sport, Arts and Culture",National,Programme 3: Arts and Culture Promotion and Development ,Programme 3: Arts and Culture Promotion and Development ,Annually,Number of projects through which target groups are supported,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,8,8,8,,8,-,-,8,,,,,,,,,,260
,"Sport, Arts and Culture",National,Programme 3: Arts and Culture Promotion and Development ,Programme 3: Arts and Culture Promotion and Development ,Annually, Number of artists placed in schools per year,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,,,340,,112,"Noteworthy and for completeness of reporting 352 artists were placed in schools,  112 Artists were supported by adequate evidence in Free-State, Gauteng and KwaZulu-Natal. 
 240 (228 planned +12 additional)  were partially supported from WC, MP, NW, LP, NC, and EC impacting performance outcomes as inadequate
",-,112,,,,,,,,,,260
,"Sport, Arts and Culture",National,Programme 3: Arts and Culture Promotion and Development ,Programme 3: Arts and Culture Promotion and Development ,Annually,Number of reports produced by SACO,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,16,16,16,,16,-,-,16,,,,,,,,,,260
,"Sport, Arts and Culture",National,Programme 3: Arts and Culture Promotion and Development ,Programme 3: Arts and Culture Promotion and Development ,Annually,"Number of films and documentaries supported telling stories of the history of liberation, cultural and heritage importance",Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,10,8,10,,8,-,-,8,,,,,,,,,,260
,"Sport, Arts and Culture",National,Programme 3: Arts and Culture Promotion and Development ,Programme 3: Arts and Culture Promotion and Development ,Quarterly,Number of youth focused arts development programmes financially supported ,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",0,0,1,"1 youth focused arts
development programme was
financially supported
",1,"
1",2,2,4,0,4,,,4,N/A,N/A,-,-,-,-,-,-,,260
,"Sport, Arts and Culture",National,Programme 3: Arts and Culture Promotion and Development ,Programme 3: Arts and Culture Promotion and Development ,Quarterly, Number of multi-year human language technology projects supported,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",0,0,2,"2 multi-year human language projects were supported:
Applying voice computing technology to language literacy and Python and Neural NLP Resources for South African languages.  
",3,"
3",1,3,6,0,8,"The Department had a lesser balance at the beginning 2023/24 financial year and thus couldn’t commit for three-year projects. 
However, during the year funds were made available. The following are two additional projects supported.  
1. Lexicography for Modern-day Language use (UNISA)
2. Electronic isiZulu Cultural Dictionary (UNIZULU).  
",,8,N/A,N/A,-,-,-,-,"The Department had a lesser balance at the beginning of 2023/24 financial year and thus couldn’t commit for three-year projects.  However, during the year funds were made available. The following are two projects supported.  
1. Lexicography for Modern-day Language use (UNISA)
2. Electronic isiZulu Cultural Dictionary (UNIZULU).  

",,,260
,"Sport, Arts and Culture",National,Programme 3: Arts and Culture Promotion and Development ,Programme 3: Arts and Culture Promotion and Development ,Quarterly,Percentage of official documents received that are translated and/or edited ,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",100 %,100 %,100 %,100% of official documents were received that are translated and/or edited (222 documents). %,100 %,"
100 %",100 %,100 %,100 %,100 %,100,,,100,N/A,N/A,-,-,-,-,-,-,,260
,"Sport, Arts and Culture",National,Programme 3: Arts and Culture Promotion and Development ,Programme 3: Arts and Culture Promotion and Development ,Quarterly,Number of local and international market access platforms supported ,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",0,0,0, -,7,6,8,8,15,0,15,,,15,N/A,N/A,-,-,"
The 7th project was planned for implementation in the fourth quarter on the revised APP, however the Department has not received approval of tabling from Parliament. 



",To be achieved in the 4th Quarter.,-,-,,260
,"Sport, Arts and Culture",National,Programme 3: Arts and Culture Promotion and Development ,Programme 3: Arts and Culture Promotion and Development ,Quarterly,Number of community conversations/dialogues implemented to foster social interaction per year,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",5,6,5,"5 Community Conversations implemented:
1. Give Peace a Chance Dialogue, Nkwali, KZN,18 – 19 Aug 2023.
2. Umlazi Community Capacity Enhancement Methodology Training, Umlazi, KZN, 21 – 25 Aug 2023.
3. Umlazi Change Agents Experiential Dialogue, Umlazi, KZN, 28 – 29 Aug 2023.
4. Kathorus Community Capacity Enhancement Methodology Launch, Katlehong-Thokoza-Voslorus, Gauteng, 30 – 31 Aug  2023. 
5. Overberg Community Capacity Enhancement Methodology Launch, Worcester, Western Cape, 18 – 19 Sept 2023.

",5,5,5,5,20,6,21,"The overachievement was caused by the impromptu request to collaborate with UNCHR to implement and foster dialogue around the plight of refugees in our country on World Refugee Day. 
This relates to No.3 on the list, World Refugee Day held on 20 June
",,21,The overachievement was caused by the impromptu request to collaborate with UNCHR to implement and foster dialogue around the plight of refugees in our country on World Refugee Day”.,N/A,-,-,-,-,-,-,,260
,"Sport, Arts and Culture",National,Programme 3: Arts and Culture Promotion and Development ,Programme 3: Arts and Culture Promotion and Development ,Quarterly,Number of advocacy platforms on social cohesion implemented by social cohesion advocates,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",5,7,5,"6 advocacy platforms on social cohesion were implemented by social cohesion advocates.

1. Promoting Conflict Resolution skills for community upliftment: W.P De Bruin, Lamberts Bay, WC. 21 Jul 2023

2. Anti bullying campaign. Umzinto, KZN. 27 – 28 Jul 2023.

1.	Building future social Cohesion ambassadors. Sedibeng district, GP , Aug-Sept 2023
2.	District and Provincial for Youth Citizens Action Programme, across 9 provinces. Jul-Sept 2023.

5. Youth and the Constitution Dialogue to Commemorate Mandela Month. Menlyn, GP. 21 Jul 2023.

6. Mandela day celebration, Holy Cross, EC. 11 Aug 2023.
",5,5,5,7,20,7,26,Due to the partnership that sought the participation of the SCA in the activation.,,26,The overachievement was due to the two partnerships where the expertise of Social Cohesion Advocates was sought by the social partners to enhance Social Cohesion and Nation Building   ,N/A,"The over-achievement
was due to the 
partnership where the
expertise of Social
Cohesion Advocates was sought by the social partners to enhance Social Cohesion and Nation Building
",-,-,-,"7 activations were implemented, with an overachievement of 2, due to the partnership that sought the participation of the SCA in the activation.",-,,260
,"Sport, Arts and Culture",National,Programme 3: Arts and Culture Promotion and Development ,Programme 3: Arts and Culture Promotion and Development ,Quarterly, Number of National Days’ celebrations held,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",2,2,2,2,1,1,1,1,6,6,6,,,6,N/A,N/A,-,-,-,-,-,-,,260
,"Sport, Arts and Culture",National,Programme 3: Arts and Culture Promotion and Development ,Programme 3: Arts and Culture Promotion and Development ,Quarterly, Number of projects in the creative industry supported through the Mzansi Golden Economy programme,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",9,9,11,11 projects in the creative industry were supported through the Mzansi Golden Economy programme. ,18,20,52,69,90,9,117,"For completeness, the department supported 152 projects. However 117 were supported by adequate evidence. The reason for overachievement was due to a higher number of applications received and a positive response by DSAC a higher number of applications were approved hence leading to the over-achievement.",,117,N/A,N/A,-,-,More projects were approved for the Cultural Events programme from the Open Call process due to the high demand from the Sector.,-,Due to a higher number of applications received and a positive response by DSAC a higher number of applications were approved hence leading to the over-achievement.,-,,260
,"Sport, Arts and Culture",National,Programme 4: Heritage Promotion and Preservation ,Programme 4: Heritage Promotion and Preservation ,Annually,Number of students awarded with heritage bursaries per year,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,45,,45,-,-,45,,,,,,,,,,260
,"Sport, Arts and Culture",National,Programme 4: Heritage Promotion and Preservation ,Programme 4: Heritage Promotion and Preservation ,Annually, Number of books documenting Living Human Treasures published,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,,,,,,,5,5,5,,5,-,-,5,,,,,,,,,,260
,"Sport, Arts and Culture",National,Programme 4: Heritage Promotion and Preservation ,Programme 4: Heritage Promotion and Preservation ,Annually,Number of heritage legacy projects where exhibition content is developed.,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,,,,,,,2,2,2,,2,-,-,2,,,,,,,,,,260
,"Sport, Arts and Culture",National,Programme 4: Heritage Promotion and Preservation ,Programme 4: Heritage Promotion and Preservation ,Quarterly,Number of progress reports on resistance and liberation heritage route sites received and analysed,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Governance, State Capacity and Institutional Development cluster",1,1,1,"1 Progress report on resistance and liberation heritage routes sites was received and analysed. 
",1,1,1,DDG approved progress  report on resistance and liberation heritage route sites received and analysed.,4,1,4,,,4,-,-,-,-,-,-,-,-,,260
