Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,DesiredPerformance,UID
,"Sport, Arts and Culture",National,Programme 3: Arts and Culture Promotion and Development ,Programme 3: Arts and Culture Promotion and Development ,Quarterly,Percentage of received and accepted official documents that are translated and / or edited.,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",0,0,100,"100% 

",0,100,100,100,100,0,,,,,,,-,-,-,-,-,-,,304
,"Sport, Arts and Culture",National,Programme 4: Heritage Promotion and Preservation ,Programme 4: Heritage Promotion and Preservation ,Annually, Number of books documenting Living Human Treasures published,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,,,,,,,3,3,3,,,-,-,,,,,,,,,,,304
,"Sport, Arts and Culture",National,Programme 4: Heritage Promotion and Preservation ,Programme 4: Heritage Promotion and Preservation ,Annually,Number of heritage legacy projects where exhibition content is developed.,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,,,,,,,2,2,2,,,-,-,,,,,,,,,,,304
,"Sport, Arts and Culture",National,Programme 4: Heritage Promotion and Preservation ,Programme 4: Heritage Promotion and Preservation ,Annually,Number of public awareness programmes conducted about archival services.,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,1,1,1,,,-,-,,,,,,,,,,,304
,"Sport, Arts and Culture",National,Programme 4: Heritage Promotion and Preservation ,Programme 4: Heritage Promotion and Preservation ,Annually,Number of tertiary students supported to study heritage practice.,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,45,,,,,,45,,,,,,,,,,,,,,,304
,"Sport, Arts and Culture",National,Programme 4: Heritage Promotion and Preservation ,Programme 4: Heritage Promotion and Preservation ,Quarterly, Number of progress reports on resistance and liberation heritage route programmes received and analysed.,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",1,1,1,1,1,1,1,1,4,4,,,,,,,-,-,-,-,-,-,,304
,"Sport, Arts and Culture",National,Programme 4: Heritage Promotion and Preservation ,Programme 4: Heritage Promotion and Preservation ,Quarterly, Number of records digitised,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,125,706,125,631,125,470,125,441,500,2248,,,,,Over achievement was due to the PESP 5 Interns are assisting in the Section.,,"553 TRC Audio Tapes and
78 Treason Trial Dictabelts over achievement reasons: the PESP 5 Interns are assisting in the Section 
",-,345 TRC tapes over-achievement: PESP 5 interns are assisting in the section.,-,45 Treason Trial Dictabelts and 271 TRC Tapes over achievement.  Additional capacity of 140 interns were appointed through PESP 5 to assist in the digitisation of archives.,Should ad-hoc/ additional funding be allocated; targets will be aligned/adjusted accordingly. ,,304
,"Sport, Arts and Culture",National,Programme 4: Heritage Promotion and Preservation ,Programme 4: Heritage Promotion and Preservation ,Quarterly,Number of Gazette notices on standardised geographical names published,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,0,0,1,1,1,1,1,1,3,3,,,,,,,-,-,-,-,-,-,,304
,"Sport, Arts and Culture",National,Programme 4: Heritage Promotion and Preservation ,Programme 4: Heritage Promotion and Preservation ,Quarterly,Number of initiatives implemented to raise awareness of the national symbols.,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",3,,3,,3,,3,3,3,3,,,,,,,,,,,-,-,3 or >,304
,"Sport, Arts and Culture",National,Programme 4: Heritage Promotion and Preservation ,Programme 4: Heritage Promotion and Preservation ,Quarterly,Number of initiatives implemented to raise awareness on the national symbols.,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",3,3,3,3,3,3,3,3,3,12,,,,,,,-,-,-,-,-,-,,304
,"Sport, Arts and Culture",National,Programme 4: Heritage Promotion and Preservation ,Programme 4: Heritage Promotion and Preservation ,Quarterly,Number of libraries financially supported per year,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",20,20,20,20,20,23,20,23,20,23,,,,,,,-,-,Additional 3 projects were supported through 2023/24 roll-over funding.,-,Three projects supported through rollover funding.,-,,304
Police,South African Police Service,National,Programme 1: Administration,Programme 1: Administration,Annually,Dates of completion of the releases of the Firearm Control Solution,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",,,,,,,"Release 02, by 31 March 2025",,"Release 02, by 31 March 2025",,,,,,,,,,,,,,,304
Police,South African Police Service,National,Programme 1: Administration,Programme 1: Administration,Annually,Number of new entry level police trainees enlisted annually,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",,,,,,,10 000,,10 000,,,,,,,,,,,,,,,304
Police,South African Police Service,National,Programme 1: Administration,Programme 1: Administration,Annually,Number of new mobile contact points procured,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",,,,,,,15,,15,,,,,,,,,,,,,,,304
Police,South African Police Service,National,Programme 1: Administration,Programme 1: Administration,Annually,"Number of new police stations established, as per the SAPS Infrastructure Development Programme",Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",,,,,,,5,,5,,,,,,,,,,,,,,,304
Police,South African Police Service,National,Programme 1: Administration,Programme 1: Administration,Annually,Percentage of planned forensic investigations finalised,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",,,,,,,100%,,100%,,,,,,,,,,,,,,,304
Police,South African Police Service,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Date of approval of the Information Systems and Information and Communication Technology Business Continuity Plan,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",-,"The Business Continuity Plan was approved, on 24 June 2024.",30 September 2024,"The Information Systems and Information and Communication Technology Business Continuity Plan was approved, on 24 June 2024.",-,The target was achieved in the first quarter.,-,The Business Continuity Plan was approved on 24 June 2024.,30 September 2024,-,,,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,304
Police,South African Police Service,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Number of Closed-Circuit Television (CCTV) systems implemented at identified sites,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",12,2 sites,34,8 sites,30,20 sites,20,34 sites,96,-,,,,,"The 
procurement process was delayed by activities conducted at police stations, such as site visits, obtaining quotations and approval, which must take place prior to implementation of the planned sites.","To ensure timely implementation at each site, the SAPS will leverage internal expertise in procurement processes to expedite all previously planned activities.","The procurement was delayed by activities conducted at local police stations, including the request for quotation and site visits and approvals, which impacted the implementation of the planned sites.","The SAPS will utilise its internal expertise in procurement processes to expedite all previously planned activities at each site, thereby ensuring timely implementation.","Underperformance can be attributed to a lack of suppliers, as well as delays in preceding activities undertaken at local police stations related to the procurement process. These activities include the request for quotation, site visits and necessary approvals, all of which impacted the execution of the planned sites.","The South African Police Service (SAPS) continues to utilise its internal expertise in procurement processes to accelerate all preceding planned activities, thereby ensuring the timely execution of operations at each site.","In addition to the planned sites for Q4, additional sites carried over from previous quarters were also finalised, due to the assistance and guidance provided to the provinces regarding the completeness of the procurement files.",Not applicable,,304
Police,South African Police Service,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Number of identified National Network Communication Infrastructure sites modernised,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",30,2 sites,35,0 sites,35,41 sites,30,51 sites,130,-,,,,,The initiation of the network infrastructure at prioritised sites in the Western Cape was delayed by the administration and approval of the change in scope for the contracted implementation model between SITA and the service provider. ,"A resolution to the change in scope between the SAPS, SITA and the service provider implementation model has been sought since. SITA to expedite the approval procedure.","Performance was negatively impacted by the challenges that arose as a result of scope variations and contracting specifications, as SITA was required to conclude its negotiations with the appointed service provider before commencing installation. Both parties were required to complete and approve the change controls.",Installations have commenced following the completion of change controls. ,"In addition to the planned sites for the third quarter, additional sites carried over from previous quarters have also been finalised.",Not applicable,"In addition to the planned Q4 sites, overflow sites from previous quarters were also finalised. The SAPS and SITA completed the change controls for priority sites, enabling the service provider to commence installations on time. These controls were based on the available equipment delivered to the Western Cape. The SAPS is monitoring installations on a weekly basis to address any issues promptly.",Not applicable,,304
Police,South African Police Service,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Number of police stations at which the Intergrated Persons Management (IPM) is implemented,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",9,1 site,9,12 sites,9,18 sites,9,56,36,-,,,,,The development and construction of IPM functionalities were hindered by delays in the procurement process and the approval of the service provider.,"The deviation was resolved by extending the contract.
The service provider has been appointed and has been actively engaged in the development and construction of IPM functions. The implementation of this deviation will be incorporated into the prioritised sites for quarter 2.",Additional sites from the previous quarter were finalised.,Not applicable,"In addition to the planned sites for the third quarter, TMS members provided assistance to the provinces with additional implementations.",Not applicable,"In addition to the planned Q4 sites, National TMS members supported the provinces with additional implementations.",Not applicable,,304
Police,South African Police Service,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Number of SAPS-owned firearms confirmed as lost,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",147,149,294,309,440,474,587,572,587,-,,,,,"The Department has implemented several measures to reduce firearm losses, including providing members with safes and retention cords. Despite these efforts, the rise in robberies in townships and other areas, as well as incidents of housebreaking, vehicle theft, and personal theft, contribute to ongoing losses. Given the nature of police work, the risk of firearm loss is ever-present. It is the responsibility of each member to safeguard their issued firearm, following the preventive measures established by the department. Preventing firearm losses remains a top priority for the Department.","Every
loss is thoroughly investigated regardless of the circumstances.","The escalation of robbery in township or other place, as well as housebreaking (property locked), negligence of members, theft from a dwelling and loss from person. ","In order to prevent the loss of SAPS-owned firearms, the following measures are implemented: the barcoding and marking of all SAPS-owned firearms with the SAPS emblem, IBIS testing to generate firearm profiles, biannual inspections, the issuance of safes to members for the safekeeping of firearms, the issuance of retention cords, daily parade inspections, control over and the safekeeping of firearms not under the direct and physical control of a member and inspections by Designated Supply Chain Management Armourers. Additionally, provincial corrective measures will involve the implementation and enforcement of the provincial directive on the safe custody of state firearms, the establishment of a Firearm Risk Committee at business units, the enhancement of the Firearm Management Plan and the conducting of unannounced firearm inspections by District Commissioners.","The increase in incidents of robbery, whether in townships or other places, as well as housebreaking (property locked), loss from person, as well as theft from offices or store.","Measures taken to prevent the loss of SAPS-owned firearms, include the bar coding and the marking of all SAPS-owned firearms with the SAPS emblem, IBIS testing to create firearm profiles, biannual inspections, the issuing of safes to members for the safekeeping of firearms, the issuing of retention cords, daily parade inspections, control over and the safekeeping of firearms not under the direct and physical control of a member and inspections by Designated Supply Chain Management Armorers. Furthermore, the Firearm tracking solution was evaluated by Technology Management Service (TMS).","The implementation of the revised Loss Management 
Process, as outlined in National Instruction 6 of 2024 on the Management of Losses in the SAPS, along with the updated Standard Operating Procedure for Balance Adjustments on the Provisioning Administration System, contributed significantly to the overachievement. These measures enhanced the management of losses and improved overall data integrity. A noticeable decline was also recorded in serious crimes against SAPS members, including robberies in townships and other areas, housebreaking, property losses and theft from private vehicles. Furthermore, provinces and divisions conducted regular inspections and awareness drives to educate members on the safe storage of firearms. Quarterly communication was maintained through letters sent to all provinces and divisions, aimed at streamlining processes, enhancing information integrity and strengthening system controls, all of which contributed positively to the reduction in losses.",Not applicable,,304
