Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,DesiredPerformance,UID
Police,South African Police Service,National,Programme 3: Detective Services,Crime Investigations,Quarterly,"Percentage of cases of identified crimes at specified construction sites investigated by Organised Crime Investigations (OCI), in respect of which arrests are made",Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",50%,"42,86% (3 from a total of 7), with 12 arrests.",50%,"51,85% (14 from a total of 27), with 44 arrests.",50%,"50,00% (15 from a total of 30), with 51 arrests.",50%,"51,35% (19 from a total of 37, with 61 arrests).",50%,-,,,,,The late reporting of cases was a contributing factor to the underperformance.,The stakeholder engagement with roleplayers will be enhanced to raise awareness and facilitate the sharing of information.,Enhanced stakeholder engagement with role players to raise awareness and facilitate the sharing of information.,Not applicable,Enhanced stakeholder engagement with role players to raise awareness and facilitate the sharing of information.,Not applicable,Enhanced stakeholder engagement with key role players aimed to raise awareness and facilitate the sharing of information.,Not applicable,,304
Police,South African Police Service,National,Programme 3: Detective Services,Crime Investigations,Quarterly,"Percentage of cases of specified infrastructure-related crimes investigated by OCI, in respect of which arrests are made",Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",48%,"56,36% 
(31 from a total of 55) with 52 arrests.",48%,"19,72% (57 from a total of 289), with 91 arrests.",48%,"22,80% (145 from a total of 636), with 236 arrests.",48%,"24,07% (181 from a total of 752, with 314 arrests).",48%,-,,,,,"The SAPS 
has established 20 EITTs in priority areas of the provinces, with eighteen at the district level and two at the provincial level.
The following areas are the primary focus of the EITTs: 
• Essential infrastructure crimes, such as the tampering, damaging, or destruction of infrastructure related to energy, transport, water, sanitation and communication services;
• Critical infrastructure crimes, such as pipeline fuel theft, extortion and robbery at construction and economic sites;
• Combating illegal mining and illicit trafficking of controlled metals, such as precious metals, copper, aluminium and chrome.",Not applicable,"The interventions implemented in the Eastern Cape Province led to an increase in the number of cases reported, thereby reducing the desired performance. 
The engagement of stakeholders with role players increased awareness and facilitated the sharing of information, which in turn led to an increase in the number of cases reported in other provinces. ",Strengthening stakeholder engagement with role players to facilitate the sharing of information and increase awareness. ,"The interventions implemented in the Eastern Cape Province led to an increase in the number of cases reported, thereby reducing the desired performance. 
The engagement of stakeholders with role players increased awareness and facilitated the sharing of information, which in turn led to an increase in the number of cases reported in other provinces. ",Strengthening stakeholder engagement with role players to facilitate the sharing of information and increase awareness. ,"The interventions 
implemented in the Eastern Cape resulted in an increase in reported cases, which affected the desired performance. Stakeholder engagement with key role players enhanced awareness and facilitated information sharing, leading to an increase in reported cases across other provinces as well.",Stakeholder engagement with role players will be strengthened to enhance awareness and information sharing.,,304
Police,South African Police Service,National,Programme 3: Detective Services,Crime Investigations,Quarterly,Percentage of crime-to-crime DNA leads finalised,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster","11,75%","15,40% (107 from a total of 695).","23,50%","26,47% (184 from a total of 695).","35,25%","45,04% (313 from a total of 695).",47%,"56,69% (394 from a total of 695).",47%,-,,,,,Structured monitoring system implemented at divisional and provincial levels.,Not applicable,Structured monitoring system implemented at divisional and provincial levels.,Not applicable,Structured monitoring system implemented at divisional and provincial levels.,Not applicable,A structured monitoring system has been implemented at both the Divisional and Provincial levels.,Not applicable,,304
Police,South African Police Service,National,Programme 3: Detective Services,Crime Investigations,Quarterly,Percentage of fingerprint leads finalised,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster","11,75%","26,56% (209 from a total of 787).","23,50%","43,46% (342 from a total of 787).","35,25%","54,89% (432 from a total of 787).",47%,"63,91% (503 from a total of 787).",47%,-,,,,,Structured monitoring system implemented at divisional and provincial levels.,Not applicable,Structured monitoring system implemented at divisional and provincial levels.,Not applicable,Structured monitoring system implemented at divisional and provincial levels.,Not applicable,A structured monitoring system has been implemented at both the Divisional and Provincial levels.,Not applicable,,304
Police,South African Police Service,National,Programme 3: Detective Services,Crime Investigations,Quarterly,Percentage of identified drug syndicates neutralised with arrests,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",50%,"100% (4 from a total of 4), with 17 arrests.",50%,"62,50% (10 from a total of 16), with 38 arrests.",50%,"81,25% (13 from a total of 16), with 54 arrests.",50%,"82,35% (14 from a total of 17, with 48 arrests).",50%,-,,,,,Projects that were at an advanced stage at the end of the 2023/24 financial year were terminated during the first quarter. ,Not applicable,Continuous monitoring of projects through the National and Provincial Organised Crime Secretariats. ,Not applicable,Continuous monitoring of projects through the National and Provincial Organised Crime Secretariats.,Not applicable,Ongoing monitoring of projects through the National and Provincial Organised Crime Secretariats.,Not applicable,,304
Police,South African Police Service,National,Programme 3: Detective Services,Crime Investigations,Quarterly,"Percentage of identified organised criminal groups that are related to prioritised crime threats, neutralised with arrests",Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",50%,"20% (1 from a total of 5), with 22 arrests.",50%,"42,86% (6 from a total of 14), with 38 arrests.",50%,"47,06% (8 from a total of 17), with 50 arrests.",50%,"55,56% (15 from a total of 27), with 89 arrests",50%,-,,,,,"One significant issue is the under capacitation of the environment, leading to a deficiency in skills and expertise required. The lack of training and workshops further exacerbates this situation, hindering the development of essential capabilities among detectives.","Recognising the importance of skilled individuals in combating organised crime, there is an initiative in place to monitor and facilitate the return of experienced detectives who have been promoted to different operational and support roles. This effort extends to the re-enlistment of previously trained detectives who have exited the service.","Under capacitation of the organised crime environment, including investigators and specialised skills.","The drive on the return of specified levels of trained detectives who have been promoted to other operational and support roles, is in place and monitored. This also include the re-enlistment of trained detectives who exited the service. ","Under capacitation of the organised crime environment, including investigators and specialised skills.","The drive on the return of specified levels of trained detectives who have been promoted to other operational and support roles, is in place and monitored. This also include the re-enlistment of trained detectives who exited the service. ",Ongoing monitoring of projects through the National and Provincial Organised Crime Secretariats.,Not applicable,,304
Police,South African Police Service,National,Programme 3: Detective Services,Crime Investigations,Quarterly,Percentage of Integrated Ballistics Identification System (IBIS) leads finalised,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster","9,65%","11,54% (36 from a total of 312).","19,30%","27,88% (87 from a total of 312).","28,95%","38,46% (120 from a total of 312).","38,60%","44,55% (139 from a total of 312).","38,60%",-,,,,,Structured monitoring system implemented at divisional and provincial levels.,Not applicable,Structured monitoring system implemented at divisional and provincial levels.,Not applicable,Structured monitoring system implemented at divisional and provincial levels.,Not applicable,A structured monitoring system has been implemented at both the Divisional and Provincial levels.,Not applicable,,304
Police,South African Police Service,National,Programme 3: Detective Services,Crime Investigations,Quarterly,Percentage of person-to-crime DNA leads finalised,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster","12,50%","23,17% (573 from a total of 2 473).",25%,"39,22% (970 from a total of 2 473).","37,50%","51,88% (1 283 from a total of 2 473).",50%,"62,35% (1 542 from a total of 2 473).",50%,-,,,,,Structured monitoring system implemented at divisional and provincial levels.,Not applicable,Structured monitoring system implemented at divisional and provincial levels.,Not applicable,Structured monitoring system implemented at divisional and provincial levels.,Not applicable,A structured monitoring system has been implemented at both the Divisional and Provincial levels.,Not applicable,,304
Police,South African Police Service,National,Programme 3: Detective Services,Criminal Record Centre,Quarterly,"Percentage of original previous conviction reports generated, within 15 calendar days",Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",92%,"92,68% (242 647 from a total of 261 818).",92%,"96,40% (259 253 from a total of 
268 943).",92%,"93,56% (255 516 from a total of 273 117).",92%,"94,76% (277 216 from a total of 292 549).",92%,-,,,,,"There were minimal system interruptions during the reporting period, which led to a greater volume of work being processed. 
To optimise workload management, workload was redistributed.",Not applicable,"There were minimal system interruptions during the reporting period, which led to a greater volume of work being processed. 
To optimise workload management, workload was redistributed.",Not applicable,"Reallocation of tasks to effectively manage the workload.
Overtime allocation.",Not applicable,Re-distribution of work to better manage the workload and allocation of overtime.,Not applicable,,304
Police,South African Police Service,National,Programme 3: Detective Services,Criminal Record Centre,Quarterly,"Percentage of results of trial updated in respect of guilty verdicts, within 20 calendar days",Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",91%,"94,80% (36 433 from a total of 38 433).",91%,"95,64% (40 906 from a total of 
42 769).",91%,"97,09% (37 540 from a total of 38 664).",91%,"97,40% (35 317 from a total of 36 259).",91%,-,,,,,"There were minimal 
system interruptions during the reporting period, which led to a greater volume of work being processed. 
To optimise workload management, workload was redistributed.",Not applicable,"There were minimal system interruptions during the reporting period, which led to a greater volume of work being processed. 
To optimise workload management, workload was redistributed.",Not applicable,"Reallocation of tasks to effectively manage the workload.
Overtime allocation.",Not applicable,Re-distribution of work to better manage the workload and allocation of overtime.,Not applicable,,304
Police,South African Police Service,National,Programme 3: Detective Services,Forensic Science Laboratory,Quarterly,"Percentage of Ballistics Intelligence (IBIS) case exhibits (entries) finalised, within 35 calendar days",Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster","95%, within 35 calendar days","99,10% (14 448 from a total of 14 579).","95%, within 35 calendar days","99,69% (13 784 from a total of 
13 827).","95%, within 35 calendar days","99,24% (11 862 from a total of 11 953).","95%, within 35 calendar days","70,01% (9 001 from a total of 12 857).","95%, within 35 calendar days",-,,,,,Effective utilisation of resources including daily monitoring of cases and effective supervision by Management. ,Not applicable,Effective utilisation of resources including daily monitoring of cases and effective supervision by Management. ,Not applicable,"The optimisation of human resources.
Process re-engineering",Not applicable,The section is facing a significant increase in case volume and is under-capacitated exacerbating the challenge of handing the high case volume.,"The focus remains on providing reports for court-driven cases, with priority given to addressing the oldest cases while simultaneously finalising newer cases within their prescribed timelines. To enhance capacity, there is a continuous allocation of new posts and ongoing training for newly appointed analysts. The continuous allocation of new posts and the training of newly appointed analysts to increase capacity and developing retention strategies.",,304
Police,South African Police Service,National,Programme 3: Detective Services,Forensic Science Laboratory,Quarterly,"Percentage of Biology DNA Intelligence case exhibits (entries) finalised, within 90 calendar days",Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster","80%, within 90 calendar days","35,65% (23 866 from a total of 66 946).","80%, within 90 calendar days","20,90% (11 516 from a total of 
55 107).","80%, within 90 calendar days","20,39% (25 414 from a total of 124 665).","80%, within 90 calendar days","22,06% (16 794 from a total of 76 118).","80%, within 90 calendar days",-,,,,,"Loss of personnel without replacement.
The influx of case exhibits (entries) is indicated by an increase in the number of cases. The volume of case exhibit (entries) increased by approximately 23,07% from 536 350 registered, in 2021/22 to 660 102 registered, in 2022/23. However, it decreased by 4%, reaching 19,13%, in 2023/24 (registered: 638 969) from 2021/22.
Instrumentation is adversely affected by malfunctioning air conditioners, which leads to inadequate ventilation and accommodation. 
Disruptions in the water supply at the Biology Laboratory in Arcadia.
The efficiency of the Laboratory Information Management System (LIMS) is consistently low or nonexistent. 
The time it takes for TMS to resolve system challenges is excessive.","Acquire posts as soon as possible and expedite the training process. 
Continuous communication between Supply Chain Management and the DPW&I regarding environmental and accommodation conditions. 
Acquisition of a water reserve system.
Continued communication with TMS regarding system performance.","Under capacitation (loss of personnel without replacement).
The influx of case exhibits (entries). 
Instrumentation is adversely affected by malfunctioning air conditioners, which leads to inadequate ventilation and accommodation. 
The efficiency of the Laboratory Information Management System (LIMS) is consistently low or non-existent. 
The time it takes for TMS to resolve system challenges is excessive.","Acquire posts as soon as possible and expedite the training process. 
Continuous communication between Supply Chain Management and the DPW&I regarding environmental and accommodation conditions. 
Acquisition of a water reserve system.
Continued communication with TMS regarding system performance.","Water supply disruptions at the Biology Laboratory, in Arcadia.
The turnaround time has been impacted by an increase in the number of cases received.
Accommodation and environmental conditions are compromised due to the malfunctioning of building equipment, such as extractors and air conditioning systems, which adversely affects instrumentation and ventilation. The KZN laboratory has not been utilised to its full potential since the occurrence of the flooding.
The efficiency of the LIMS is consistently slow or non-functional.","Acquisition of a water backup system.  
Focussing on the provisioning of reports for court-driven cases. Prioritising the finalisation of the oldest, balanced with the finalisation of new cases before they exceed their specified timelines.
Continuous communication between the SCM Division and the DPWI. 
The needs assessments, along with the USAS document, have been forwarded to the SMC Division for further processing in collaboration with the DPWI concerning both permanent accommodation in Pinetown and alternative accommodation options. 
Ongoing communication with the TMS Division regarding system performance.
System challenges takes too long to be addressed by TMS.","Since the flooding in 2016, KZN lacks a fully functional laboratory. As a result, drug analysis cases are received and registered in Pretoria, then transported to the Western Cape for processing by KZN personnel. Additionally, due to the absence of DNA processing capabilities in KZN (except for Evidence Recovery), DNA cases are sent to Pretoria for analysis. Maintenance and repairs to the building infrastructure (e.g., taps, water pipes, air conditioners, toilets) are delayed due to lengthy approval processes, which hinders optimal instrument functionality and causes delays in case processing. While the decentralisation of services in Mpumalanga is expected to improve space constraints, its implementation has been slow, despite its prior approval. The Biology Laboratory at Arcadia was closed due to flooding, exacerbating the existing infrastructure issues. The influx of complex cases has resulted in longer turnaround times. The turnaround time has been affected by the high volume of cases being received. The introduction of the LIMS has impeded the Chemistry Section's ability to finalise entries promptly. The laboratory is under-capacitated due to personnel losses. Although new staff have been appointed, it takes nearly two years for analysts to become fully trained and work independently.","Efforts are underway to source alternative accommodation in Durban Central and permanent facilities in Pinetown, with an approach being made to acquire a suitable building as a turnkey project while closely monitoring the effectiveness of plans for the construction of a new facility. Continuous communication between the FSL, SCM and the DPW&I to prioritise the procurement of maintenance contracts for FSL Western Cape, FSL Biology, FSL Silverton, FSL KwaZulu-Natal and other affected laboratories to ensure sustained operations. Ensuring the effective implementation of the six-month interim maintenance plan while the long-term contract is being finalised. Strategic engagements with the SCM Division and the DPW&I and needs assessments for Mpumalanga were submitted to the DPW&I (currently awaiting a feasibility study between the DPW&I and the SCM Division) and engagement to secure approvals for the SAPS to execute urgent maintenance. The focus on delivering reports for court-driven cases, addressing the oldest cases, while finalising new cases before their timelines are exceeded. Additionally, continuous collaboration with TMS and SITA aims to resolve any operational gaps affecting the output and the ongoing appointment and training of new analysts to increasing capacity and developing long-term retention strategies.",,304
Police,South African Police Service,National,Programme 3: Detective Services,Forensic Science Laboratory,Quarterly,"Percentage of case exhibits (entries) not yet finalised, exceeding the prescribed time frames",Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",Backlog not exceeding 10% of registered case exhibits (entries) ,"77,82 (161 565 from a total of 207 608).",Backlog not exceeding 10% of registered case exhibits (entries) ,"56,07% (222 277 from a total of 
396 397).",Backlog not exceeding 10% of registered case exhibits (entries) ,"35,49% (208 743 from a total of 588 187).",Backlog not exceeding 10% of registered case exhibits (entries) ,"33,09% (258 678 from a total of 781 810).",Backlog not exceeding 10% of registered case exhibits (entries) ,-,,,,,"Loss of personnel without replacement.
The influx of case exhibits (entries) is indicated by an increase in the number of cases. The volume of case exhibit (entries) increased by approximately 23,07% from 536 350 registered, in 2021/22 to 660 102 registered, in 2022/23. However, it decreased by 4%, reaching 19,13%, in 2023/24 (registered: 638 969) from 2021/22.
Instrumentation is adversely affected by malfunctioning air conditioners, which leads to inadequate ventilation and accommodation. 
Disruptions in the water supply at the Biology Laboratory in Arcadia.
The efficiency of the Laboratory Information Management System (LIMS) is consistently low or nonexistent. 
The time it takes for TMS to resolve system challenges is excessive.","Acquire posts as soon as possible and expedite the training process. 
Continuous communication between Supply Chain Management and the DPW&I regarding environmental and accommodation conditions. 
Acquisition of a water reserve system.
Continued communication with TMS regarding system performance.","Under capacitation (loss of personnel without replacement).
The influx of case exhibits (entries). 
Instrumentation is adversely affected by malfunctioning air conditioners, which leads to inadequate ventilation and accommodation. 
The efficiency of the Laboratory Information Management System (LIMS) is consistently low or non-existent. 
The time it takes for TMS to resolve system challenges is excessive.","Acquire posts as soon as possible and expedite the training process. 
Continuous communication between Supply Chain Management and the DPW&I regarding environmental and accommodation conditions. 
Acquisition of a water reserve system.
Continued communication with TMS regarding system performance.","Shortage of personnel due to the attrition of personnel without subsequent replacement.
The turnaround time has been impacted by an increase in the number of cases received.
Accommodation and environmental conditions are compromised due to the malfunctioning of building equipment, such as extractors and air conditioning systems, which adversely affects instrumentation and ventilation. The KZN laboratory has not been utilised to its full potential since the occurrence of the flooding.
The efficiency of the LIMS is consistently slow or non-functional.","Ongoing allocation of new posts and the training for newly appointed analysts.
Focussing on the provisioning of reports for court-driven cases. Prioritising the finalisation of the oldest, balanced with the finalisation of new cases before they exceed their specified timelines.
Continuous communication between the SCM Division and the DPWI. 
The needs assessments, along with the USAS document, have been forwarded to the SMC Division for further processing in collaboration with the DPWI concerning both permanent accommodation in Pinetown and alternative accommodation options. 
Ongoing communication with the TMS Division regarding system performance.
System challenges takes too long to be addressed by TMS.","Since the flooding in 2016, KZN lacks a fully functional laboratory. As a result, drug analysis cases are received and registered in Pretoria, then transported to the Western Cape for processing by KZN personnel. Additionally, due to the absence of DNA processing capabilities in KZN (except for Evidence Recovery), DNA cases are sent to Pretoria for analysis. Maintenance and repairs to the building infrastructure (e.g., taps, water pipes, air conditioners, toilets) are delayed due to lengthy approval processes, which hinders optimal instrument functionality and causes delays in case processing. While the decentralisation of services in Mpumalanga is expected to improve space constraints, its implementation has been slow, despite its prior approval. The Biology Laboratory at Arcadia was closed due to flooding, exacerbating the existing infrastructure issues. The influx of complex cases has resulted in longer turnaround times. The turnaround time has been affected by the high volume of cases being received. The introduction of the LIMS has impeded the Chemistry Section's ability to finalise entries promptly. The laboratory is under-capacitated due to personnel losses. Although new staff have been appointed, it takes nearly two years for analysts to become fully trained and work independently.","Efforts are underway to source alternative accommodation in Durban Central and permanent facilities in Pinetown, with an approach being made to acquire a suitable building as a turnkey project while closely monitoring the effectiveness of plans for the construction of a new facility. Continuous communication between the FSL, SCM and the DPW&I to prioritise the procurement of maintenance contracts for FSL Western Cape, FSL Biology, FSL Silverton, FSL KwaZulu-Natal and other affected laboratories to ensure sustained operations. Ensuring the effective implementation of the six-month interim maintenance plan while the long-term contract is being finalised. Strategic engagements with the SCM Division and the DPW&I and needs assessments for Mpumalanga were submitted to the DPW&I (currently awaiting a feasibility study between the DPW&I and the SCM Division) and engagement to secure approvals for the SAPS to execute urgent maintenance. The focus on delivering reports for court-driven cases, addressing the oldest cases, while finalising new cases before their timelines are exceeded. Additionally, continuous collaboration with TMS and SITA aims to resolve any operational gaps affecting the output and the ongoing appointment and training of new analysts to increasing capacity and developing long-term retention strategies.",,304
Police,South African Police Service,National,Programme 3: Detective Services,Forensic Science Laboratory,Quarterly,"Percentage of DNA case exhibits (entries) not yet finalised, exceeding the prescribed time frames",Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",Backlog not exceeding 10% of registered case exhibits (entries) ,"60,99% (84 406 from a total of 138 400).",Backlog not exceeding 10% of registered case exhibits (entries) ,"57,95% (150 483 from a total of 
259 682).",Backlog not exceeding 10% of registered case exhibits (entries) ,"36,81% (141 190 from a total of 383 614). ",Backlog not exceeding 10% of registered case exhibits (entries) ,"34,93% (175 500 from a total of 502 407).",Backlog not exceeding 10% of registered case exhibits (entries) ,-,,,,,"Loss of 
personnel without replacement.
The influx of case exhibits (entries) is indicated by an increase in the number of cases. The volume of case exhibit (entries) increased by approximately 23,07% from 536 350 registered, in 2021/22 to 660 102 registered, in 2022/23. However, it decreased by 4%, reaching 19,13%, in 2023/24 (registered: 638 969) from 2021/22.
Instrumentation is adversely affected by malfunctioning air conditioners, which leads to inadequate ventilation and accommodation. 
Disruptions in the water supply at the Biology Laboratory in Arcadia.
The efficiency of the Laboratory Information Management System (LIMS) is consistently low or nonexistent. 
The time it takes for TMS to resolve system challenges is excessive.","Acquire posts as soon as possible and expedite the training process. 
Continuous communication between Supply Chain Management and the DPW&I regarding environmental and accommodation conditions. 
Acquisition of a water reserve system.
Continued communication with TMS regarding system performance.","Under capacitation (loss of personnel without replacement).
The influx of case exhibits (entries). 
Instrumentation is adversely affected by malfunctioning air conditioners, which leads to inadequate ventilation and accommodation. 
The efficiency of the Laboratory Information Management System (LIMS) is consistently low or non-existent. 
The time it takes for TMS to resolve system challenges is excessive.","Acquire posts as soon as possible and expedite the training process. 
Continuous communication between Supply Chain Management and the DPW&I regarding environmental and accommodation conditions. 
Acquisition of a water reserve system.
Continued communication with TMS regarding system performance.","Water supply disruptions at the Biology Laboratory, in Arcadia.
The turnaround time has been impacted by an increase in the number of cases received.
Accommodation and environmental conditions are compromised due to the malfunctioning of building equipment, such as extractors and air conditioning systems, which adversely affects instrumentation and ventilation. The KZN laboratory has not been utilised to its full potential since the occurrence of the flooding.
The efficiency of the LIMS is consistently slow or non-functional.","Acquisition of a water backup system.  
Focussing on the provisioning of reports for court-driven cases. Prioritising the finalisation of the oldest, balanced with the finalisation of new cases before they exceed their specified timelines.
Continuous communication between the SCM Division and the DPWI. 
The needs assessments, along with the USAS document, have been forwarded to the SMC Division for further processing in collaboration with the DPWI concerning both permanent accommodation in Pinetown and alternative accommodation options. 
Ongoing communication with the TMS Division regarding system performance.
System challenges takes too long to be addressed by TMS.","Since the flooding in 2016, KZN lacks a fully functional laboratory. As a result, drug analysis cases are received and registered in Pretoria, then transported to the Western Cape for processing by KZN personnel. Additionally, due to the absence of DNA processing capabilities in KZN (except for Evidence Recovery), DNA cases are sent to Pretoria for analysis. Maintenance and repairs to the building infrastructure (e.g., taps, water pipes, air conditioners, toilets) are delayed due to lengthy approval processes, which hinders optimal instrument functionality and causes delays in case processing. While the decentralisation of services in Mpumalanga is expected to improve space constraints, its implementation has been slow, despite its prior approval. The Biology Laboratory at Arcadia was closed due to flooding, exacerbating the existing infrastructure issues. The influx of complex cases has resulted in longer turnaround times. The turnaround time has been affected by the high volume of cases being received. The introduction of the LIMS has impeded the Chemistry Section's ability to finalise entries promptly. The laboratory is under-capacitated due to personnel losses. Although new staff have been appointed, it takes nearly two years for analysts to become fully trained and work independently.","Efforts are underway to source alternative accommodation in Durban Central and permanent facilities in Pinetown, with an approach being made to acquire a suitable building as a turnkey project while closely monitoring the effectiveness of plans for the construction of a new facility. Continuous communication between the FSL, SCM and the DPW&I to prioritise the procurement of maintenance contracts for FSL Western Cape, FSL Biology, FSL Silverton, FSL KwaZulu-Natal and other affected laboratories to ensure sustained operations. Ensuring the effective implementation of the six-month interim maintenance plan while the long-term contract is being finalised. Strategic engagements with the SCM Division and the DPW&I and needs assessments for Mpumalanga were submitted to the DPW&I (currently awaiting a feasibility study between the DPW&I and the SCM Division) and engagement to secure approvals for the SAPS to execute urgent maintenance. The focus on delivering reports for court-driven cases, addressing the oldest cases, while finalising new cases before their timelines are exceeded. Additionally, continuous collaboration with TMS and SITA aims to resolve any operational gaps affecting the output and the ongoing appointment and training of new analysts to increasing capacity and developing long-term retention strategies.",,304
