administration_type;government_institution;project_slug;sector;project_name;project_description;gps_code;nature_of_investment;infrastructure_type;current_project_stage;sip_category;project_value_rands;br_featured;featured;financial_year;budget_phase;amount_rands
National;International Relations and Cooperation;international_relations_and_cooperation_dar_es_salaam_tanzania_procurement_of_furniture_and_equipment_for_chancery;Central Government, Administration and Financial Services;Dar es Salaam, Tanzania:  Procurement of furniture and equipment for Chancery;Acquisition of furniture and equipment;-6.8125/39.79222222222222;Upgrading and additions;Acquisition of furniture and equipment;Final Completion;Not related to SIPs;8000000;;TRUE;2024;Adjusted Appropriation;0
National;International Relations and Cooperation;international_relations_and_cooperation_dar_es_salaam_tanzania_procurement_of_furniture_and_equipment_for_chancery;Central Government, Administration and Financial Services;Dar es Salaam, Tanzania:  Procurement of furniture and equipment for Chancery;Acquisition of furniture and equipment;-6.8125/39.79222222222222;Upgrading and additions;Acquisition of furniture and equipment;Final Completion;Not related to SIPs;8000000;;TRUE;2025;MTEF;0
National;International Relations and Cooperation;international_relations_and_cooperation_dar_es_salaam_tanzania_procurement_of_furniture_and_equipment_for_chancery;Central Government, Administration and Financial Services;Dar es Salaam, Tanzania:  Procurement of furniture and equipment for Chancery;Acquisition of furniture and equipment;-6.8125/39.79222222222222;Upgrading and additions;Acquisition of furniture and equipment;Final Completion;Not related to SIPs;8000000;;TRUE;2026;MTEF;0
National;International Relations and Cooperation;international_relations_and_cooperation_dar_es_salaam_tanzania_procurement_of_furniture_and_equipment_for_chancery;Central Government, Administration and Financial Services;Dar es Salaam, Tanzania:  Procurement of furniture and equipment for Chancery;Acquisition of furniture and equipment;-6.8125/39.79222222222222;Upgrading and additions;Acquisition of furniture and equipment;Final Completion;Not related to SIPs;8000000;;TRUE;2027;MTEF;0
National;Justice and Constitutional Development;justice_and_constitutional_development_south_gauteng_high_court;Justice, Crime Prevention and Security;South Gauteng high court;Extension of an existing building;-25.744556.28.187267;New infrastructure assets;High Court;Final Completion;Not related to SIPs;5061706000;;TRUE;2021;Audited Outcome;0
National;Justice and Constitutional Development;justice_and_constitutional_development_south_gauteng_high_court;Justice, Crime Prevention and Security;South Gauteng high court;Extension of an existing building;-25.744556.28.187267;New infrastructure assets;High Court;Final Completion;Not related to SIPs;5061706000;;TRUE;2022;Audited Outcome;0
National;Justice and Constitutional Development;justice_and_constitutional_development_south_gauteng_high_court;Justice, Crime Prevention and Security;South Gauteng high court;Extension of an existing building;-25.744556.28.187267;New infrastructure assets;High Court;Final Completion;Not related to SIPs;5061706000;;TRUE;2023;Audited Outcome;0
National;Justice and Constitutional Development;justice_and_constitutional_development_south_gauteng_high_court;Justice, Crime Prevention and Security;South Gauteng high court;Extension of an existing building;-25.744556.28.187267;New infrastructure assets;High Court;Final Completion;Not related to SIPs;5061706000;;TRUE;2024;Adjusted Appropriation;0
National;Justice and Constitutional Development;justice_and_constitutional_development_south_gauteng_high_court;Justice, Crime Prevention and Security;South Gauteng high court;Extension of an existing building;-25.744556.28.187267;New infrastructure assets;High Court;Final Completion;Not related to SIPs;5061706000;;TRUE;2025;MTEF;0
National;Justice and Constitutional Development;justice_and_constitutional_development_south_gauteng_high_court;Justice, Crime Prevention and Security;South Gauteng high court;Extension of an existing building;-25.744556.28.187267;New infrastructure assets;High Court;Final Completion;Not related to SIPs;5061706000;;TRUE;2026;MTEF;0
National;Justice and Constitutional Development;justice_and_constitutional_development_south_gauteng_high_court;Justice, Crime Prevention and Security;South Gauteng high court;Extension of an existing building;-25.744556.28.187267;New infrastructure assets;High Court;Final Completion;Not related to SIPs;5061706000;;TRUE;2027;MTEF;0
National;Justice and Constitutional Development;justice_and_constitutional_development_soweto_magistrate's_court_formally_referred_to_as_orlando_magistrate’s_court;Justice, Crime Prevention and Security;Soweto magistrate's court (formally referred to as Orlando magistrate’s court);Construction of a new building;-26.235144.27.920517;New infrastructure assets;Magistrate Office;Project Initiation;Not related to SIPs;1264163000;;TRUE;2021;Audited Outcome;0
National;Justice and Constitutional Development;justice_and_constitutional_development_soweto_magistrate's_court_formally_referred_to_as_orlando_magistrate’s_court;Justice, Crime Prevention and Security;Soweto magistrate's court (formally referred to as Orlando magistrate’s court);Construction of a new building;-26.235144.27.920517;New infrastructure assets;Magistrate Office;Project Initiation;Not related to SIPs;1264163000;;TRUE;2022;Audited Outcome;0
National;Justice and Constitutional Development;justice_and_constitutional_development_soweto_magistrate's_court_formally_referred_to_as_orlando_magistrate’s_court;Justice, Crime Prevention and Security;Soweto magistrate's court (formally referred to as Orlando magistrate’s court);Construction of a new building;-26.235144.27.920517;New infrastructure assets;Magistrate Office;Project Initiation;Not related to SIPs;1264163000;;TRUE;2023;Audited Outcome;0
National;Justice and Constitutional Development;justice_and_constitutional_development_soweto_magistrate's_court_formally_referred_to_as_orlando_magistrate’s_court;Justice, Crime Prevention and Security;Soweto magistrate's court (formally referred to as Orlando magistrate’s court);Construction of a new building;-26.235144.27.920517;New infrastructure assets;Magistrate Office;Project Initiation;Not related to SIPs;1264163000;;TRUE;2024;Adjusted Appropriation;8000000
National;Justice and Constitutional Development;justice_and_constitutional_development_soweto_magistrate's_court_formally_referred_to_as_orlando_magistrate’s_court;Justice, Crime Prevention and Security;Soweto magistrate's court (formally referred to as Orlando magistrate’s court);Construction of a new building;-26.235144.27.920517;New infrastructure assets;Magistrate Office;Project Initiation;Not related to SIPs;1264163000;;TRUE;2025;MTEF;8360000
National;Justice and Constitutional Development;justice_and_constitutional_development_soweto_magistrate's_court_formally_referred_to_as_orlando_magistrate’s_court;Justice, Crime Prevention and Security;Soweto magistrate's court (formally referred to as Orlando magistrate’s court);Construction of a new building;-26.235144.27.920517;New infrastructure assets;Magistrate Office;Project Initiation;Not related to SIPs;1264163000;;TRUE;2026;MTEF;0
National;Justice and Constitutional Development;justice_and_constitutional_development_soweto_magistrate's_court_formally_referred_to_as_orlando_magistrate’s_court;Justice, Crime Prevention and Security;Soweto magistrate's court (formally referred to as Orlando magistrate’s court);Construction of a new building;-26.235144.27.920517;New infrastructure assets;Magistrate Office;Project Initiation;Not related to SIPs;1264163000;;TRUE;2027;MTEF;0
National;Justice and Constitutional Development;justice_and_constitutional_development_nelspruit_high_court;Justice, Crime Prevention and Security;Nelspruit high court;Construction of a new building for the province;-25.472578.30.962462;New infrastructure assets;High Court;Construction 76% - 99%;Not related to SIPs;1238392000;;TRUE;2021;Audited Outcome;16873000
National;Justice and Constitutional Development;justice_and_constitutional_development_nelspruit_high_court;Justice, Crime Prevention and Security;Nelspruit high court;Construction of a new building for the province;-25.472578.30.962462;New infrastructure assets;High Court;Construction 76% - 99%;Not related to SIPs;1238392000;;TRUE;2022;Audited Outcome;2544000
National;Justice and Constitutional Development;justice_and_constitutional_development_nelspruit_high_court;Justice, Crime Prevention and Security;Nelspruit high court;Construction of a new building for the province;-25.472578.30.962462;New infrastructure assets;High Court;Construction 76% - 99%;Not related to SIPs;1238392000;;TRUE;2023;Audited Outcome;696000
National;Justice and Constitutional Development;justice_and_constitutional_development_nelspruit_high_court;Justice, Crime Prevention and Security;Nelspruit high court;Construction of a new building for the province;-25.472578.30.962462;New infrastructure assets;High Court;Construction 76% - 99%;Not related to SIPs;1238392000;;TRUE;2024;Adjusted Appropriation;2000000
National;Justice and Constitutional Development;justice_and_constitutional_development_nelspruit_high_court;Justice, Crime Prevention and Security;Nelspruit high court;Construction of a new building for the province;-25.472578.30.962462;New infrastructure assets;High Court;Construction 76% - 99%;Not related to SIPs;1238392000;;TRUE;2025;MTEF;7000000
National;Justice and Constitutional Development;justice_and_constitutional_development_nelspruit_high_court;Justice, Crime Prevention and Security;Nelspruit high court;Construction of a new building for the province;-25.472578.30.962462;New infrastructure assets;High Court;Construction 76% - 99%;Not related to SIPs;1238392000;;TRUE;2026;MTEF;3846000
National;Justice and Constitutional Development;justice_and_constitutional_development_nelspruit_high_court;Justice, Crime Prevention and Security;Nelspruit high court;Construction of a new building for the province;-25.472578.30.962462;New infrastructure assets;High Court;Construction 76% - 99%;Not related to SIPs;1238392000;;TRUE;2027;MTEF;1000000
National;Justice and Constitutional Development;justice_and_constitutional_development_polokwane_high_court;Justice, Crime Prevention and Security;Polokwane high court;Construction of a new building for the province;-23.912923.29.457599;New infrastructure assets;High Court;Design;Not related to SIPs;1011233000;;TRUE;2021;Audited Outcome;0
