administration_type;government_institution;project_slug;sector;project_name;project_description;gps_code;nature_of_investment;infrastructure_type;current_project_stage;sip_category;project_value_rands;br_featured;featured;financial_year;budget_phase;amount_rands
National;Higher Education;higher_education_community_education_and_training_gp;Social Services;Community Education and Training : GP;Mobile classrooms for Community Education and Training learners;"Latitude: 26°21'27.95""S
Longitude: 28°21'25.57""E
Latitude: 26°19'16.76""S
Longitude: 27°49'17.14""E
";New infrastructure assets;Mobile classrooms;Final Completion;SIP 14: Higher education infrastructure;1400000;;TRUE;2023;Audited Outcome;0
National;Higher Education;higher_education_community_education_and_training_gp;Social Services;Community Education and Training : GP;Mobile classrooms for Community Education and Training learners;"Latitude: 26°21'27.95""S
Longitude: 28°21'25.57""E
Latitude: 26°19'16.76""S
Longitude: 27°49'17.14""E
";New infrastructure assets;Mobile classrooms;Final Completion;SIP 14: Higher education infrastructure;1400000;;TRUE;2024;Adjusted Appropriation;0
National;Higher Education;higher_education_community_education_and_training_gp;Social Services;Community Education and Training : GP;Mobile classrooms for Community Education and Training learners;"Latitude: 26°21'27.95""S
Longitude: 28°21'25.57""E
Latitude: 26°19'16.76""S
Longitude: 27°49'17.14""E
";New infrastructure assets;Mobile classrooms;Final Completion;SIP 14: Higher education infrastructure;1400000;;TRUE;2025;MTEF;0
National;Higher Education;higher_education_community_education_and_training_gp;Social Services;Community Education and Training : GP;Mobile classrooms for Community Education and Training learners;"Latitude: 26°21'27.95""S
Longitude: 28°21'25.57""E
Latitude: 26°19'16.76""S
Longitude: 27°49'17.14""E
";New infrastructure assets;Mobile classrooms;Final Completion;SIP 14: Higher education infrastructure;1400000;;TRUE;2026;MTEF;0
National;Higher Education;higher_education_community_education_and_training_gp;Social Services;Community Education and Training : GP;Mobile classrooms for Community Education and Training learners;"Latitude: 26°21'27.95""S
Longitude: 28°21'25.57""E
Latitude: 26°19'16.76""S
Longitude: 27°49'17.14""E
";New infrastructure assets;Mobile classrooms;Final Completion;SIP 14: Higher education infrastructure;1400000;;TRUE;2027;MTEF;0
National;Home Affairs;home_affairs_look_and_feel;Central Government, Administration and Financial Services;Look and feel;Upgrades and renovations to office buildings (such as painting and new flooring);-25.754699, 28.186930;Upgrading and additions;Upgrading of offices;Other - Packaged Ongoing Project;Not related to SIPs;303679000;;TRUE;2021;Audited Outcome;9834000
National;Home Affairs;home_affairs_look_and_feel;Central Government, Administration and Financial Services;Look and feel;Upgrades and renovations to office buildings (such as painting and new flooring);-25.754699, 28.186930;Upgrading and additions;Upgrading of offices;Other - Packaged Ongoing Project;Not related to SIPs;303679000;;TRUE;2022;Audited Outcome;10000000
National;Home Affairs;home_affairs_look_and_feel;Central Government, Administration and Financial Services;Look and feel;Upgrades and renovations to office buildings (such as painting and new flooring);-25.754699, 28.186930;Upgrading and additions;Upgrading of offices;Other - Packaged Ongoing Project;Not related to SIPs;303679000;;TRUE;2023;Audited Outcome;177608000
National;Home Affairs;home_affairs_look_and_feel;Central Government, Administration and Financial Services;Look and feel;Upgrades and renovations to office buildings (such as painting and new flooring);-25.754699, 28.186930;Upgrading and additions;Upgrading of offices;Other - Packaged Ongoing Project;Not related to SIPs;303679000;;TRUE;2024;Adjusted Appropriation;0
National;Home Affairs;home_affairs_look_and_feel;Central Government, Administration and Financial Services;Look and feel;Upgrades and renovations to office buildings (such as painting and new flooring);-25.754699, 28.186930;Upgrading and additions;Upgrading of offices;Other - Packaged Ongoing Project;Not related to SIPs;303679000;;TRUE;2025;MTEF;0
National;Home Affairs;home_affairs_look_and_feel;Central Government, Administration and Financial Services;Look and feel;Upgrades and renovations to office buildings (such as painting and new flooring);-25.754699, 28.186930;Upgrading and additions;Upgrading of offices;Other - Packaged Ongoing Project;Not related to SIPs;303679000;;TRUE;2026;MTEF;0
National;Home Affairs;home_affairs_look_and_feel;Central Government, Administration and Financial Services;Look and feel;Upgrades and renovations to office buildings (such as painting and new flooring);-25.754699, 28.186930;Upgrading and additions;Upgrading of offices;Other - Packaged Ongoing Project;Not related to SIPs;303679000;;TRUE;2027;MTEF;0
National;Home Affairs;home_affairs_mokopane;Central Government, Administration and Financial Services;Mokopane;Upgrades and renovations to office buildings (such as painting and new flooring);-24.182141, 29.018179;Rehabilitation and refurbishment;Building;Construction 26% - 50%;Not related to SIPs;209882000;;TRUE;2021;Audited Outcome;9834000
National;Home Affairs;home_affairs_mokopane;Central Government, Administration and Financial Services;Mokopane;Upgrades and renovations to office buildings (such as painting and new flooring);-24.182141, 29.018179;Rehabilitation and refurbishment;Building;Construction 26% - 50%;Not related to SIPs;209882000;;TRUE;2022;Audited Outcome;5780000
National;Home Affairs;home_affairs_mokopane;Central Government, Administration and Financial Services;Mokopane;Upgrades and renovations to office buildings (such as painting and new flooring);-24.182141, 29.018179;Rehabilitation and refurbishment;Building;Construction 26% - 50%;Not related to SIPs;209882000;;TRUE;2023;Audited Outcome;10842000
National;Home Affairs;home_affairs_mokopane;Central Government, Administration and Financial Services;Mokopane;Upgrades and renovations to office buildings (such as painting and new flooring);-24.182141, 29.018179;Rehabilitation and refurbishment;Building;Construction 26% - 50%;Not related to SIPs;209882000;;TRUE;2024;Adjusted Appropriation;6076000
National;Home Affairs;home_affairs_mokopane;Central Government, Administration and Financial Services;Mokopane;Upgrades and renovations to office buildings (such as painting and new flooring);-24.182141, 29.018179;Rehabilitation and refurbishment;Building;Construction 26% - 50%;Not related to SIPs;209882000;;TRUE;2025;MTEF;15000000
National;Home Affairs;home_affairs_mokopane;Central Government, Administration and Financial Services;Mokopane;Upgrades and renovations to office buildings (such as painting and new flooring);-24.182141, 29.018179;Rehabilitation and refurbishment;Building;Construction 26% - 50%;Not related to SIPs;209882000;;TRUE;2026;MTEF;6320000
National;Home Affairs;home_affairs_mokopane;Central Government, Administration and Financial Services;Mokopane;Upgrades and renovations to office buildings (such as painting and new flooring);-24.182141, 29.018179;Rehabilitation and refurbishment;Building;Construction 26% - 50%;Not related to SIPs;209882000;;TRUE;2027;MTEF;0
National;Home Affairs;home_affairs_lusikisiki;Central Government, Administration and Financial Services;Lusikisiki;Demolition of old prison and construction of new office building;-31.364138, 29.578349;Rehabilitation and refurbishment;Building;Final Completion;Not related to SIPs;94819000;;TRUE;2021;Audited Outcome;13112000
National;Home Affairs;home_affairs_lusikisiki;Central Government, Administration and Financial Services;Lusikisiki;Demolition of old prison and construction of new office building;-31.364138, 29.578349;Rehabilitation and refurbishment;Building;Final Completion;Not related to SIPs;94819000;;TRUE;2022;Audited Outcome;500000
National;Home Affairs;home_affairs_lusikisiki;Central Government, Administration and Financial Services;Lusikisiki;Demolition of old prison and construction of new office building;-31.364138, 29.578349;Rehabilitation and refurbishment;Building;Final Completion;Not related to SIPs;94819000;;TRUE;2023;Audited Outcome;0
National;Home Affairs;home_affairs_lusikisiki;Central Government, Administration and Financial Services;Lusikisiki;Demolition of old prison and construction of new office building;-31.364138, 29.578349;Rehabilitation and refurbishment;Building;Final Completion;Not related to SIPs;94819000;;TRUE;2024;Adjusted Appropriation;0
National;Home Affairs;home_affairs_lusikisiki;Central Government, Administration and Financial Services;Lusikisiki;Demolition of old prison and construction of new office building;-31.364138, 29.578349;Rehabilitation and refurbishment;Building;Final Completion;Not related to SIPs;94819000;;TRUE;2025;MTEF;0
National;Home Affairs;home_affairs_lusikisiki;Central Government, Administration and Financial Services;Lusikisiki;Demolition of old prison and construction of new office building;-31.364138, 29.578349;Rehabilitation and refurbishment;Building;Final Completion;Not related to SIPs;94819000;;TRUE;2026;MTEF;0
National;Home Affairs;home_affairs_lusikisiki;Central Government, Administration and Financial Services;Lusikisiki;Demolition of old prison and construction of new office building;-31.364138, 29.578349;Rehabilitation and refurbishment;Building;Final Completion;Not related to SIPs;94819000;;TRUE;2027;MTEF;0
National;Home Affairs;home_affairs_randfontein;Central Government, Administration and Financial Services;Randfontein;Demolition of old commando and construction of new office building;-26.188000, 27.702399;Rehabilitation and refurbishment;Building;Design;Not related to SIPs;587376000;;TRUE;2021;Audited Outcome;3163000
National;Home Affairs;home_affairs_randfontein;Central Government, Administration and Financial Services;Randfontein;Demolition of old commando and construction of new office building;-26.188000, 27.702399;Rehabilitation and refurbishment;Building;Design;Not related to SIPs;587376000;;TRUE;2022;Audited Outcome;3000000
National;Home Affairs;home_affairs_randfontein;Central Government, Administration and Financial Services;Randfontein;Demolition of old commando and construction of new office building;-26.188000, 27.702399;Rehabilitation and refurbishment;Building;Design;Not related to SIPs;587376000;;TRUE;2023;Audited Outcome;16263000
National;Home Affairs;home_affairs_randfontein;Central Government, Administration and Financial Services;Randfontein;Demolition of old commando and construction of new office building;-26.188000, 27.702399;Rehabilitation and refurbishment;Building;Design;Not related to SIPs;587376000;;TRUE;2024;Adjusted Appropriation;414950000
National;Home Affairs;home_affairs_randfontein;Central Government, Administration and Financial Services;Randfontein;Demolition of old commando and construction of new office building;-26.188000, 27.702399;Rehabilitation and refurbishment;Building;Design;Not related to SIPs;587376000;;TRUE;2025;MTEF;40000000
National;Home Affairs;home_affairs_randfontein;Central Government, Administration and Financial Services;Randfontein;Demolition of old commando and construction of new office building;-26.188000, 27.702399;Rehabilitation and refurbishment;Building;Design;Not related to SIPs;587376000;;TRUE;2026;MTEF;55000000
National;Home Affairs;home_affairs_randfontein;Central Government, Administration and Financial Services;Randfontein;Demolition of old commando and construction of new office building;-26.188000, 27.702399;Rehabilitation and refurbishment;Building;Design;Not related to SIPs;587376000;;TRUE;2027;MTEF;55000000
National;Home Affairs;home_affairs_krugersdorp_lindela;Central Government, Administration and Financial Services;Krugersdorp (Lindela);Purchasing of new building;Unspecified;New infrastructure assets;Building;Other - Packaged Ongoing Project;Not related to SIPs;69000000;;TRUE;2021;Audited Outcome;0
National;Home Affairs;home_affairs_krugersdorp_lindela;Central Government, Administration and Financial Services;Krugersdorp (Lindela);Purchasing of new building;Unspecified;New infrastructure assets;Building;Other - Packaged Ongoing Project;Not related to SIPs;69000000;;TRUE;2022;Audited Outcome;0
National;Home Affairs;home_affairs_krugersdorp_lindela;Central Government, Administration and Financial Services;Krugersdorp (Lindela);Purchasing of new building;Unspecified;New infrastructure assets;Building;Other - Packaged Ongoing Project;Not related to SIPs;69000000;;TRUE;2023;Audited Outcome;0
National;Home Affairs;home_affairs_krugersdorp_lindela;Central Government, Administration and Financial Services;Krugersdorp (Lindela);Purchasing of new building;Unspecified;New infrastructure assets;Building;Other - Packaged Ongoing Project;Not related to SIPs;69000000;;TRUE;2024;Adjusted Appropriation;0
National;Home Affairs;home_affairs_krugersdorp_lindela;Central Government, Administration and Financial Services;Krugersdorp (Lindela);Purchasing of new building;Unspecified;New infrastructure assets;Building;Other - Packaged Ongoing Project;Not related to SIPs;69000000;;TRUE;2025;MTEF;0
National;Home Affairs;home_affairs_krugersdorp_lindela;Central Government, Administration and Financial Services;Krugersdorp (Lindela);Purchasing of new building;Unspecified;New infrastructure assets;Building;Other - Packaged Ongoing Project;Not related to SIPs;69000000;;TRUE;2026;MTEF;0
National;Home Affairs;home_affairs_krugersdorp_lindela;Central Government, Administration and Financial Services;Krugersdorp (Lindela);Purchasing of new building;Unspecified;New infrastructure assets;Building;Other - Packaged Ongoing Project;Not related to SIPs;69000000;;TRUE;2027;MTEF;0
National;Home Affairs;home_affairs_stanger;Central Government, Administration and Financial Services;Stanger;Upgrades and renovations to office buildings (such as painting and new flooring);-29.340359, 31.291528;Rehabilitation and refurbishment;Building;Construction 1% - 25%;Not related to SIPs;57697000;;TRUE;2021;Audited Outcome;6556000
National;Home Affairs;home_affairs_stanger;Central Government, Administration and Financial Services;Stanger;Upgrades and renovations to office buildings (such as painting and new flooring);-29.340359, 31.291528;Rehabilitation and refurbishment;Building;Construction 1% - 25%;Not related to SIPs;57697000;;TRUE;2022;Audited Outcome;1500000
National;Home Affairs;home_affairs_stanger;Central Government, Administration and Financial Services;Stanger;Upgrades and renovations to office buildings (such as painting and new flooring);-29.340359, 31.291528;Rehabilitation and refurbishment;Building;Construction 1% - 25%;Not related to SIPs;57697000;;TRUE;2023;Audited Outcome;21684000
National;Home Affairs;home_affairs_stanger;Central Government, Administration and Financial Services;Stanger;Upgrades and renovations to office buildings (such as painting and new flooring);-29.340359, 31.291528;Rehabilitation and refurbishment;Building;Construction 1% - 25%;Not related to SIPs;57697000;;TRUE;2024;Adjusted Appropriation;1202000
National;Home Affairs;home_affairs_stanger;Central Government, Administration and Financial Services;Stanger;Upgrades and renovations to office buildings (such as painting and new flooring);-29.340359, 31.291528;Rehabilitation and refurbishment;Building;Construction 1% - 25%;Not related to SIPs;57697000;;TRUE;2025;MTEF;5000000
National;Home Affairs;home_affairs_stanger;Central Government, Administration and Financial Services;Stanger;Upgrades and renovations to office buildings (such as painting and new flooring);-29.340359, 31.291528;Rehabilitation and refurbishment;Building;Construction 1% - 25%;Not related to SIPs;57697000;;TRUE;2026;MTEF;10000000
National;Home Affairs;home_affairs_stanger;Central Government, Administration and Financial Services;Stanger;Upgrades and renovations to office buildings (such as painting and new flooring);-29.340359, 31.291528;Rehabilitation and refurbishment;Building;Construction 1% - 25%;Not related to SIPs;57697000;;TRUE;2027;MTEF;1500000
National;International Relations and Cooperation;international_relations_and_cooperation_kinshasa_refurbishment_of_official_residence_and_staff_residence_appointment_of_built_consultants;Central Government, Administration and Financial Services;Kinshasa: Refurbishment of Official Residence and Staff Residence (appointment of Built Consultants);Renovations;"4°18'16.7""S 15°18'10.8""E";Rehabilitation and refurbishment;Renovations;Practical Completion (100%);Not related to SIPs;63210000;;TRUE;2021;Audited Outcome;31134000
National;International Relations and Cooperation;international_relations_and_cooperation_kinshasa_refurbishment_of_official_residence_and_staff_residence_appointment_of_built_consultants;Central Government, Administration and Financial Services;Kinshasa: Refurbishment of Official Residence and Staff Residence (appointment of Built Consultants);Renovations;"4°18'16.7""S 15°18'10.8""E";Rehabilitation and refurbishment;Renovations;Practical Completion (100%);Not related to SIPs;63210000;;TRUE;2022;Audited Outcome;32076000
National;International Relations and Cooperation;international_relations_and_cooperation_kinshasa_refurbishment_of_official_residence_and_staff_residence_appointment_of_built_consultants;Central Government, Administration and Financial Services;Kinshasa: Refurbishment of Official Residence and Staff Residence (appointment of Built Consultants);Renovations;"4°18'16.7""S 15°18'10.8""E";Rehabilitation and refurbishment;Renovations;Practical Completion (100%);Not related to SIPs;63210000;;TRUE;2023;Audited Outcome;0
National;International Relations and Cooperation;international_relations_and_cooperation_kinshasa_refurbishment_of_official_residence_and_staff_residence_appointment_of_built_consultants;Central Government, Administration and Financial Services;Kinshasa: Refurbishment of Official Residence and Staff Residence (appointment of Built Consultants);Renovations;"4°18'16.7""S 15°18'10.8""E";Rehabilitation and refurbishment;Renovations;Practical Completion (100%);Not related to SIPs;63210000;;TRUE;2024;Adjusted Appropriation;0
National;International Relations and Cooperation;international_relations_and_cooperation_kinshasa_refurbishment_of_official_residence_and_staff_residence_appointment_of_built_consultants;Central Government, Administration and Financial Services;Kinshasa: Refurbishment of Official Residence and Staff Residence (appointment of Built Consultants);Renovations;"4°18'16.7""S 15°18'10.8""E";Rehabilitation and refurbishment;Renovations;Practical Completion (100%);Not related to SIPs;63210000;;TRUE;2025;MTEF;0
National;International Relations and Cooperation;international_relations_and_cooperation_kinshasa_refurbishment_of_official_residence_and_staff_residence_appointment_of_built_consultants;Central Government, Administration and Financial Services;Kinshasa: Refurbishment of Official Residence and Staff Residence (appointment of Built Consultants);Renovations;"4°18'16.7""S 15°18'10.8""E";Rehabilitation and refurbishment;Renovations;Practical Completion (100%);Not related to SIPs;63210000;;TRUE;2026;MTEF;0
National;International Relations and Cooperation;international_relations_and_cooperation_kinshasa_refurbishment_of_official_residence_and_staff_residence_appointment_of_built_consultants;Central Government, Administration and Financial Services;Kinshasa: Refurbishment of Official Residence and Staff Residence (appointment of Built Consultants);Renovations;"4°18'16.7""S 15°18'10.8""E";Rehabilitation and refurbishment;Renovations;Practical Completion (100%);Not related to SIPs;63210000;;TRUE;2027;MTEF;0
National;International Relations and Cooperation;international_relations_and_cooperation_funded_maintenance_projects_various_missions;Central Government, Administration and Financial Services;Funded Maintenance Projects: Various Missions;Funded Maintenance Projects: Various Missions;0;Maintenance and repair;Office;Other - Packaged Ongoing Project;Not related to SIPs;66519000;;TRUE;2021;Audited Outcome;2445000
National;International Relations and Cooperation;international_relations_and_cooperation_funded_maintenance_projects_various_missions;Central Government, Administration and Financial Services;Funded Maintenance Projects: Various Missions;Funded Maintenance Projects: Various Missions;0;Maintenance and repair;Office;Other - Packaged Ongoing Project;Not related to SIPs;66519000;;TRUE;2022;Audited Outcome;0
National;International Relations and Cooperation;international_relations_and_cooperation_funded_maintenance_projects_various_missions;Central Government, Administration and Financial Services;Funded Maintenance Projects: Various Missions;Funded Maintenance Projects: Various Missions;0;Maintenance and repair;Office;Other - Packaged Ongoing Project;Not related to SIPs;66519000;;TRUE;2023;Audited Outcome;0
National;International Relations and Cooperation;international_relations_and_cooperation_funded_maintenance_projects_various_missions;Central Government, Administration and Financial Services;Funded Maintenance Projects: Various Missions;Funded Maintenance Projects: Various Missions;0;Maintenance and repair;Office;Other - Packaged Ongoing Project;Not related to SIPs;66519000;;TRUE;2024;Adjusted Appropriation;0
National;International Relations and Cooperation;international_relations_and_cooperation_funded_maintenance_projects_various_missions;Central Government, Administration and Financial Services;Funded Maintenance Projects: Various Missions;Funded Maintenance Projects: Various Missions;0;Maintenance and repair;Office;Other - Packaged Ongoing Project;Not related to SIPs;66519000;;TRUE;2025;MTEF;0
National;International Relations and Cooperation;international_relations_and_cooperation_funded_maintenance_projects_various_missions;Central Government, Administration and Financial Services;Funded Maintenance Projects: Various Missions;Funded Maintenance Projects: Various Missions;0;Maintenance and repair;Office;Other - Packaged Ongoing Project;Not related to SIPs;66519000;;TRUE;2026;MTEF;19074000
National;International Relations and Cooperation;international_relations_and_cooperation_funded_maintenance_projects_various_missions;Central Government, Administration and Financial Services;Funded Maintenance Projects: Various Missions;Funded Maintenance Projects: Various Missions;0;Maintenance and repair;Office;Other - Packaged Ongoing Project;Not related to SIPs;66519000;;TRUE;2027;MTEF;45000000
National;International Relations and Cooperation;international_relations_and_cooperation_the_hague_refurbishment_of_official_residence_annex_and_chancery_appointment_of_a_building_contractor;Central Government, Administration and Financial Services;The Hague: Refurbishment of Official Residence Annex and Chancery (appointment of a building contractor);Renovations;52.0911111/4.314999999999995;Rehabilitation and refurbishment;Renovations;Terminated;Not related to SIPs;77004000;;TRUE;2021;Audited Outcome;0
National;International Relations and Cooperation;international_relations_and_cooperation_the_hague_refurbishment_of_official_residence_annex_and_chancery_appointment_of_a_building_contractor;Central Government, Administration and Financial Services;The Hague: Refurbishment of Official Residence Annex and Chancery (appointment of a building contractor);Renovations;52.0911111/4.314999999999995;Rehabilitation and refurbishment;Renovations;Terminated;Not related to SIPs;77004000;;TRUE;2022;Audited Outcome;0
National;International Relations and Cooperation;international_relations_and_cooperation_the_hague_refurbishment_of_official_residence_annex_and_chancery_appointment_of_a_building_contractor;Central Government, Administration and Financial Services;The Hague: Refurbishment of Official Residence Annex and Chancery (appointment of a building contractor);Renovations;52.0911111/4.314999999999995;Rehabilitation and refurbishment;Renovations;Terminated;Not related to SIPs;77004000;;TRUE;2023;Audited Outcome;0
National;International Relations and Cooperation;international_relations_and_cooperation_the_hague_refurbishment_of_official_residence_annex_and_chancery_appointment_of_a_building_contractor;Central Government, Administration and Financial Services;The Hague: Refurbishment of Official Residence Annex and Chancery (appointment of a building contractor);Renovations;52.0911111/4.314999999999995;Rehabilitation and refurbishment;Renovations;Terminated;Not related to SIPs;77004000;;TRUE;2024;Adjusted Appropriation;0
National;International Relations and Cooperation;international_relations_and_cooperation_the_hague_refurbishment_of_official_residence_annex_and_chancery_appointment_of_a_building_contractor;Central Government, Administration and Financial Services;The Hague: Refurbishment of Official Residence Annex and Chancery (appointment of a building contractor);Renovations;52.0911111/4.314999999999995;Rehabilitation and refurbishment;Renovations;Terminated;Not related to SIPs;77004000;;TRUE;2025;MTEF;5542000
National;International Relations and Cooperation;international_relations_and_cooperation_the_hague_refurbishment_of_official_residence_annex_and_chancery_appointment_of_a_building_contractor;Central Government, Administration and Financial Services;The Hague: Refurbishment of Official Residence Annex and Chancery (appointment of a building contractor);Renovations;52.0911111/4.314999999999995;Rehabilitation and refurbishment;Renovations;Terminated;Not related to SIPs;77004000;;TRUE;2026;MTEF;48617000
National;International Relations and Cooperation;international_relations_and_cooperation_the_hague_refurbishment_of_official_residence_annex_and_chancery_appointment_of_a_building_contractor;Central Government, Administration and Financial Services;The Hague: Refurbishment of Official Residence Annex and Chancery (appointment of a building contractor);Renovations;52.0911111/4.314999999999995;Rehabilitation and refurbishment;Renovations;Terminated;Not related to SIPs;77004000;;TRUE;2027;MTEF;22845000
National;International Relations and Cooperation;international_relations_and_cooperation_maputo_mozambique_refurbishment_of_official_residence_and_staff_residence_appointment_of_built_consultants;Central Government, Administration and Financial Services;Maputo, Mozambique: Refurbishment of Official Residence and Staff Residence (appointment of Built Consultants);Renovations;"25°58'25.2""S 32°35'36.8""E";Rehabilitation and refurbishment;Residence;Final Completion;Not related to SIPs;50469000;;TRUE;2021;Audited Outcome;0
National;International Relations and Cooperation;international_relations_and_cooperation_maputo_mozambique_refurbishment_of_official_residence_and_staff_residence_appointment_of_built_consultants;Central Government, Administration and Financial Services;Maputo, Mozambique: Refurbishment of Official Residence and Staff Residence (appointment of Built Consultants);Renovations;"25°58'25.2""S 32°35'36.8""E";Rehabilitation and refurbishment;Residence;Final Completion;Not related to SIPs;50469000;;TRUE;2022;Audited Outcome;0
National;International Relations and Cooperation;international_relations_and_cooperation_maputo_mozambique_refurbishment_of_official_residence_and_staff_residence_appointment_of_built_consultants;Central Government, Administration and Financial Services;Maputo, Mozambique: Refurbishment of Official Residence and Staff Residence (appointment of Built Consultants);Renovations;"25°58'25.2""S 32°35'36.8""E";Rehabilitation and refurbishment;Residence;Final Completion;Not related to SIPs;50469000;;TRUE;2023;Audited Outcome;0
National;International Relations and Cooperation;international_relations_and_cooperation_maputo_mozambique_refurbishment_of_official_residence_and_staff_residence_appointment_of_built_consultants;Central Government, Administration and Financial Services;Maputo, Mozambique: Refurbishment of Official Residence and Staff Residence (appointment of Built Consultants);Renovations;"25°58'25.2""S 32°35'36.8""E";Rehabilitation and refurbishment;Residence;Final Completion;Not related to SIPs;50469000;;TRUE;2024;Adjusted Appropriation;0
National;International Relations and Cooperation;international_relations_and_cooperation_maputo_mozambique_refurbishment_of_official_residence_and_staff_residence_appointment_of_built_consultants;Central Government, Administration and Financial Services;Maputo, Mozambique: Refurbishment of Official Residence and Staff Residence (appointment of Built Consultants);Renovations;"25°58'25.2""S 32°35'36.8""E";Rehabilitation and refurbishment;Residence;Final Completion;Not related to SIPs;50469000;;TRUE;2025;MTEF;0
National;International Relations and Cooperation;international_relations_and_cooperation_maputo_mozambique_refurbishment_of_official_residence_and_staff_residence_appointment_of_built_consultants;Central Government, Administration and Financial Services;Maputo, Mozambique: Refurbishment of Official Residence and Staff Residence (appointment of Built Consultants);Renovations;"25°58'25.2""S 32°35'36.8""E";Rehabilitation and refurbishment;Residence;Final Completion;Not related to SIPs;50469000;;TRUE;2026;MTEF;15339000
National;International Relations and Cooperation;international_relations_and_cooperation_maputo_mozambique_refurbishment_of_official_residence_and_staff_residence_appointment_of_built_consultants;Central Government, Administration and Financial Services;Maputo, Mozambique: Refurbishment of Official Residence and Staff Residence (appointment of Built Consultants);Renovations;"25°58'25.2""S 32°35'36.8""E";Rehabilitation and refurbishment;Residence;Final Completion;Not related to SIPs;50469000;;TRUE;2027;MTEF;35130000
National;International Relations and Cooperation;international_relations_and_cooperation_luanda_angola_property_redevelopment_of_state_owned_official_residence_appointment_of_built_consultants;Central Government, Administration and Financial Services;Luanda, Angola: Property redevelopment of State Owned Official Residence (appointment of Built Consultants);Renovations;-8.8097222/13.251944444444443;New infrastructure assets;Office and Residence;Pre - Feasibility;Not related to SIPs;13800000;;TRUE;2021;Audited Outcome;0
National;International Relations and Cooperation;international_relations_and_cooperation_luanda_angola_property_redevelopment_of_state_owned_official_residence_appointment_of_built_consultants;Central Government, Administration and Financial Services;Luanda, Angola: Property redevelopment of State Owned Official Residence (appointment of Built Consultants);Renovations;-8.8097222/13.251944444444443;New infrastructure assets;Office and Residence;Pre - Feasibility;Not related to SIPs;13800000;;TRUE;2022;Audited Outcome;0
National;International Relations and Cooperation;international_relations_and_cooperation_luanda_angola_property_redevelopment_of_state_owned_official_residence_appointment_of_built_consultants;Central Government, Administration and Financial Services;Luanda, Angola: Property redevelopment of State Owned Official Residence (appointment of Built Consultants);Renovations;-8.8097222/13.251944444444443;New infrastructure assets;Office and Residence;Pre - Feasibility;Not related to SIPs;13800000;;TRUE;2023;Audited Outcome;0
National;International Relations and Cooperation;international_relations_and_cooperation_luanda_angola_property_redevelopment_of_state_owned_official_residence_appointment_of_built_consultants;Central Government, Administration and Financial Services;Luanda, Angola: Property redevelopment of State Owned Official Residence (appointment of Built Consultants);Renovations;-8.8097222/13.251944444444443;New infrastructure assets;Office and Residence;Pre - Feasibility;Not related to SIPs;13800000;;TRUE;2024;Adjusted Appropriation;8800000
National;International Relations and Cooperation;international_relations_and_cooperation_luanda_angola_property_redevelopment_of_state_owned_official_residence_appointment_of_built_consultants;Central Government, Administration and Financial Services;Luanda, Angola: Property redevelopment of State Owned Official Residence (appointment of Built Consultants);Renovations;-8.8097222/13.251944444444443;New infrastructure assets;Office and Residence;Pre - Feasibility;Not related to SIPs;13800000;;TRUE;2025;MTEF;5000000
National;International Relations and Cooperation;international_relations_and_cooperation_luanda_angola_property_redevelopment_of_state_owned_official_residence_appointment_of_built_consultants;Central Government, Administration and Financial Services;Luanda, Angola: Property redevelopment of State Owned Official Residence (appointment of Built Consultants);Renovations;-8.8097222/13.251944444444443;New infrastructure assets;Office and Residence;Pre - Feasibility;Not related to SIPs;13800000;;TRUE;2026;MTEF;0
National;International Relations and Cooperation;international_relations_and_cooperation_luanda_angola_property_redevelopment_of_state_owned_official_residence_appointment_of_built_consultants;Central Government, Administration and Financial Services;Luanda, Angola: Property redevelopment of State Owned Official Residence (appointment of Built Consultants);Renovations;-8.8097222/13.251944444444443;New infrastructure assets;Office and Residence;Pre - Feasibility;Not related to SIPs;13800000;;TRUE;2027;MTEF;0
National;International Relations and Cooperation;international_relations_and_cooperation_dar_es_salaam_tanzania_procurement_of_furniture_and_equipment_for_chancery;Central Government, Administration and Financial Services;Dar es Salaam, Tanzania:  Procurement of furniture and equipment for Chancery;Acquisition of furniture and equipment;-6.8125/39.79222222222222;Upgrading and additions;Acquisition of furniture and equipment;Final Completion;Not related to SIPs;8000000;;TRUE;2021;Audited Outcome;0
National;International Relations and Cooperation;international_relations_and_cooperation_dar_es_salaam_tanzania_procurement_of_furniture_and_equipment_for_chancery;Central Government, Administration and Financial Services;Dar es Salaam, Tanzania:  Procurement of furniture and equipment for Chancery;Acquisition of furniture and equipment;-6.8125/39.79222222222222;Upgrading and additions;Acquisition of furniture and equipment;Final Completion;Not related to SIPs;8000000;;TRUE;2022;Audited Outcome;0
National;International Relations and Cooperation;international_relations_and_cooperation_dar_es_salaam_tanzania_procurement_of_furniture_and_equipment_for_chancery;Central Government, Administration and Financial Services;Dar es Salaam, Tanzania:  Procurement of furniture and equipment for Chancery;Acquisition of furniture and equipment;-6.8125/39.79222222222222;Upgrading and additions;Acquisition of furniture and equipment;Final Completion;Not related to SIPs;8000000;;TRUE;2023;Audited Outcome;0
