Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,UID
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Poverty and Inequality Statistics,Annually,18.3.2 Number of documents on the IES 2022/23 compiled: 3 IES survey instruments compiled by August 2022,Non-Standardized,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all","The Social Protection, Community and Human Development cluster",,,,,,,,,1,,3,Target was captured incorrectly as 1. Should be 3 as per WP,,3,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Poverty and Inequality Statistics,Annually,18.4 Number of documents on SAMPI using the GHS data series published: 1 document on SAMPI using the GHS data series published by December 2022,Non-Standardized,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all","The Social Protection, Community and Human Development cluster",,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Poverty and Inequality Statistics,Annually,18.5 Number of discussion documents on the introduction of selected external data sources for IIF reporting compiled: 1 discussion document on the introduction of selected external data sources for IIF reporting compiled by March 2023 ,Non-Standardized,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all","The Social Protection, Community and Human Development cluster",,,,,,,,,1,,0,Dependency on external stakeholders,Expected completion 2023/24 financial year,0,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.1 Number of releases on domestic tourism statistics published: 1 annual release on domestic tourism statistics published by October 2022,Non-Standardized,Not  Applicable,Not Applicable,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,1,Data challenges,NA,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.10 Number of research reports on expanding education and child statistics compiled: 1 research report on expanding education and child statistics compiled by March 2023,Non-Standardized,Not  Applicable,Quality Basic Education,"The Social Protection, Community and Human Development cluster",,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.11 Number of thematic reports on child statistics published: 1 annual thematic report on child statistics (Series 1) published by February 2023 ,Non-Standardized,Not  Applicable,A long and healthy life for all South Africans,"The Social Protection, Community and Human Development cluster",,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.2 Number of reports on domestic tourism statistics improved: 1 technical report on the integration of the national domestic tourism surveys compiled by March 2023,Non-Standardized,Not  Applicable,Not Applicable,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.3 Number of thematic reports on transport statistics published: 1 thematic report on transport statistics published by March 2023 ,Non-Standardized,Not  Applicable,"An efficient, competitive and responsive economic infrastructure network","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.4 Number of releases on social and household service delivery statistics published: 1 annual release on social and household service delivery statistics published by May 2022 ,Non-Standardized,Not  Applicable,Sustainable human settlements and improved quality of household life,"The Social Protection, Community and Human Development cluster",,,,,,,,,1,,1,Published in June due to data challenges,NA,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.5.1 Number of releases on development indicators published: 1 annual release on development indicators published by May 2022,Non-Standardized,Not  Applicable,Sustainable human settlements and improved quality of household life,"The Social Protection, Community and Human Development cluster",,,,,,,,,1,,1,Published in June due to data challenges,NA,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.5.2 Number of releases on development indicators published: 1 annual release on metro development indicators published by May 2022,Non-Standardized,Not  Applicable,Sustainable human settlements and improved quality of household life,"The Social Protection, Community and Human Development cluster",,,,,,,,,1,,1,Published in June due to data challenges,NA,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.6.1 Number of reports on marginalised groups published: 1 annual report on marginalised groups indicators published by February 2023 ,Non-Standardized,Not  Applicable,A long and healthy life for all South Africans,"The Social Protection, Community and Human Development cluster",,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.6.2 Number of reports on marginalised groups published: 1 annual thematic report on marginalised groups published: (Series 6) by March 2023 ,Non-Standardized,Not  Applicable,A long and healthy life for all South Africans,"The Social Protection, Community and Human Development cluster",,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.7 Number of thematic reports on gender published: 1 annual thematic report on gender (Series 9) published by September 2022 ,Non-Standardized,Not  Applicable,A long and healthy life for all South Africans,"The Social Protection, Community and Human Development cluster",,,,,,,,,1,,1,"HR constraints 
",NA,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,"16.8 Number of releases on crime, safety and security statistics published: 1 annual release on victims of crime statistics published by August 2022",Non-Standardized,Not  Applicable,All people in South Africa are and feel safe,"Justice, Crime Prevention and Security cluster",,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.9 Number of releases on governance statistics published: 1 annual release on governance statistics published by October 2022  ,Non-Standardized,Not  Applicable,Not Applicable,Governance and Administration cluster,,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 4: Methodology and Statistical Infrastructure,Business Register,Annually,21.1 Number of reports on maintenance of the Statistical Business Register compiled: 1 report on maintenance of the Statistical Business Register compiled by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 4: Methodology and Statistical Infrastructure,Geography,Annually,22.1 Number of statistical frames geo-enabled: 1 statistical frame geo-enabled by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 4: Methodology and Statistical Infrastructure,Geography,Annually,22.2 Geo-portal for dissemination of statistical products implemented: 1 geo-portal for dissemination of statistical products implemented by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 4: Methodology and Statistical Infrastructure,Statistical Methods,Annually,19.1 PES for Census 2022 conducted: 1 Post-enumeration Survey (PES) for Census 2022 conducted by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 4: Methodology and Statistical Infrastructure,Statistical Standards,Annually,20.1 Number of international standards on institutional Sector Classification adopted: 1 international standard on Institutional Sector Classification adopted by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 4: Methodology and Statistical Infrastructure,Survey Monitoring and Evaluation,Annually,23.1 Number of assessment reports on the application of the QMS reviewed: 1 assessment report on the application of the QMS reviewed by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 5: Statistical Support and Informatics,Advocacy and Dissemination,Annually,24.1 Number of evaluation reports on Stats SA within the data ecosystem compiled:1 evaluation report on Stats SA’s position within the data ecosystem compiled by March 2023 ,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,1,,0,Skills constraints,Discontinued,0,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 5: Statistical Support and Informatics,Advocacy and Dissemination,Annually,24.2 Percentage of Stats SA website re-engineered: 40% of Stats SA website re-engineered (Phase 2) by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,40 %,,40,,,40,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 5: Statistical Support and Informatics,Advocacy and Dissemination,Annually,24.3 Percentage of communication and marketing support to Census 2022 and PES: 100% communication and marketing support to Census 2022 and PES by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,100 %,,100,,,100,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 5: Statistical Support and Informatics,Analytical Studies,Annually,28.1 Number of research reports on spatial analysis compiled: 2 research reports on spatial analysis compiled by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,2,,2,,,2,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 5: Statistical Support and Informatics,Business Modernisation,Annually,25.1 Number of enterprise architecture domains established: 1 enterprise architecture domain established by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 5: Statistical Support and Informatics,Business Modernisation,Annually,25.2 Percentage of applications and systems for Census 2022 and PES processes developed: 100% applications and systems for Census 2022 and PES processes developed by March 2023 ,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,100 %,,100,,,100,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 5: Statistical Support and Informatics,Business Modernisation,Annually,25.3 Number of business processes modernised: 1 business process modernised by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,1,,1,Achieved early due to reprioritisation,NA,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 5: Statistical Support and Informatics,Information Communication and Technology,Annually,27.1 Number of ICT environment upgrade initiatives: 1 ICT environment upgrade initiative (Phase 2) implemented by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,1,,0,Dependency on external stakeholder,Expected completion: Q1 of 2023/24,0,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 5: Statistical Support and Informatics,Information Communication and Technology,Annually,27.2 Number of ICT risk environment implemented: 1 ICT Cybersecurity risk initiative implemented by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 5: Statistical Support and Informatics,Information Communication and Technology,Annually,27.3 Percentage of Census 2022 ICT infrastructure and platforms maintained: 100% Census 2022 ICT infrastructure and platforms maintained by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,100 %,,100,,,100,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 5: Statistical Support and Informatics,Publication Services,Annually,26.1 Number of databases to interface between generic data storage and dissemination tools developed: 50 databases within generic data storage developed by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,50,,53,The target of 50 was an estimate,,53,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,Data Operations,Annually,30.1 Number of reports on business processes implemented: 1 report on the implementation of business processes (phase 1) compiled by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,Data Operations,Annually,30.2 Number of reports on Census 2022 and PES data processed: 1 report on Census 2022 and PES data processed by March 2023 ,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,Data Operations,Annually,30.3.1 Percentage death notification forms processed: 100% death notification forms (2019) processed by September 2022,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,100 %,,100,Achieved later than scheduled due to dependency on external stakeholders,,100,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,Data Operations,Annually,30.3.2 Percentage death notification forms processed: 100% death notification forms (2020) processed by October 2022,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,100 %,,76,Dependency on external stakeholders,Expected completion in 2023/24 financial year,76,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,Eastern Cape,Annually,29.2 Number of reports on Census 2022 data collection compiled: 1 provincial report on Census 2022 data collection compiled by June 2022,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,Free State,Annually,29.2.2 Number of reports on Census 2022 data collection compiled: 1 provincial report on Census 2022 data collection compiled by June 2022,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,Gauteng,Annually,29.2.3 Number of reports on Census 2022 data collection compiled: 1 provincial report on Census 2022 data collection compiled by June 2022,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,1,,1,Delayed due to the extension of the Census project,Compiled in Q2,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,Household Surveys and Censuses,Annually,31.1 Number of evaluation reports on Census 2022 field operations compiled: 1 evaluation report on Census 2022 field operations compiled by September 2022 ,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,Household Surveys and Censuses,Annually,31.2 Number of national reports on digital data collection for household surveys compiled: 1 national report on digital data collection for household surveys compiled by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,Household Surveys and Censuses,Annually,31.3 Number of national reports on quality assurance tools developed: 1 national report on quality assurance tools developed by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,KwaZulu Natal,Annually,29.2.4 Number of reports on Census 2022 data collection compiled: 1 provincial report on Census 2022 data collection compiled by June 2022,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,1,,1,Delayed due to the extension of the Census project,Compiled in Q2,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,Limpopo,Annually,29.2.5 Number of reports on Census 2022 data collection compiled: 1 provincial report on Census 2022 data collection compiled by June 2022,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,1,,1,Delayed due to the extension of the Census project,Compiled in  Q2,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,Mpumalanga,Annually,29.2.6 Number of reports on Census 2022 data collection compiled: 1 provincial report on Census 2022 data collection compiled by June 2022,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,1,,1,Extension of Census project,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,North West,Annually,29.2.8 Number of reports on Census 2022 data collection compiled: 1 provincial report on Census 2022 data collection compiled by June 2022,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,Northern Cape,Annually,29.2.7 Number of reports on Census 2022 data collection compiled: 1 provincial report on Census 2022 data collection compiled by June 2022,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,Northern Cape,Annually,29.3  Number of reports on Census 2022 dissemination plans developed: 1 Census 2022 dissemination plan developed by March 2023 ,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,Western Cape,Annually,29.1 Number of reports on integrated fieldwork operations model compiled: 1 report on integrated fieldwork operations model pilot compiled by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,Western Cape,Annually,29.2.9 Number of reports on Census 2022 data collection compiled: 1 provincial report on Census 2022 data collection compiled by June 2022,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 7: South African National Statistics System,Data and Information Management,Annually,36.1 Number of reports on of IIF dissemination portal indicators updated: 1 report on IIF dissemination portal updated by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Governance and Administration cluster,,,,,,,,,,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 7: South African National Statistics System,Data and Information Management,Annually,36.2 Number of reports on additional features to online system for SASQAF self-assessment updated: 1 report on online system for SASQAF self-assessment updated by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Governance and Administration cluster,,,,,,,,,,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 7: South African National Statistics System,Data and Information Management,Annually,36.3 Number of documents on specifications for online metadata repository developed: 1 document on specifications for online metadata repository for indicators developed by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Governance and Administration cluster,,,,,,,,,,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 7: South African National Statistics System,Economic Subsystem,Annually,32.1 Number of clearance reports for economic statistics subsystem compiled: 1 clearance report for economic statistics subsystem compiled by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Governance and Administration cluster,,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 7: South African National Statistics System,Economic Subsystem,Annually,32.2 Number of reports on integrated indicator framework (IIF) for economic statistics subsystem reviewed: 1 report on integrated indicator framework (IIF) for economic statistics subsystem reviewed by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Governance and Administration cluster,,,,,,,,,1,,1,Memo signed in July due to reprioritisation,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 7: South African National Statistics System,Economic Subsystem,Annually,32.3 Number of MoU/SLA for economic statistics subsystem signed: 1 MoU/SLA for economic statistics subsystem signed by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Governance and Administration cluster,,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 7: South African National Statistics System,Economic Subsystem,Annually,32.4 Number of research reports on NSDS for economic statistics subsystem compiled:  1 research report on NSDS for economic statistics subsystem compiled by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Governance and Administration cluster,,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 7: South African National Statistics System,Independent Quality Assessment,Annually,34.1 Number of quality assessment reports compiled: 2 SASQAF quality assessment (applying SASQAF edition 3) reports compiled by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Governance and Administration cluster,,,,,,,,,2,,2,,,2,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 7: South African National Statistics System,Independent Quality Assessment,Annually,34.2 Number of reports on piloting of SASQAF for administrative data sources: 1 report on piloting of SASQAF for administrative data sources by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Governance and Administration cluster,,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 7: South African National Statistics System,Social Subsystem,Annually,33.1 Number of clearance reports for social statistics subsystem compiled: 1 clearance report for social statistics subsystem compiled by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Governance and Administration cluster,,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 7: South African National Statistics System,Social Subsystem,Annually,33.2 Number of reports on integrated indicator framework (IIF) for social statistics subsystem reviewed: 1 report on integrated indicator framework (IIF) for social statistics subsystem reviewed by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Governance and Administration cluster,,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 7: South African National Statistics System,Social Subsystem,Annually,33.3 Number of MoU/SLA for social statistics subsystem signed: 1 MoU/SLA for social statistics subsystem signed by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Governance and Administration cluster,,,,,,,,,1,,1,Signed MoU in October due to reprioritisation,NA,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 7: South African National Statistics System,Social Subsystem,Annually,33.4 Number of research reports on NSDS for social statistics subsystem compiled:1 research report on NSDS for social statistics subsystem compiled by March 2023 ,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Governance and Administration cluster,,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 7: South African National Statistics System,Statistical Reporting,Annually,35.1 Number of reports on Integrated indicator frameworks updated: 1 report on integrated indicator framework data values updated by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Governance and Administration cluster,,,,,,,,,1,,1,,,1,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 7: South African National Statistics System,Statistical Reporting,Annually,35.2 Number of reports on SDG indicators compiled: 17 goal reports on SDG indicators compiled by March 2023 ,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Governance and Administration cluster,,,,,,,,,17,,17,,,17,,,,,,,,,246
Statistics South Africa,Statistics South Africa,National,Programme 7: South African National Statistics System,Statistical Reporting,Annually,35.3 Number of progress reports on legislative reform compiled: 1 progress report on legislative reform compiled by March 2023,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Governance and Administration cluster,,,,,,,,,1,,1,,,1,,,,,,,,,246
The Presidency,The Presidency,National,Administration,Corporate Management,Annually,Audit outcome opinion expressed by Auditor General ,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,,,,,,,,,"Clean Audit outcome
opinion by Auditor-
General
",,Clean Audit outcome obtained,N/A,N/A,,,,,,,,,,246
The Presidency,The Presidency,National,Administration,Corporate Management,Annually,Business Continuity Plans developed and approved,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",,,,,,,,,"Approved Business
Continuity plan
",,Business Continuity Plan approved on 30 June 2022,N/A,N/A,,,,,,,,,,246
The Presidency,The Presidency,National,Administration,Corporate Management,Annually,Percentage of disciplinary cases resolved within 90 days from date of issuing of charge sheet,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,,,,,,,,,100 %,,0,"The hearing was adjourned to allow for parties to submit closing arguments, and once a verdict had been reached, another adjournment allowed parties to submit aggravating and mitigating factors, resulting in delays in finalizing the cases within the targeted 90-day period. (#1 and #2)
The duration of hearings was impacted by the unavailability of witness,  statements, causing delays in the finalization of the investigation report (#3).
",the branch is still working on the improvement measures on the indicator,,,,,,,,,,246
The Presidency,The Presidency,National,Administration,Corporate Management,Annually,Percentage of PWD  employed in Presidency against national target,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,,,,,,,,,2 %,,2.11,N/A,N/A,,,,,,,,,,246
The Presidency,The Presidency,National,Administration,Corporate Management,Annually,Percentage of SMS Women in Presidency against national targets,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,,,,,,,,,50 %,,50.79,N/A,N/A,,,,,,,,,,246
The Presidency,The Presidency,National,Administration,Corporate Management,Annually,Permanent Independent Anti-Corruption body is established,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",,,,,,,,,"Permanent
Independent Anti-
Corruption body
established by March 2023
",,"Permanent Independent Anti-Corruption body was established, the President appointed the members on 29 August 2022.
",N/A,N/A,,,,,,,,,,246
The Presidency,The Presidency,National,Administration,Corporate Management,Annually,SOP on dealing with SIU reports produced,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",,,,,,,,,"SOP on dealing with
SIU reports produced
by July 2022

",,SOP not in place,"Its completion pending the commencement of phase 2 of the tracking of SIU referrals.
",The SOP to be finalised before the end of the financial year,,,,,,,,,,246
The Presidency,The Presidency,National,Administration,Corporate Management,Quarterly,Number of monitoring reports on the implementation of the Business Continuity Plans,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",0,0,1,1 X monitoring report on the implementation of the business continuity plan,1,1,1,1,3,0,3,N/A,N/A,,to be reported in Quarter 2,,N/A,N/A,N/A,N/A,N/A,N/A,246
The Presidency,The Presidency,National,Administration,Corporate Management,Quarterly,Number of reports on the SIU proclamations issued,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",1,1,1,The report was received on the SIU proclamations issued in quarter 2,1,1,1,1,4,1,4,N/A,N/A,,None,None,N/A,N/A,N/A,N/A,N/A,N/A,246
