Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,DesiredPerformance,UID
,Communication and Digital Technologies,National,ICT INFRASTRUCTURE DEVELOPMENT & SUPPORT,ICT INFRASTRUCTURE DEVELOPMENT & SUPPORT,Quarterly,Implemented revised analogue switch off plan,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","Analogue switch-off
 of
transmitters below 694
MHz in the Six provinces
of EC, WC, KZN, MP, NW
and GP monitored.","Switch-off of 
Analogue transmitters below 694 MHz was monitored across six provinces of EC, WC, KZN, MP, NW and GP","Analogue switch-off of
transmitters below 694
MHz in the Six provinces
of WC, MP, EC, KZN,
Limpopo and Free State
monitored.","•	Analogue switch off was successfully monitored in line with the APP target and as per the plan in the six provinces of WC, MP, EC, KZN, Limpopo and Free State. 
•	In addition, the monitoring was done for all provinces targeted for the phase 2 below 694MHz towards December 2024 ASO.
","Analogue switch-off
of transmitters below
694 MHz in the Seven
provinces of WC, GP, MP,
EC, KZN, Limpopo and
Free State monitored.","Analogue switch off was successfully monitored in line with the 
APP target and as per the plan in the seven provinces of WC, GP, MP, EC, KZN, Limpopo and Free State. 

In addition, the monitoring was done for all provinces targeted for the phase 2 below 694MHz towards December 2024 ASO.

",No Q4 Target,,"Analogue Switch-off 
of
transmitters below 694
MHz monitored",-,,,,,None,None,None,None,None,None,,,,140
,Communication and Digital Technologies,National,ICT INFRASTRUCTURE DEVELOPMENT & SUPPORT,ICT INFRASTRUCTURE DEVELOPMENT & SUPPORT,Quarterly,Implemented revised SA Connect Model,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","Quarterly monitorin
g
reports on the
implementation of SA
connect phase 2 model
developed.",Implementation of the revised SA Connect Model towards internet access for communities and government facilities monitored,"Quarterly monitoring
reports on the
implementation of SA
connect phase 2 model
developed.",Implementation of the revised SA Connect Model towards internet access for communities and government facilities monitored.,"Quarterly monitoring
reports on the
implementation of SA
connect phase 2 model
developed.",Quarterly monitoring reports was developed on the implementation of SA Connect phase 2 model.,"Quarterly monitoring
reports on the
implementation of SA
connect phase 2 model
developed.",Implementation of the revised SA Connect Model towards internet access for communities and government facilities was monitored.,"Implementation of

revised SA Connect
Model towards internet
access for Government
connectivity, Community
and household connectivity, and public schools,
health facilities, and
traditional authority sites
connectivity monitored.",-,,,,,None,None,None,None,None,None,None ,None ,,140
,Communication and Digital Technologies,National,ICT INFRASTRUCTURE DEVELOPMENT & SUPPORT,ICT INFRASTRUCTURE DEVELOPMENT & SUPPORT,Quarterly,Implemented strategic  national Cybersecurity  programmes and services,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,Not Applicable,"Cybersecurity
 Strategy
and Implementation Plan
developed.","Cybersecurity
 Strategy and Implementation Plan developed and approved","Implementation of
strategic National
cybersecurity
programmes and services
monitored",Strategic national cybersecurity programs and services were monitored,"Implementation of
strategic National
cybersecurity
programmes and services
monitored",Implementation of strategic National cybersecurity programmes and services were monitored,"Implementation of
strategic National
cybersecurity
programmes and services
monitored",Implementation of strategic National cybersecurity programmes and services were monitored,"Implementation of

strategic National
cybersecurity
programmes and services
monitored",-,,,,,None,None,None,None,None ,None ,None ,None,,140
,Communication and Digital Technologies,National,ICT INTERNATIONAL  RELATIONS AND AFFAIRS ,ICT INTERNATIONAL  RELATIONS AND AFFAIRS ,Quarterly,Number of approved Country Positions to support the National ICT priorities,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,"Engage BRICS 
Members
to determine Agenda for
Russia Hosting BRICS
2024.","BRICS Members were engaged to determine Agenda for Russia Hosting BRICS 2024
","Develop position
for South Africa’s
participation in BRICS
2024 informed by national
ICT priorities for approval",Position for South Africa’s participation in BRICS 2024 informed by national ICT priorities for approved ,"Develop outcomes
report from South Africa
participating in BRICS
2024 based on country
position informed by
national ICT priorities",The outcomes report from South Africa participation in BRICS 2024 based on the country position informed by ICT national priorities was developed with the input from Deputy Minister of International Relations who headed the DCDT delegation.,No Q4 Target,,"3 Country Positions

developed and approved
to support the National
ICT priorities focused
on BRICS, WTSA and
Global Digital Compact
(GDC)",-,,,,,None,None,None,None,None,None,,,,140
,Communication and Digital Technologies,National,ICT INTERNATIONAL  RELATIONS AND AFFAIRS ,ICT INTERNATIONAL  RELATIONS AND AFFAIRS ,Quarterly,Number of approved Country Positions to support the National ICT priorities,Non-Standardized,Not  Applicable,Priority 7: A better Africa and the World,"International Cooperation, Trade and Security cluster","Draft Position 
Paper
developed for
WTSA 
for consultation with
stakeholders.
","Stakeholders were engaged, briefing and background information were shared, and a position paper has been drafted for further consultation with stakeholders
","Engagement with
stakeholders to develop
national and regional
positions",The engagement with stakeholders to develop national and regional stakeholder position took place on 05 August 2024. The national stakeholders online meeting and the regional stakeholders was held in collaboration with African Telecommunications Union (ATU) on 12-16 August 2024 in Sandton. ,"Finalise position for
WTSA and submit for
approval.",The final position for WTSA was submitted and approved,"Submit report on the
outcomes of WTSA-24",A report on the outcomes of the WTSA-24 was submitted. ,"3 Country Positions

developed and approved
to support the National
ICT priorities focused
on BRICS, WTSA and
Global Digital Compact
(GDC)",-,,,,,None,None,None,None,None,None,None ,None ,,140
,Communication and Digital Technologies,National,ICT INTERNATIONAL  RELATIONS AND AFFAIRS ,ICT INTERNATIONAL  RELATIONS AND AFFAIRS ,Quarterly,Number of approved Country Positions to support the National ICT priorities,Non-Standardized,Not  Applicable,Priority 7: A better Africa and the World,"International Cooperation, Trade and Security cluster",No Q1 Target,No q1 Target,No Q2 Target,,"Participate in the
WTSA- 24","The DCDT officials and key stakeholders participated at the WTSA-24 from 15-24 October 2024 in New Delhi, India",No Q4 Target,,"3 Country Positions
developed and approved
to support the National
ICT priorities focused
on BRICS, WTSA and
Global Digital Compact
(GDC)",-,,,,,,,,,None,None,,,,140
,Communication and Digital Technologies,National,ICT INTERNATIONAL  RELATIONS AND AFFAIRS ,ICT INTERNATIONAL  RELATIONS AND AFFAIRS ,Quarterly,Number of approved Country Positions to support the National ICT priorities,Non-Standardized,Not  Applicable,Priority 7: A better Africa and the World,"International Cooperation, Trade and Security cluster","SA GDC Stakehold
er
Consultation Engagement
Report developed.",The SA GDC Stakeholder consultation engagement report was developed,"Draft SA Position Paper
on GDC developed.",Draft SA Position paper on Global Digital Compact was developed,"SA position paper on
GDC approved",The SA position paper on GDC was approved by the DDG and DG,No Q4 Target,,"3 Country Positions

developed and approved
to support the National
ICT priorities focused
on BRICS, WTSA and
Global Digital Compact
(GDC)",-,,,,,None,None,None,None,None,None,,,,140
,Communication and Digital Technologies,National,ICT INTERNATIONAL  RELATIONS AND AFFAIRS ,ICT INTERNATIONAL  RELATIONS AND AFFAIRS ,Quarterly,Number of international programmes supporting digital economy,Non-Standardized,Not  Applicable,Priority 7: A better Africa and the World,"The Economic Sectors, Employment and Infrastructure Development cluster","Internal stakehold
er
engagement to identify
international programmes
of DCDT conducted
",Internal stakeholder engagement to identify international programmes of DCDT was conducted,No Q2 Target,,"Implementation of One
(1) identified International
Programme to support
the digital economy
Initiatives coordinated",International programme that supports digital economy initiatives was coordinated,"Implementation of One
(1) identified International
Programme to support
the digital economy
Initiatives coordinated
",One (1) identified International Programme to support the digital economy Initiatives was coordinated,"Implementation of two

(2) International
Programmes to
support the digital
economy Initiatives
coordinated",-,,,,,None,None,,,None,None,None ,None ,,140
,Communication and Digital Technologies,National,ICT POLICY DEVELOPMENT AND RESEARCH,ICT POLICY DEVELOPMENT AND RESEARCH,Quarterly,Implemented Audio- and Audio-Visual Content Services and Online Content Safety Bill,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","Audio- and 
Audio-Visual
Content Services and
Online Content Safety
White Paper finalised and
gazetted",The analysis of submissions from the stakeholder inputs have been conducted and additional research had been required due to the new developments in the industry,"Develop draft
implementation strategy
and Action Plan for Audioand Audio-Visual Content
Services and Online
Content Safety White
Paper
",Draft implementation strategy and Action Plan for Audio and Audio-Visual Content Services and Online Content Safety White Paper has not been developed ,"Implementation strategy
and Action Plan for Audioand Audio-Visual Content
Services and Online
Content Safety White
Paper finalised","Implementation strategy and Action Plan for Audio and Audio-Visual Content Services and Online Content Safety White Paper has not been finalised
","Audio- and Audio-Visual
Content Services and
Online Content Safety
Bill submitted to the
Minister for approval and
submission to the Cluster
and Cabinet to introduce
in Parliament","Audio- and Audio-Visual Content Services and Online Content Safety Bill developed and submitted to the DG for submission EXCO, MANCO and Cluster ","Audio- and Audio-
Visual
Content Services and
Online Content Safety Bill
submitted to the Cluster
and Cabinet for approval
to introduce in Parliament",-,,,,,"The challenges have been additional research required to cater for the new developments. There has also been delays in sourcing a writer to assist in the finalisation of the White Paper.
","The policy positions are being finalised to be processed for internal approvals. It will then be processed to the Cluster and Cabinet Committee of 14 August 2024. The unit will then present the document through the internal structures. It will also engage DG, DM and the Minister for approval to submit to the Cluster and targeting Cabinet meeting on 14th August 2024.
The Chief Directorate has also engaged with the SPM and Internal Audit to develop a clear project plan to ensure a more focused approach to the finalisation of the project.","The White Paper was meant to be finalised by a policy writer, but this process has been protracted. The White Paper has awaiting briefing to the Minister before further processes could be finalised such as the implementation plan ","The Unit has been granted a date to engage the Minister, but due to other pressing issues this has been postponed to a date to be communicated. The unit has, however engaged with the regulators who are the core component of the implementation plan (MDDA, ICASA and the FPB) ","The finalisation of the Implementation strategy and action plan is dependent on the approval of the Audio and Audio-Visual Content Services and Online Content Safety White Paper.
",The Audio and Audio-Visual Content Services and Online Content Safety White Paper is being edited for submission to be published for public comments. ,"Given the fact that the White Paper has not been approved, the unit could not proceed to the Bill stage. The challenge behind the non-finalisation of the White Paper had been articulated in the previous reports","The White Paper has been finalised and submitted to the Minister for the final consultation with the stakeholders. After public consultations, the final White Paper 
will be processed for submission to Cabinet and gazetting as Policy. ",,140
,Communication and Digital Technologies,National,ICT POLICY DEVELOPMENT AND RESEARCH,ICT POLICY DEVELOPMENT AND RESEARCH,Quarterly,Implemented Digital Economy Masterplan,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","Revised Implemen
tation
Plan for the Digital
Economy Masterplan
submitted for approval","Updated Implementation Plan for the Digital Economy Masterplan was submitted for approval 
","Revised Implementation
Plan for the Digital
Economy Masterplan
monitored","Expanded Connectivity 750 714 Households 

Development of the SABC OTT platform 4490 Wi-Fi hotspots 29 092 Facilities Connected 

Skilling & job placements 353 691 individuals skilled 10 158 individuals employed SMME supported 15 650 SMMEs skilled 76 contracted for broadband rollout Tech startups supported 535 start-ups 

Investment ZAR 15.2 billion (RFI process) ZAR 44.4 billion (cumulative investment in network infrastructure & data centres from February engagement
","Revised Implementation
Plan for the Digital
Economy Masterplan
monitored."," The Revised Implementation Plan for the Digital Economy Masterplan 
was partly monitored.","Revised Implementation
Plan for the Digital
Economy Masterplan
monitored",Revised Implementation Plan for the Digital Economy Masterplan was monitored ,"Implementation Plan

for the Digital Economy
Masterplan monitored",-,,,,,None,None,Challenges to be identified,Challenges to be identified,The timing that surveys were issued to stakeholders did not provide ample time for stakeholders to respond. ,The department will ensure that the request to stakeholders to provide progress reports on DEM projects is done 15-days before the end of the quarter.,The supporting evidence was not sufficient to support achievement in line with the implementation plan.,"The Project Manager has been advised to improve and align with Implementation Plan.  
",,140
,Communication and Digital Technologies,National,ICT POLICY DEVELOPMENT AND RESEARCH,ICT POLICY DEVELOPMENT AND RESEARCH,Quarterly,Implemented National Data and Cloud Policy,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","Draft National
 Data
and Cloud Policy
Implementation Plan
developed","The Draft National 
Data and Cloud Policy Implementation Plan was developed","Draft Implementation
Plan consulted with key
stakeholders",Draft Implementation Plan was consulted with key stakeholders.,"National Data and Cloud
Policy Implementation
Plan finalised.",The National Data and Cloud Policy Implementation Plan was finalised.,"National Data and Cloud
Policy Implementation
Plan approved.",National Data and Cloud Policy Implementation Plan was approved by the Director-General,"National Data and 
Cloud
Policy Implementation
Plan approved",-,,,,,None,None,None,None,None,None,None,None,,140
,Communication and Digital Technologies,National,ICT POLICY DEVELOPMENT AND RESEARCH,ICT POLICY DEVELOPMENT AND RESEARCH,Quarterly,Implemented PC4IR Strategic  plan,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Not Applicable,No Q1 Target,No Q1 Target,"Coordination report
developed on the projects
related to the SIP in
line with the PC4IR
Recommendations.",No progress report received as there is no official appointed against the target,No Q3 Target,,"Annual coordination
report developed on the
projects related to the
SIP in line with the PC4IR
Recommendations",Annual coordination report was developed on the projects related to the SIP in line with the PC4IR Recommendations.,"PC4IR Strategic

implementation plan
coordinated",-,,,,,,,No progress report received as there is no official appointed against the target,No progress report received as there is no official appointed against the target,,,The supporting evidence was not sufficient to support achievement in line with the implementation plan.,The Project Manager has been advised to improve and align with Implementation Plan.  ,,140
Basic Education,Basic Education,National,Programme 1: Administration,Programme 1: Administration,Annually,1.1.3 Number of capacity-building programmes offered to the DBE officials,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,16,31,16,,,"There were additional training
requests emanating from performance assessment outcomes where skills and training needs were identified.
",Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,Programme 1: Administration,Programme 1: Administration,Annually,1.2.1 The Annual Performance Plan is approved by 31 March each financial year,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,2025/26 APP approved by March 2025,"2025/26 APP approved by March 2025
",2025/26 APP approved by March 2025,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,Programme 1: Administration,Programme 1: Administration,Quarterly,1.1.1 Percentage of valid invoices paid within 30 days upon receipt by the Department,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",100 %,91.06 %,100 %,99.84 %,100 %,99.39 %,100 %,97.37 %,100 %,,,,,,The Department could not achieve 100% or pay all invoices within 30 days during the quarter under review because the Department had to settle accruals and payables emanating from the previous financial year. Some invoices were already aged 30 days plus by the time new budget was loaded. ,"Consequently, the Department continue to monitor cash flow more closely and strengthen payment processes to improve compliance.",The non-achievement is due to delay in correction of misallocation on payments between the Finance and SCM. ,The Department will continue to monitor the cash flow more closely and strengthen payment processes to improve compliance. ,"21 invoices were paid after 31 days due to administrative delays in Supply Chain Management compiling and capturing these invoices, and Financial Services authorising the submitted invoices.","Managers will use an ""invoice tracking register"" to monitor unprocessed invoices daily. Once received, invoices will be checked against the Statement of Account, processed into the Suspense account, and the paid lump sum will be allocated to cost centres using the BAS system journal.","Branch Infrastructure: 
There were insufficient funds available for ASIDI projects which led to delays in payments.


Branch Social Mobilisation and Support Services
Officials from Directorate: Sports Enrichment in Education were engaged in conducting Sports championships during December 2024 and invoices were submitted late in January 2025.","Branch Infrastructure: 
National Treasury allowed funds to be moved from one Programme to Infrastructure and the Branch will plan better in future.

The responsible Directorate will improve on the administrative processes and ensure invoices are submitted on time for processing.",,140
Basic Education,Basic Education,National,Programme 1: Administration,Programme 1: Administration,Quarterly,1.1.2 Number of reports on misconduct cases resolved within 90 days,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",1,1,1,1,1,1,1,1,4,4,,,,,No deviation,Not applicable,No deviation,Not applicable,No deviation,Not applicable,Not applicable,Not applicable,,140
Basic Education,Basic Education,National,Programme 1: Administration,Programme 1: Administration,Quarterly,"1.1.4 Number of Schedule 4, 5 and 6 Conditional Grants’ Quarterly Performance Reports submitted to National Treasury (NT) 45 days after the end of each quarter",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",7,7,7,7,7,7,7,7,28,28,,,,,No deviation,Not applicable,No deviation,Not applicable,No deviation,Not applicable,Not applicable,Not applicable,,140
Basic Education,Basic Education,National,Programme 1: Administration,Programme 1: Administration,Quarterly,1.2.2 Number of Quarterly Performance Reports submitted to National Treasury (NT) and the DPME 30 days after the end of each quarter,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",1,1,1,1,1,1,1,1,4,4,,,,,No deviation,Not applicable,No deviation,Not applicable,No deviation,Not applicable,Not applicable,Not applicable,,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.1.14 Second draft of the revised History Curriculum and Assessment Policy Statement for Grades 4-12 developed (New Indicator),Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,"Approved second draft of the revised History Curriculum and Assessment Policy Statement for Grades 4-
12",Approved second draft of the revised History Curriculum and Assessment Policy Statement for Grades 4-12,"Approved second draft of the revised History Curriculum and Assessment Policy Statement for Grades 4-
12",,,Not applicable,Not applicable,,,,,,,,,,Fostering social understanding and cohesion through the revised History Curriculum,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.5.1 Quality assurance of Grade 1 to 3 Mathematics textbooks towards digitization (New Indicator),Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Grade 1 to 3 Mathematics textbooks quality assured towards digitization,"Grade 1 to 3 Mathematics textbooks not quality assured towards digitization
",Grade 1 to 3 Mathematics textbooks quality assured towards digitization,,,The DBE did not have the required funds to conduct a workshop to quality assure the textbooks.,"To avoid setting targets that are dependent on a third party
",,,,,,,,,,Digitisation of all state-owned textbooks,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.1.3 Number of Children/ Learners with Profound Intellectual Disability (C/LPID) using the Learning Programme for C/LPID. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,4218,5230,4218,,,The DBE developed an online monitoring tool that was to identify learners not benefiting from the programme. PEDs were guided to include such learners,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,"2.1.4 An Annual Sector Report is produced on monitoring of the implementation of the Policy on Screening, Identification, Assessment and Support (SIAS) as a mechanism for early identification and intervention.",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,"Approved Annual Sector Report is produced on monitoring of the implementation of the Policy on Screening, Identification, Assessment and Support (SIAS) as a mechanism for early identification and intervention","Approved Annual Sector Report on monitoring of the implementation of the Policy on Screening, Identification, Assessment and Support (SIAS) as a mechanism for early identification and intervention","Approved Annual Sector Report is produced on monitoring of the implementation of the Policy on Screening, Identification, Assessment and Support (SIAS) as a mechanism for early identification and intervention",,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.1.5 An Annual National Report is produced on piloting the new funding model for Early Childhood Development,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved Annual National Report on piloting of the new funding model for Early Childhood Development,Approved Annual National Report on piloting of the new funding model for Early Childhood Development,Approved Annual National Report on piloting of the new funding model for Early Childhood Development,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.1.6 An Annual Sector Report is produced on monitoring the registration of Early Childhood Development Programmes,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved Annual Sector Report on monitoring the registration of Early Childhood Development Programmes,Approved Annual Sector Report on monitoring the registration of Early Childhood Development Programmes,Approved Annual Sector Report on monitoring the registration of Early Childhood Development Programmes,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.1.7 An Annual National Report is produced on the implementation of an Early Childhood Development Human Resource Development Plan,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved Annual National Report on the implementation of the ECD HRD Plan,Approved Annual National Report on the implementation of the ECD HRD Plan,Approved Annual National Report on the implementation of the ECD HRD Plan,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.1.8 Number of districts monitored on implementation of the National Curriculum Statement (NCS) for Grades 10–12. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,15,15,15,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.1.9 Number of provinces monitored for extra-support classes to increase the number of learners achieving Bachelor-level passes,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,9,9,9,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.1.10 Number of schools monitored for implementing compulsory entrepreneurship education. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,225,225,225,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.1.11 An Annual National Report is produced on piloting of the General Education Certificate (GEC),Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,"Approved Annual National Report on piloting of the General Education Certificate 
(GEC)",Approved Annual National Report on piloting of the General Education Certificate (GEC),"Approved Annual National Report on piloting of the General Education Certificate 
(GEC)",,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,"2.1.12 An Annual Sector Report is produced on schools that pilot and implement the Vocational Stream and Occupational Stream, respectively. ",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,"Approved Annual Sector Report on schools that pilot and implement Vocational and Occupational Streams, respectively","Approved Annual Sector Report on schools that pilot and implement Vocational and Occupational Streams, respectively","Approved Annual Sector Report on schools that pilot and implement Vocational and Occupational Streams, respectively",,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.1.13 Number of schools monitored for piloting the Coding and Robotics curriculum. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,18,18,18,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.2.1 Number of schools monitored on the implementation of the reading norms. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,27,27,27,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.2.2 Number of schools monitored on the implementation of the Incremental Introduction to African Languages (IIAL). ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,27,27,27,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.2.3 Number of underperforming schools monitored on the implementation of the Early Grade Reading Assessment (EGRA). ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,36,36,36,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.2.4 Number of schools with multi-grade classes monitored for implementing the multi-grade toolkit. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,36,36,36,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.2.5 An Annual Sector Report is produced on the implementation of the National Reading Literacy Strategy,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved Annual Sector Report on the implementation of the National Reading Literacy Strategy,Approved Annual Sector Report on the implementation of the National Reading Literacy Strategy,Approved Annual Sector Report on the implementation of the National Reading Literacy Strategy,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.2.6 An Annual Sector Report is produced on the number of public schools monitored on the availability of readers.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved Annual Sector Report on the number of public schools monitored on the availability of readers,Approved Annual Sector Report on the number of public schools monitored on the availability of readers,Approved Annual Sector Report on the number of public schools monitored on the availability of readers,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.3.1 Number of schools per province monitored for utilisation of Information and Communication Technology (ICT) resources,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,27,27,27,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,"2.3.2 Percentage of public schools provided with Home Language workbooks for learners in Grades 1 to 6 per year, after having placed an order.",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,100 %,100 %,100 %,,,Not applicable,Not applicable,,,,,,,,,,,140
