Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Priority,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,OTP_Q1,National_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,National_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,National_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,National_Q4,DesiredPerformance,OTP_Summary,UID
Health,Health,Western Cape,Programme 2: District Health Services,Primary Health Care,Quarterly,HIV test positive around 18 months rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",0.39 %,0.17 %,0.39 %,0.12 %,0.39 %,0.11 %,0.39 %,0.11 %,0.39 %,0 %,,,,,"A positive performance with more tests conducted than planned however positivity remains low, possibly due to focus on community testing assisted by partners.",None required,Data accepted. The PDO notes the achieved output for Q1 of FY 2024-25.,,Positive performance as test positive rate lower than planned,None required,Target achieved. Data accepted.,,Target achieved. Positive performance as fewer children testing HIV positive ,None required,Data accepted. The PDO notes the achieved output for Q3 of FY 2024-25.,,Target achieved. A lower positivity rate is possibly indicative successful interventions to reduce transmission.,No action required.,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 2: District Health Services,Primary Health Care,Quarterly,Immunisation under 1 year coverage,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",72.6 %,67.4 %,71.9 %,67.1 %,71.4 %,,69.5 %,,69.5 %,0 %,,,,,"Health seeking behaviour influenced by school holidays as well as vaccine hesitancy. Metro District is exploring interventions to address this.
",There is also an ongoing concern that the estimated population figures are not accurate when compared with the decreasing number of deliveries year on year.,Data accepted. The PDO notes the partially achieved output for Q1 of FY 2024-25. The PDO notes the reason for deviation and the corrective action to address challenges impacting  on desired outcomes.,Poor coverage noted,"There is an ongoing concern that the estimated population figures are not accurate when compared with the decreasing number of deliveries year on year. Further challenges include vaccine hesitancy, vaccine misinformation in the media and migration between provinces.",Continued advocacy on the importance of vaccination and mitigation of anti-vaccine activities.,"Data accepted. The PDO notes the partially-performed output and the corrective action to address client behavior relating to vaccinations and provincial migrations.
",,"Mid year adjusted indicator, refer to new indicator",None,Approved In-Year Changes FY 2024-25.,,Mid year adjusted target. Refer to new indicator,No action required.,Approved In-Year Changes FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 2: District Health Services,Primary Health Care,Quarterly,Immunisation under 1 year coverage,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",72.6 %,,71.9 %,,64.9 %,66.5 %,65.0 %,67.2 %,65.0 %,0 %,,,,,"Mid year adjustment, new indicator added",,,,,,,,Target achieved.,None required,Data accepted. The PDO notes the achieved output for Q3 of FY 2024-25.,,Target achieved. Greater coverage than provisioned for.,No action required.,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 2: District Health Services,Primary Health Care,Quarterly,Infant 1st PCR test positive at birth rate,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",0.94 %,0.93 %,0.96 %,0.81 %,0.95 %,0.77 %,0.94 %,0.71 %,0.94 %,0 %,,,,,Target achieved,None required,Data accepted. The PDO notes the achieved output for Q1 of FY 2024-25.,,Positive performance with lower positive birth rate than planned,None required,Target achieved. Data accepted.,,Target achieved. Positive performance as fewer children tested HIV positive at birth,None required,Data accepted. The PDO notes the achieved output for Q3 of FY 2024-25.,,Target achieved. A lower positivity rate is possibly indicative successful interventions to reduce transmission.,No action required.,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 2: District Health Services,Primary Health Care,Quarterly,Infant PCR test positive around 6 months rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",0.26 %,1.8 %,0.32 %,1.31 %,0.32 %,,0.37 %,,0.37 %,0 %,,,,,"10 out of 571 children tested positive, however it is suspected that the number of tests done may be underreported which would reduce the positivity rate.",Further investigation required.,Data accepted. The PDO notes the under-performed output for Q1 of FY 2024-25. The PDO notes the reason for deviation and the corrective action to address possible reporting challenges impacting  on desired outcomes.,,Number of test positives lower than planned however the total number of tests may have been underreported.,Services are investigating reporting processes.,"Data accepted. The PDO notes the partially-performed output and the corrective action to investigate and address challenges relating to reporting processes.
",,"Mid year adjusted indicator, refer to new indicator",None,Approved In-Year Changes FY 2024-25.,,Mid year adjusted target. Refer to new indicator,No action required.,Approved In-Year Changes FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 2: District Health Services,Primary Health Care,Quarterly,Infant PCR test positive around 6 months rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",0.26 %,,0.32 %,,1.35 %,1.64 %,1.80 %,0.49 %,1.80 %,0 %,,,,,"Mid year adjustment, new indicator added",,,,,,,,A higher than expected positive rate with 31 children out of 1894 testing positive.,Ongoing awareness campaigns to reduce vertical transmission,"Data accepted. The PDO notes the partially achieved output for Q3 of FY 2024-25. The PDO notes the reason for deviation and the corrective action to address Programme-related challenges, mother-to-child transmission and improve on desired outcomes.",,Target achieved. A positive performance due to ongoing awareness campaigns and improved data processes. ,No action required.,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 2: District Health Services,Primary Health Care,Quarterly,IUCD Uptake - Intra Uterine Contraceptive Device,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",1208,1171,2482,2322,3719,,4823,,4823,0,,,,,"Slight deviation from target. Insertion of these devices require specialised skills, therefore services are influenced by staff availability as well as delays in the licensing of partner providers.				
",Addressing training and licensing challenges ongoing.,Data accepted. The PDO notes the partially achieved output for Q1 of FY 2024-25. The PDO notes the reason for deviation and the corrective action to address challenges impacting  on desired outcomes.,,"Insertion of these devices require specialised skills, therefore services are influenced by staff availability as well as delays in the licensing of partner providers.",Upskilling of staff and licensing of partners will help improve performance.,"Data accepted. The PDO notes the partially-performed output and the corrective action to improve on number skilled staff and partner providers.
",,"Mid year adjusted indicator, refer to new indicator",None,Approved In-Year Changes FY 2024-25.,,Mid year adjusted target. Refer to new indicator,No action required.,Approved In-Year Changes FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 2: District Health Services,Primary Health Care,Quarterly,IUCD Uptake (*IUCD-Intra Uterine Contraceptive Device),Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",1208,,2482,,3533,3640,4500,4827,4500,4827,,,,,"Mid year adjustment, new indicator added",,,,,,,,Target achieved,None required,Data accepted. The PDO notes the achieved output for Q3 of FY 2024-25.,,Target achieved,No action required.,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 2: District Health Services,Primary Health Care,Quarterly,Measles 2nd dose 1 year coverage,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",73.4 %,66.6 %,73.3 %,66.6 %,72.2 %,,70.1 %,,70.1 %,0 %,,,,,Health seeking behaviour influenced by school holidays as well as vaccine hesitancy. Metro District is exploring interventions to address this.,There is also an ongoing concern that the estimated population figures are not accurate when compared with the decreasing number of deliveries year on year.,Data accepted. The PDO notes the partially achieved output for Q1 of FY 2024-25. The PDO notes the reason for deviation and the corrective action to address challenges impacting  on desired outcomes.,Poor coverage noted,"There is an ongoing concern that the estimated population figures are not accurate when compared with the decreasing number of deliveries year on year. Further challenges include vaccine hesitancy, vaccine misinformation in the media and migration between provinces.",Continued advocacy on the importance of vaccination and mitigation of anti-vaccine activities.,Data accepted. The PDO notes the partially-performed output and the corrective action to address client behavior relating to vaccinations and provincial migrations.,,"Mid year adjusted indicator, refer to new indicator",None,Approved In-Year Changes FY 2024-25.,,Mid year adjusted target. Refer to new indicator,No action required.,Approved In-Year Changes FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 2: District Health Services,Primary Health Care,Quarterly,Measles 2nd dose 1 year coverage,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",73.4 %,,73.3 %,,65.0 %,65.9 %,65.0 %,66.2 %,65.0 %,0 %,,,,,"Mid year adjustment, new indicator added",,,,,,,,Target achieved., None required,Data accepted. The PDO notes the achieved output for Q3 of FY 2024-25.,,"Target achieved, with greater coverage than provisioned for.",No action required.,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
