Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Priority,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,OTP_Q1,National_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,National_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,National_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,National_Q4,DesiredPerformance,OTP_Summary,UID
Health,Health,Western Cape,Programme 2: District Health Services,Primary Health Care,Quarterly,Vitamin A dose 12 - 59 months coverage,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",49.8 %,,58.4 %,,45.0 %,47.8 %,45.0 %,47.4 %,45.0 %,0 %,,,,,"Mid year adjustment, new indicator added",,,,,,,,Target achieved. A positive performance with more children receiving routine Vitamin A doses than planned,None required,Data accepted. The PDO notes the achieved output for Q3 of FY 2024-25.,,"Target achieved, with greater coverage than provisioned for.",No action required.,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 3: Emergency Medical Services,Emergency Medical Services,Quarterly,EMS incident mission time under 120 minutes rate,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",52.0 %,47.0 %,52.0 %,48.9 %,52.0 %,,52.0 %,,52.0 %,0 %,,,,,"Target partially achieved. there has been improved incident management within the communication centres. With the increase in IFT (inter-Facility demands) demand, emphasis has been placed on getting vehicles away from health facilities to improve overall mission time. Through doing so, the allocation of resources to our Primary demand, is constantly being adapted. With regular reviews and planning, we were able to recover on this indicator.",Programme continue to monitor performance,"Data accepted. The PDO notes the partially achieved output for Q1 of FY 2024-25. The PDO notes the reason for deviation and the corrective action to address challenges impacting  on desired outcomes.
",,Target partially achieved. Waiting times and delays at hospitals is a challenge because of bed availability for patients.  There are tracking of particular facilities with challenges and then communicated to the facility and District Manager. Support provided to the facility to release vehicles timeously. There has been an improvement in referral and booking of Inter-facility transfers so EMS resources are used more efficiently.,Ongoing initiatives within the programme.,Data accepted. The PDO notes the partially-performed output and the corrective action to address under-performance. The Department could include more information on the 'ongoing initiatives' to improve outcomes.,,Mid-year adjustment. refer to indicator no 1,,Approved In-Year Changes FY 2024-25.,,Mid year adjusted indicator. Refer to new indicator.,No action required.,Approved In-Year Changes FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 3: Emergency Medical Services,Emergency Medical Services,Quarterly,EMS incident mission time under 120 minutes rate,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",52.0 %,0 %,52.0 %,,47.0 %,50.2 %,47.0 %,51.6 %,47.0 %,0 %,,,,,"Mid year adjustment, new indicator added","Mid year adjustment, new indicator added",,,,,,,Target achieved,None required,Data accepted. The PDO notes the achieved output for Q3 of FY 2024-25.,,Target achieved ,No action required.,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 3: Emergency Medical Services,Emergency Medical Services,Quarterly,EMS P1 rural response under 60 minutes rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",77.0 %,75.6 %,77.0 %,78.0 %,77.0 %,80.9 %,77.0 %,82.7 %,77.0 %,0 %,,,,,"Target partially achieved. With the challenges faced with resource constraints, much effort went into ensuring that the demand was serviced even with an increase in P1 rural cases
The long distances to travel and increase in Inter-facility requests have directly affected our performance against this indicator.",Programme continue to monitor performance,Data accepted. The PDO notes the partially achieved output for Q1 of FY 2024-25. The PDO notes the reason for deviation and the corrective action to address challenges impacting  on desired outcomes.,,Target achieved. Funding secured to implement rural initiatives for overtime and stand-by.  Drop in the number of Rural calls. Neighboring town support remain a challenge when long distances then need to be travelled.,None required.,Target achieved. Data accepted.,,Target achieved,None required,Data accepted. The PDO notes the achieved output for Q3 of FY 2024-25.,,Target achieved ,No action required.,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 3: Emergency Medical Services,Emergency Medical Services,Quarterly,EMS P1 urban response under 15 minutes rate,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",25.2 %,19.7 %,25.2 %,19.9 %,25.2 %,,25.2 %,,25.2 %,0 %,,,,,"Target partially achieved. With the challenges faced with resource constraints, much effort went into ensuring that the demand was serviced even with an increase in P1 urban cases
The long delays experienced in the CoCT is mainly due to the increase in Inter-facility requests and directly affected our performance against this indicator.",Programme continue to monitor performance,Data accepted. The PDO notes the partially achieved output for Q1 of FY 2024-25. The PDO notes the reason for deviation.  The PDO recommends corrective action to address resource constraints and improve on desired outcomes.,,Target partially achieved. Increase in demand and Interfacility transfers. Bed availability at facilities on route was a challenge. Vehicles waiting at facilities because beds are not available causing delays in the movement of patients.,Ongoing initiatives within the programme.,Data accepted. The PDO notes the partially-performed output and the corrective action to address under-performance. The Department could include more information on the 'ongoing initiatives' to improve outcomes.,,Mid-year adjustment. refer to indicator no 7,,Approved In-Year Changes FY 2024-25.,,Mid year adjusted indicator. Refer to new indicator.,No action required.,Approved In-Year Changes FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 3: Emergency Medical Services,Emergency Medical Services,Quarterly,EMS P1 urban response under 15 minutes rate,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",25.2 %,0 %,25.2 %,,20.0 %,20.5 %,20.0 %,21.1 %,20.0 %,0 %,,,,,"Mid year adjustment, new indicator added","Mid year adjustment, new indicator added",,,,,,,Target achieved,None required,Data accepted. The PDO notes the achieved output for Q3 of FY 2024-25.,,Target achieved ,No action required.,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 3: Emergency Medical Services,Emergency Medical Services,Quarterly,EMS P1 urban response under 30 minutes rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",50.4 %,45.6 %,50.4 %,44.5 %,50.4 %,,50.4 %,,50.4 %,0 %,,,,,"Target partially achieved. With the challenges faced with resource constraints, much effort went into ensuring that the demand was serviced even with an increase in P1 urban cases
The long delays experienced in the CoCT is mainly due to the increase in Inter-facility requests and directly affected our performance against this indicator.",Programme continue to monitor performance,Data accepted. The PDO notes the partially achieved output for Q1 of FY 2024-25. The PDO notes the reason for deviation.  The PDO recommends corrective action to address resource constraints and improve on desired outcomes.,,Target partially achieved. Increase in demand during the school holiday periods and Motor vehicle accidents on the road. Inter-facility transfers to Step down facilities causing backlogs and delays as these facilities only recieve patients at certain times on the day.  These calls then pile up . SAPS resource costraints causing delays in Red zone areas.  There were incidents in areas that weren't declared red zones and these caused further delays in response times. Then these areas were declared 12 hour red zones. Resource challenges in terms of staff due to COVID leave taken by staff.,Ongoing initiatives within the programme.,Data accepted. The PDO notes the partially-performed output and the corrective action to address under-performance. The Department could include more information on the 'ongoing initiatives' to improve outcomes.,,Mid-year adjustment. refer to indicator no 6,,Approved In-Year Changes FY 2024-25.,,Mid year adjusted indicator. Refer to new indicator.,No action required.,Approved In-Year Changes FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 3: Emergency Medical Services,Emergency Medical Services,Quarterly,EMS P1 urban response under 30 minutes rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",50.4 %,0 %,50.4 %,,45.0 %,46.1 %,45.0 %,48.7 %,45.0 %,0 %,,,,,"Mid year adjustment, new indicator added","Mid year adjustment, new indicator added",,,,,,,Target achieved,None required,Data accepted. The PDO notes the achieved output for Q3 of FY 2024-25.,,Target achieved ,No action required.,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 4: Provincial Hospital Services,Regional Hospitals,Annually,Maternal deaths in facility,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",,,,,,,9,7,9,7,,Target achieved. Fewer deaths reported.,No action required.,,,,,,,,,,,,,,,,,,,,201
Health,Health,Western Cape,Programme 4: Provincial Hospital Services,Regional Hospitals,Annually,Patient Experience of Care satisfaction rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",,,,,,,83.8 %,84.6 %,83.8 %,84.6 %,,Target achieved. Performance better than target with higher satisfaction rate.,No action required.,,,,,,,,,,,,,,,,,,,,201
Health,Health,Western Cape,Programme 4: Provincial Hospital Services,Regional Hospitals,Quarterly,Average length of stay,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",4.0,4.0,3.9,4.1 ,3.9,4.0,3.9,4.05,4.0,16.15,,,,,Target Achieved,Not Applicable,Data accepted. The PDO notes the achieved output for Q1 of FY 2024-25.,,"Target partially achieved. he high cost of living, poor socio-economic status, impact of load-shedding. High rates of unemployment, food insecurity remain a concern affecting the acuity of patients which results in longer lengths of stay.",Programme to monitor performance closely.,Data accepted. The PDO notes the partially-performed output and the corrective action to address contributing factors resulting in longer inpatient stay.,,"Target partially achieved. he high cost of living, poor socio-economic status, impact of load-shedding. High rates of unemployment, food insecurity remain a concern affecting the acuity of patients which results in longer lengths of stay.",Programme to monitor performance closely.,Data accepted. The PDO notes the partially achieved output for Q3 of FY 2024-25. The PDO notes the reason for deviation and the corrective action to address challenges impacting  on desired outcomes.,,"Target partially achieved
The rising cost of living, economic
challenges continue to strain communities. High unemployment rates and food insecurity remain pressing issues, impacting patient well-being and leading to extended hospital stays
",No action required.,Data accepted. The PDO notes the partially achieved output for Q4 of FY 2024-25. The PDO notes the reason for deviation and no corrective action listed.,,,,201
Health,Health,Western Cape,Programme 4: Provincial Hospital Services,Regional Hospitals,Quarterly,Cervical cancer screening,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",194,147,423,147,623,,822,,822,0,,,,,Target partially achieved. Most screening are done at District level but strengthening of screening in specialized areas in the facility are required. Possible target adjustment required.,Programme to investigate the reporting of these services.,"Data accepted. The PDO notes the partially achieved output for Q1 of FY 2024-25. The PDO notes the reason for deviation and the corrective action considered to address challenges impacting  on desired outcomes.
",,"Target not achieved. Due to the cyber-attack that has impacted the NHLS systems and infrastructure, we have been unable to update the data for July-October 2024",Team is working on resolving the technical challenges.,Data accepted. The PDO notes the under-performed output. The PDO notes reason for deviation. The PDO notes corrective action to address the system impact of the NHLS systems and infrastructure.,,Mid-year adjustment. refer to indicator no 12,,Approved In-Year Changes FY 2024-25.,,Mid year adjusted indicator. Refer to new indicator.,No action required.,Approved In-Year Changes FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 4: Provincial Hospital Services,Regional Hospitals,Quarterly,Cervical cancer screening,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",194,0,423,,374,237,500,622,500,622,,,,,Mid year adjustment. New indicator added.,Mid year adjustment. New indicator added.,,,,,,,Target partially achieved. Most screening are done at District level but strengthening of screening in specialized areas in the facility are required. Reporting is still impacted by the NHLS security breach.  Data expected to improve by next quarter.,Programme to monitor performance closely. Ongoing efforts to restore NHLS data feed.,"Data accepted. The PDO notes the partially achieved output for Q3 of FY 2024-25. The PDO notes the reason for deviation and the corrective action to reduce challenges impacting  on desired outcomes.
",,Target achieved. More cervical cancer screenings conducted than planned for.,No action required.,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 4: Provincial Hospital Services,Regional Hospitals,Quarterly,Complaint resolution within 25 working days rate,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",99.1 %,98.4 %,100.0 %,100.0 %,99.1 %,98.1 %,93.7 %,99.0 %,97.9 %,296.5 %,,,,,Target partially achieved. Only 2 incidents not resolved timeously with Rural Regional hospitals. Austerity measures have resulted in staff shortages including QA manager posts. Work is ongoing in facilities to mitigate this.,Programme to monitor performance closely,Data accepted. The PDO notes the partially achieved output for Q1 of FY 2024-25. The PDO notes the reason for deviation and the corrective action to address challenges impacting  on desired outcomes.,,Target achieved,None required.,Target achieved. Data accepted.,,Target partially achieved. Only 2 incidents not resolved timeously with Rural Regional hospitals. Austerity measures have resulted in staff shortages including QA manager posts. Work is ongoing in facilities to mitigate this.,Programme to monitor performance closely,Data accepted. The PDO notes the partially achieved output for Q3 of FY 2024-25. The PDO notes the reason for deviation and the corrective action to address Programme-related challenges impacting  on desired outcomes.,,Target achieved,No action required.,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 4: Provincial Hospital Services,Regional Hospitals,Quarterly,Death in facility under 5 years,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",72,57,145,128,217,199,290,251,290,251,,,,,"Target Achieved.  Although the target is achieved, this quarter, there was 
 slight increase in pneumonia admissions due to the peadiatric surge season.",Not Applicable,Data accepted. The PDO notes the achieved output for Q1 of FY 2024-25.,,Target achieved. Fewer deaths than anticipated.,None required.,Target achieved. Data accepted.,,Target achieved. Fewer deaths than anticipated.,None required,Data accepted. The PDO notes the achieved output for Q3 of FY 2024-25.,,Target achieved. Fewer deaths reported.,No action required.,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 4: Provincial Hospital Services,Regional Hospitals,Quarterly,Diarrhoea death under 5 years,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",2,0,4,3,7,3,8,3,8,3,,,,,Target Achieved. No deaths reported this quarter.,Not Applicable,Data accepted. The PDO notes the achieved output for Q1 of FY 2024-25.,,Target achieved. Fewer deaths than anticipated.,None required.,Target achieved. Data accepted.,,Target achieved. Fewer deaths than anticipated.,None required,Data accepted. The PDO notes the achieved output for Q3 of FY 2024-25.,,Target achieved. Fewer deaths reported.,No action required.,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 4: Provincial Hospital Services,Regional Hospitals,Quarterly,Inpatient bed utilization rate,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",86.8 %,83.7 %,86.6 %,82.6 %,86.0 %,82.9 %,86.8 %,81.6 %,86.5 %,330.8 %,,,,,Target Achieved. This is a demand driven indicator which means it is not possible for the Department to predict with 100% accuracy the number patients that may require the service.,Not Applicable,Data accepted. The PDO notes the achieved output for Q1 of FY 2024-25.,,Target achieved.,None required.,Target achieved. Data accepted.,,Target Achieved. This is a demand driven indicator which means it is not possible for the Department to predict with 100% accuracy the number patients that may require the service.,None required,Data accepted. The PDO notes the achieved output for Q3 of FY 2024-25.,,Target achieved. A lower bed utilisation rate indicates good patient management with shorter stays in hospital.,No action required.,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 4: Provincial Hospital Services,Regional Hospitals,Quarterly,Live birth under 2500g in facility rate,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",16.2 %,16.3 %,16.3 %,15.6 %,16.2 %,15.9 %,16.2 %,16.0 %,16.2 %,16.3 %,,,,,"Target partially achieved. Due the current economic challenges and social determinants, a slight increase in low birth weights in rural health services is noted.",Programme to monitor performance closely,Data accepted. The PDO notes the partially achieved output for Q1 of FY 2024-25. The PDO notes the reason for deviation and the corrective action to address challenges impacting  on desired outcomes.,,Target achieved,None required.,Target achieved. Data accepted.,,Target achieved,None required,Data accepted. The PDO notes the achieved output for Q3 of FY 2024-25.,,Target achieved. Fewer underweight births reported.,No action required.,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 4: Provincial Hospital Services,Regional Hospitals,Quarterly,Patient Safety Incident (PSI) case closure rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",91.6 %,86.2 %,91.6 %,95.8 %,91.8 %,,91.7 %,,91.7 %,0 %,,,,,Target partially achieved.  Austerity measures have resulted in staff shortages including QA manager posts. Work is ongoing in facilities to mitigate this.,Programme to monitor performance closely,Data accepted. The PDO notes the partially achieved output for Q1 of FY 2024-25. The PDO notes the reason for deviation and the corrective action to address challenges impacting  on desired outcomes.,,Target achieved. Improvement due to ongoing training and awareness in facilities.,None required.,Target achieved. Data accepted.,,Mid-year adjustment. refer to indicator no 13,,Approved In-Year Changes FY 2024-25.,,Mid year adjusted indicator. Refer to new indicator.,No action required.,Approved In-Year Changes FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 4: Provincial Hospital Services,Regional Hospitals,Quarterly,Patient Safety Incident (PSI) case closure rate ,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",91.6 %,0 %,91.6 %,,85.0 %,94.2 %,85.0 %,93.8 %,85.0 %,95.7 %,,,,,Mid year adjustment. New indicator added.,Mid year adjustment. New indicator added.,,,,,,,Target achieved. Improvement due to ongoing training and awareness in facilities.,None required,Data accepted. The PDO notes the achieved output for Q3 of FY 2024-25.,,Target achieved. Improved quality assurance processes assisting closure rate.,No action required.,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 4: Provincial Hospital Services,Regional Hospitals,Quarterly,Pneumonia death under 5 years,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",2,3,5,3,7,3,10,3,10,3,,,,,Target partially achieved. The increase in deaths could be attributed to the annual increase in respiratory and gastro diseases during the peadiatric surge season.?,Programme to continue to monitor child deaths closely.,Data accepted. The PDO notes the partially achieved output for Q1 of FY 2024-25. The PDO notes the reason for deviation and the corrective action to monitor health-related challenges impacting  on desired outcomes.,,Target achieved. Fewer deaths than anticipated.,None required.,Target achieved. Data accepted.,,Target achieved. Fewer deaths than anticipated.,None required,Data accepted. The PDO notes the achieved output for Q3 of FY 2024-25.,,Target achieved. Fewer deaths reported.,No action required.,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 4: Provincial Hospital Services,Regional Hospitals,Quarterly,Severe acute malnutrition (SAM) death under 5 years,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",2,2,4,4,6,4,6,4,6,4,,,,,Target Achieved,Not Applicable,Data accepted. The PDO notes the achieved output for Q1 of FY 2024-25.,,Target achieved. Fewer deaths than anticipated.,None required.,Target achieved. Data accepted.,,Target achieved. Fewer deaths than anticipated.,None required,Data accepted. The PDO notes the achieved output for Q3 of FY 2024-25.,,Target achieved. Fewer deaths reported.,No action required.,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 4: Provincial Hospital Services,Regional Hospitals,Quarterly,Severity assessment code (SAC) 1 Incident reported within 24 hours rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",72.7 %,100.0 %,68.0 %,92.6 %,73.0 %,92.3 %,75.0 %,94.1 %,75.0 %,92.3 %,,,,,Target achieved. Continued awareness and training of operational staff and capturing of incidents within 24 hours has improved the performance in this indicator. ,Not Applicable,Data accepted. The PDO notes the achieved output for Q1 of FY 2024-25.,,Target achieved. Improvement in the reporting of SAC 1 incidents due to ongoing training and awareness in facilities.,None required.,Target achieved. Data accepted.,,"Target achieved. Improved monitoring, staff awareness and training.",None required,Data accepted. The PDO notes the achieved output for Q3 of FY 2024-25.,,Target achieved,No action required.,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 4: Provincial Hospital Services,Specialised Hospitals,Annually,Patient Experience of Care satisfaction rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",,,,,,,84.0 %,80.0 %,84.0 %,80.0 %,,Target partially achieved.,Quality assurance will engage at facilities to identify areas for improvement.,,,,,,,,,,,,,,,,,,,,201
Health,Health,Western Cape,Programme 4: Provincial Hospital Services,Specialised Hospitals,Quarterly,Complaint resolution within 25 working days rate,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",97.8 %,100.0 %,94.0 %,100.0 %,95.8 %,94.7 %,91.8 %,97.7 %,94.8 %,392.4 %,,,,,Target Achieved. Timeous response and rapid resolution of complaints have improved the performance in this indicator.,Not Applicable,Data accepted. The PDO notes the achieved output for Q1 of FY 2024-25.,,Target achieved. Rapid response and resolution of complaints has improved the performance in this indicator.,None required.,Target achieved. Data accepted.,,Target partially achieved. Only 3 incidents not resolved timeously within Metro Specialized hospitalized hospitals. Austerity measures have resulted in staff shortages including QA manager posts. Work is ongoing in facilities to mitigate this,Programme to monitor performance closely.,Data accepted. The PDO notes the partially achieved output for Q3 of FY 2024-25. The PDO notes the reason for deviation and the corrective action to address Programme-related challenges impacting  on desired outcomes.,,Target achieved. Quality assurance interventions improved rate.,No action required.,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 4: Provincial Hospital Services,Specialised Hospitals,Quarterly,Patient Safety Incident (PSI) case closure rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",94.3 %,85.1 %,94.6 %,91.6 %,94.8 %,,94.7 %,,94.7 %,0 %,,,,,Target partially achieved.  Austerity measures have resulted in staff shortages including QA manager posts. Work is ongoing in facilities to mitigate this.,Programme to monitor performance closely,Data accepted. The PDO notes the partially achieved output for Q1 of FY 2024-25. The PDO notes the reason for deviation and the corrective action to monitor staff shortages impacting  on desired outcomes.,,Target partially achieved. Austerity measures have resulted in staff shortages including QA manager posts.  ,Work is ongoing in facilities to mitigate this.,Data accepted. The PDO notes the partially-performed output and the corrective action to address staff shortages in facilities.,,Mid-year adjustment. refer to indicator no 4,,Approved In-Year Changes FY 2024-25.,,Mid year adjusted indicator. Refer to new indicator.,No action required.,Approved In-Year Changes FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 4: Provincial Hospital Services,Specialised Hospitals,Quarterly,Patient Safety Incident (PSI) case closure rate ,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",94.3 %,0 %,94.6 %,,85.0 %,97.6 %,85.0 %,99.0 %,85.0 %,0 %,,,,,Mid year adjustment. New indicator added.,Mid year adjustment. New indicator added.,,,,,,,Target achieved. Improvement due to ongoing training and awareness in facilities.,None required,Data accepted. The PDO notes the achieved output for Q3 of FY 2024-25.,,Target achieved.  Quality assurance interventions improved rate.,No action required.,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 4: Provincial Hospital Services,Specialised Hospitals,Quarterly,Severity assessment code (SAC) 1 Incident reported within 24 hours rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",29.6 %,76.9 %,31.5 %,70.2 %,32.5 %,70.6 %,34.2 %,68.9 %,34.2 %,68.9 %,,,,,Target Achieved. Awareness and training of operational staff and capturing of incidents  within 24 hours has yielded a good performance in this indicator.,Not Applicable,Data accepted. The PDO notes the achieved output for Q1 of FY 2024-25.,,Target achieved. The use of the automated notification process via Ideal health facility has improved reporting within 24 hours and real time capturing of incidents.,None required.,Target achieved. Data accepted.,,Target achieved. The use of the automated notification process via Ideal health facility has improved reporting within 24 hours and real time capturing of incidents,None required,Data accepted. The PDO notes the achieved output and the actions resulting in improved performance for Q3 of FY 2024-25.,,"Target achieved.
The use of the automated notification process via Ideal health facility has improved reporting within 24 hours and real time capturing of incidents
",No action required.,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 5: Central Hospital Services,Central Hospitals,Annually,Maternal deaths in facility,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",,,,,,,26,26,26,26,,Target achieved,No action required.,,,,,,,,,,,,,,,,,,,,201
Health,Health,Western Cape,Programme 5: Central Hospital Services,Central Hospitals,Annually,Patient Experience of Care satisfaction rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",,,,,,,80.0 %,85.4 %,80.0 %,85.4 %,,Target achieved. Performance better than target with higher satisfaction rate.,No action required.,,,,,,,,,,,,,,,,,,,,201
Health,Health,Western Cape,Programme 5: Central Hospital Services,Central Hospitals,Quarterly,Average length of stay,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",7.0,6.8,7.0,6.8,7.0,6.7,7.0,6.8,7.0,20.3,,,,,Target Achieved. This is a demand driven indicator which means it is not possible for the Department to predict with 100% accuracy the number patients that may require the service.,Not Applicable,Data accepted. The PDO notes the achieved output for Q1 of FY 2024-25.,,Target achieved. The slight decreased length of stay reflects the discharge of long stay patients and more patients being admitted early with lower morbidity.,None required.,Target achieved. Data accepted.,,Target Achieved. This is a demand driven indicator which means it is not possible for the Department to predict with 100% accuracy the number patients that may require the service.,None required,Data accepted. The PDO notes the achieved output for Q3 of FY 2024-25.,,Target achieved. A lower length of stay indicates good patient management with shorter stays in hospital.,None,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 5: Central Hospital Services,Central Hospitals,Quarterly,Cervical cancer screening,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",518,389,1036,389,1554,,2072,,2072,0,,,,,Target partially achieved. Most screening are done at District level but strengthening of screening in specialised areas in the facility are required. Possible target adjustment required.,Programme to review target set and investigate expansion of the service.,Data accepted. The PDO notes the partially achieved output for Q1 of FY 2024-25. The PDO notes the reason for deviation and the corrective action to address challenges impacting  on desired outcomes.,,"Due to the cyber-attack that has impacted the NHLS systems and infrastructure, we have been unable to update the data for July-October 2024",Technical teams working hard to restore the data feed.,"Data accepted. The PDO notes the under-performed output. The PDO notes reason for deviation. The PDO notes corrective action to address the system impact of the NHLS systems and infrastructure.
",,Mid-year adjustment. refer to indicator no 12,,Approved In-Year Changes FY 2024-25.,,Mid year adjusted target. Refer to new indicator.,,Approved In-Year Changes FY 2024-25.,,,,201
